timestamp,ret_lag1,ret_lag2,ret_lag3,ret_lag4,ret_lag5,roll_vol20
2010-02-02,0.015430959215616546,-0.01092813769830503,-0.011538908640340573,0.004746064403677863,-0.004199504510808083,0.01061858794035409
2010-02-03,0.012031475809857639,0.015430959215616546,-0.01092813769830503,-0.011538908640340573,0.004746064403677863,0.01060593669848086
2010-02-04,-0.0049953886868285835,0.012031475809857639,0.015430959215616546,-0.01092813769830503,-0.011538908640340573,0.012480087484643547
2010-02-05,-0.031352449090353396,-0.0049953886868285835,0.012031475809857639,0.015430959215616546,-0.01092813769830503,0.01242111640879993
2010-02-08,0.002064991171756958,-0.031352449090353396,-0.0049953886868285835,0.012031475809857639,0.015430959215616546,0.012344164522098432
2010-02-09,-0.007245292709577633,0.002064991171756958,-0.031352449090353396,-0.0049953886868285835,0.012031475809857639,0.01283545512568923
2010-02-10,0.012481724562550589,-0.007245292709577633,0.002064991171756958,-0.031352449090353396,-0.0049953886868285835,0.012760332094162455
2010-02-11,-0.001960959310670418,0.012481724562550589,-0.007245292709577633,0.002064991171756958,-0.031352449090353396,0.012862114751730337
2010-02-12,0.01041235533685203,-0.001960959310670418,0.012481724562550589,-0.007245292709577633,0.002064991171756958,0.012805060002408808
2010-02-16,-0.0008326138965060181,0.01041235533685203,-0.001960959310670418,0.012481724562550589,-0.007245292709577633,0.013301922853770307
2010-02-17,0.01561243061850437,-0.0008326138965060181,0.01041235533685203,-0.001960959310670418,0.012481724562550589,0.012978143375458774
2010-02-18,0.004727142769154646,0.01561243061850437,-0.0008326138965060181,0.01041235533685203,-0.001960959310670418,0.012949169300084395
2010-02-19,0.005877631125012606,0.004727142769154646,0.01561243061850437,-0.0008326138965060181,0.01041235533685203,0.012241240880447528
2010-02-22,0.0020714373124954832,0.005877631125012606,0.004727142769154646,0.01561243061850437,-0.0008326138965060181,0.011060853117786673
2010-02-23,0.00018015634061541164,0.0020714373124954832,0.005877631125012606,0.004727142769154646,0.01561243061850437,0.011386265994901753
2010-02-24,-0.012218707670838214,0.00018015634061541164,0.0020714373124954832,0.005877631125012606,0.004727142769154646,0.011516763566289475
2010-02-25,0.00915574411348441,-0.012218707670838214,0.00018015634061541164,0.0020714373124954832,0.005877631125012606,0.01148431460159285
2010-02-26,-0.0013546945039806246,0.00915574411348441,-0.012218707670838214,0.00018015634061541164,0.0020714373124954832,0.011136647991572744
2010-03-01,0.0006321200722041453,-0.0013546945039806246,0.00915574411348441,-0.012218707670838214,0.00018015634061541164,0.010952331226540676
2010-03-02,0.010331473409047831,0.0006321200722041453,-0.0013546945039806246,0.00915574411348441,-0.012218707670838214,0.010494670001099968
