timestamp,close,ret,fwd_ret,t1,label
2010-01-05,85.50495910644531,0.002643823049016447,-0.026374508286432174,2010-02-02,0
2010-01-06,85.56513977050781,0.0007035790233382855,-0.034013720022277205,2010-02-03,0
2010-01-07,85.92634582519531,0.0042125308738052425,-0.06606974813596889,2010-02-04,0
2010-01-08,86.21224975585938,0.0033217907070124397,-0.06821728783801717,2010-02-05,0
2010-01-11,86.33267211914062,0.001395838040608055,-0.07878437125460724,2010-02-08,0
2010-01-12,85.52754211425781,-0.009369660089137533,-0.06769848473266471,2010-02-09,0
2010-01-13,86.2499008178711,0.008410451911773364,-0.060289783954197596,2010-02-10,0
2010-01-14,86.48318481445312,0.0027010938589207,-0.05828788052911893,2010-02-11,0
2010-01-15,85.51249694824219,-0.01128747143274289,-0.06182158828454565,2010-02-12,0
2010-01-19,86.58099365234375,0.012417790244765747,-0.03492168623329839,2010-02-16,0
2010-01-20,85.70059204101562,-0.010220584767587582,-0.04261233370890949,2010-02-17,0
2010-01-21,84.05262756347656,-0.019416612601157013,-0.0265141178163093,2010-02-18,0
2010-01-22,82.1789321899414,-0.022544151455888617,-0.005026067902656806,2010-02-19,0
2010-01-25,82.6003646850586,0.005115125771142814,0.017698239893847223,2010-02-22,1
2010-01-26,82.25421142578125,-0.004199504510808083,0.0003644064518661949,2010-02-23,0
2010-01-27,82.64552307128906,0.004746064403677863,0.013719655076158688,2010-02-24,1
2010-01-28,81.6973648071289,-0.011538908640340573,0.0076188961685002,2010-02-25,1
2010-01-29,80.8094253540039,-0.01092813769830503,0.019789924881044918,2010-02-26,1
2010-02-01,82.0660629272461,0.015430959215616546,0.04104953598839778,2010-03-01,1
2010-02-02,83.05940246582031,0.012031475809857639,0.028384940405539183,2010-03-02,1
2010-02-03,82.64552307128906,-0.0049953886868285835,0.0172447866040093,2010-03-03,1
2010-02-04,80.0945816040039,-0.031352449090353396,0.025262833084749303,2010-03-04,1
2010-02-05,80.26014709472656,0.002064991171756958,0.07080759983104734,2010-03-05,1
2010-02-08,79.68074035644531,-0.007245292709577633,0.06891768386864872,2010-03-08,1
2010-02-09,80.68152618408203,0.012481724562550589,0.07782435408242439,2010-03-09,1
2010-02-10,80.52346801757812,-0.001960959310670418,0.06978841902140775,2010-03-10,1
2010-02-11,81.36628723144531,0.01041235533685203,0.07591539851222873,2010-03-11,1
2010-02-12,81.29856872558594,-0.0008326138965060181,0.06558989428992046,2010-03-12,1
2010-02-16,82.57779693603516,0.01561243061850437,0.06668240174742834,2010-03-15,1
2010-02-17,82.96907806396484,0.004727142769154646,0.05900408097940879,2010-03-16,1
2010-02-18,83.45817565917969,0.005877631125012606,0.06018663234602872,2010-03-17,1
2010-02-19,83.63123321533203,0.0020714373124954832,0.053796901944497044,2010-03-18,1
2010-02-22,83.64630126953125,0.00018015634061541164,0.04665068508030412,2010-03-19,1
2010-02-23,82.6304702758789,-0.012218707670838214,0.05180273309717709,2010-03-22,1
2010-02-24,83.39048767089844,0.00915574411348441,0.07102988709877334,2010-03-23,1
2010-02-25,83.27759552001953,-0.0013546945039806246,0.057007667643961035,2010-03-24,1
2010-02-26,83.33025360107422,0.0006321200722041453,0.056734522686721967,2010-03-25,1
2010-03-01,84.19564056396484,0.010331473409047831,0.055502268083597706,2010-03-26,1
2010-03-02,84.42887878417969,0.002766363632757951,0.05149851194974886,2010-03-29,1
2010-03-03,84.50416564941406,0.0008913220083277551,0.04941373606247801,2010-03-30,1
2010-03-04,84.75997924804688,0.0030226577939114208,0.045109216072771297,2010-03-31,1
2010-03-05,85.97149658203125,0.014192317655944642,0.04890125822223368,2010-04-01,1
2010-03-08,85.9865493774414,0.00017507520935833298,0.04282484776317386,2010-04-05,1
2010-03-09,86.12952423095703,0.001661377504198036,0.045004942898434486,2010-04-06,1
2010-03-10,86.51329040527344,0.004445789501533959,0.037615116557986106,2010-04-07,1
2010-03-11,86.87445831298828,0.004166020180150554,0.03662719996530228,2010-04-08,1
2010-03-12,86.88200378417969,8.685111454376226e-05,0.039006680810176775,2010-04-09,1
2010-03-15,86.90458679199219,0.0002598935610018671,0.04050804434667565,2010-04-12,1
2010-03-16,87.59683990478516,0.007934109850484816,0.04099930852563016,2010-04-13,1
2010-03-17,88.11604309082031,0.005909694135774579,0.044350865436244113,2010-04-14,1
2010-03-18,88.07093048095703,-0.0005120992765190735,0.03926609852275398,2010-04-15,1
2010-03-19,87.6251220703125,-0.005074779551697439,0.023737659526451793,2010-04-16,1
2010-03-22,88.0936050415039,0.005332204357488379,0.03257586402015722,2010-04-19,1
2010-03-23,88.71317291259766,0.007008446330758034,0.036134530554271294,2010-04-20,1
2010-03-24,88.28250122070312,-0.004866475341327892,0.027304515396075146,2010-04-21,1
2010-03-25,88.13890838623047,-0.0016278394612196934,0.03515031031193949,2010-04-22,1
2010-03-26,88.08602905273438,-0.0006001345309201156,0.043284332818233295,2010-04-23,1
2010-03-29,88.64517974853516,0.006327717275198985,0.04010123946784283,2010-04-26,1
2010-03-30,88.70561981201172,0.0006815877454871,0.009838948427535854,2010-04-27,1
2010-03-31,88.40336608886719,-0.003413197981378957,0.016724587350744002,2010-04-28,1
2010-04-01,89.00786590576172,0.006814699943373803,0.03245901956104902,2010-04-29,1
2010-04-05,89.73318481445312,0.00811590719688482,0.008537192981592945,2010-04-30,1
2010-04-06,89.94477081298828,0.002355170344618962,0.013299670264553143,2010-05-03,1
2010-04-07,89.43099975585938,-0.005728448836250344,-0.012851239988362018,2010-05-04,0
2010-04-08,89.74077606201172,0.0034578729088501348,-0.013096761273159174,2010-05-05,0
2010-04-09,90.3301010131836,0.006545501025025047,-0.050332347015807244,2010-05-06,0
2010-04-12,90.47367858886719,0.001588214651042641,-0.07186489211912228,2010-05-07,0
2010-04-13,90.54166412353516,0.0007511577399563762,-0.030353762280189045,2010-05-10,0
2010-04-14,91.56927490234375,0.011285666761098767,-0.03395057994422768,2010-05-11,0
2010-04-15,91.64484405517578,0.0008249272222844439,-0.031346808694929784,2010-05-12,0
2010-04-16,90.18653869628906,-0.01604053827282126,-0.04468068348407073,2010-05-13,0
2010-04-19,90.5265884399414,0.003763424942007987,-0.04691074690566044,2010-05-14,0
2010-04-20,91.33503723144531,0.008890870891602454,-0.0501476777023262,2010-05-17,0
2010-04-21,91.16881561279297,-0.0018215688274381137,-0.0727341216450359,2010-05-18,0
2010-04-22,91.44084167480469,0.0029793195745364542,-0.07662277294919928,2010-05-19,0
2010-04-23,92.03771209716797,0.00650618304507411,-0.1180929519695173,2010-05-20,0
2010-04-26,91.69017028808594,-0.00378322788131058,-0.1101056886403331,2010-05-21,0
2010-04-27,89.52165985107422,-0.02393457376510799,-0.11923673402256707,2010-05-24,0
2010-04-28,90.20166015625,0.007567226668695248,-0.09428113527320647,2010-05-25,0
2010-04-29,91.31993103027344,0.012321234228926059,-0.10789504333470301,2010-05-26,0
2010-04-30,89.77099609375,-0.01710712663608227,-0.08726704455518952,2010-05-27,0
2010-05-03,90.93457794189453,0.012878384479845018,-0.08278898707478355,2010-05-28,0
2010-05-04,88.7962646484375,-0.0237957399082962,-0.1126341052075901,2010-06-01,0
