t0,proba,kelly_raw,kelly_pos_voltgt,ret_next,pnl_net
2022-10-18,0.0,-0.5,-0.11220522671283292,0.0007654404344690224,-0.00014198903084118244
2022-10-20,0.0,-0.5,-0.11220522671283292,0.027059052180836707,-0.003036167084585159
2022-10-21,0.0,-0.5,-0.11220522671283292,0.014802396505310345,-0.001660906255771593
2022-10-24,0.0,-0.5,-0.11220522671283292,0.019337705596066845,-0.0021697916405126983
2022-10-25,0.0,-0.5,-0.11220522671283292,-0.019626998910526883,0.0022022518624481937
2022-10-26,0.0,-0.5,-0.11220522671283292,-0.03046535912603321,0.0034183725276244296
2022-10-27,0.0,-0.5,-0.11220522671283292,0.07555236523354436,-0.008477370269720601
2022-10-28,0.0,-0.5,-0.11220522671283292,-0.015410186581082508,0.0017291034790174185
2022-10-31,0.0,-0.5,-0.11220522671283292,-0.017542792099117688,0.0019683929646575945
2022-11-01,0.0,-0.5,-0.11220522671283292,-0.03730494250260041,0.004185809531013476
2022-11-02,0.0,-0.5,-0.11220522671283292,-0.04240512592628687,0.004758076768345248
2022-11-03,0.0,-0.5,-0.11220522671283292,-0.001947278397196106,0.000218494814030391
2022-11-07,0.0,-0.5,-0.11220522671283292,0.004174812359003965,-0.00046843576722557675
2022-11-08,0.0,-0.5,-0.11220522671283292,-0.03318987448765287,0.0037240773914575596
2022-11-09,0.0,-0.5,-0.11220522671283292,0.08897456355142386,-0.009983411074962876
2022-11-10,0.0,-0.5,-0.11220522671283292,0.019268680016347517,-0.0021620466096913065
2022-11-11,0.0,-0.5,-0.11220522671283292,-0.009485544173738703,0.0010643276345089425
2022-11-14,0.0,-0.5,-0.11210360013580929,0.01186930304656375,-0.0013306424159112375
2022-11-15,0.0,-0.5,-0.11180692465926939,-0.008331140050526598,0.0009313308102167792
2022-11-16,0.0,-0.5,-0.11162774954906154,0.012971464483716888,-0.0014480649762279997
2022-11-17,0.0,-0.5,-0.1131981446766993,0.003781845539801987,-0.0004288830961232541
2022-11-18,0.0,-0.5,-0.11233599734411333,-0.0216802525586951,0.002435041720186986
2022-11-21,0.0,-0.5,-0.11275338051473646,0.014661239288516592,-0.001653312983901027
2022-11-22,0.0,-0.5,-0.11376238268573062,0.005926233660895841,-0.0006746869627013881
2022-11-23,0.0,-0.5,-0.11670880189489113,0.0,-1.473209604580257e-06
