feature,mean_importance,std_importance
vol10,0.028279999999999972,0.02063601598069637
mom5,0.027293333333333315,0.013153257306757808
r5,0.022626666666666625,0.017508504600145997
r10,0.01890666666666664,0.015681473853634484
r1,0.010053333333333303,0.013704980441025402
rsi14,0.007426666666666637,0.016953221916005616
z20,-0.0024000000000000297,0.01642848474787345
mom10,-0.028840000000000032,0.014873517106290314
vol20,-0.05705333333333336,0.03426624902469223
