t0,equity
2023-03-08,0.9773756481855426
2023-03-09,0.9807632967737631
2023-03-10,0.9774363740817059
2023-03-13,0.973997014181072
2023-03-14,0.973342315270609
2023-03-16,0.9746624680580405
2023-03-17,0.9709815944832142
2023-03-20,0.9678688592584002
2023-03-21,0.9701760191367154
2023-03-22,0.9684066378282873
2023-03-23,0.9661608805468542
2023-03-24,0.969350082481496
2023-03-27,0.9703864060657802
2023-03-28,0.9651526371838954
2023-03-29,0.9625588815849068
2023-03-30,0.9579217685513977
2023-03-31,0.9555729821676635
2023-04-03,0.9566091989202661
2023-04-04,0.9600851438033698
2023-04-05,0.958242279593203
2023-04-06,0.9582286753477506
2023-04-10,0.9607317380888705
2023-04-11,0.9621624834634543
2023-04-12,0.9523424235051725
2023-04-13,0.9529471963390483
2023-04-18,0.9508173617733527
2023-04-19,0.9525727559850615
2023-04-20,0.9554629855998132
2023-04-21,0.9548790603713226
2023-04-25,0.9548913040798417
2023-04-27,0.9526631328975191
2023-04-28,0.9528184718771193
2023-05-02,0.9547449624922525
2023-05-03,0.9576557534350457
2023-05-04,0.9470635713518014
2023-05-05,0.9471524693437507
2023-05-09,0.9447547950322056
2023-05-10,0.9444592368393542
2023-05-12,0.9451970413165475
2023-05-17,0.948421283467437
2023-05-18,0.9485824989983729
2023-05-22,0.9447498607036983
2023-05-23,0.9451607016486777
2023-05-25,0.9489924084044054
2023-05-26,0.94899236189332
2023-05-30,0.9489126022392628
2023-06-01,0.9509406250416772
2023-06-02,0.9476895111112471
2023-06-05,0.9467537487498795
2023-06-07,0.9531481784480296
2023-06-08,0.9540644276592317
2023-06-12,0.952997227499378
2023-06-14,0.9575881229504252
2023-06-15,0.9552248813766249
2023-06-16,0.9552207243516628
2023-06-21,0.962222248452457
2023-06-22,0.9614609350338653
2023-06-26,0.9676419387040944
2023-06-27,0.9702634657820224
2023-06-28,0.9710435033847368
2023-06-30,0.9680082773334401
2023-07-03,0.9680072056325649
2023-07-05,0.9690249277285085
2023-07-07,0.9646422741936812
2023-07-10,0.9635143152978559
2023-07-12,0.9651575999953241
2023-07-13,0.9654795261350547
2023-07-17,0.9649504202891733
2023-07-19,0.9609588248626119
2023-07-20,0.9585693417679942
2023-07-21,0.9602354323398821
2023-07-24,0.9621179519193063
2023-07-25,0.9640373509078896
2023-07-26,0.9613042599405073
2023-07-27,0.9544988676452125
2023-07-28,0.9555373953420673
2023-07-31,0.9570997304365255
2023-08-01,0.9498840623534742
2023-08-02,0.9467680989124685
2023-08-03,0.9340751252873876
2023-08-04,0.9296931290878413
2023-08-07,0.9281101838284791
2023-08-08,0.9303777496972724
2023-08-09,0.9306926563244916
2023-08-14,0.9274727046024344
2023-08-15,0.926137153622955
2023-08-16,0.9222686447200991
2023-08-17,0.9230062883564057
2023-08-21,0.9250353906571529
2023-08-22,0.930253490208581
2023-08-23,0.9243227706298852
2023-08-24,0.9271755547104388
2023-08-25,0.929151396556459
2023-08-28,0.9337266457044076
2023-08-29,0.9376751949020606
2023-08-30,0.9379182946957737
2023-09-01,0.9378768755429701
2023-09-06,0.9314741205180986
2023-09-07,0.932227951879267
2023-09-08,0.9305739896009764
2023-09-11,0.9342091304453829
2023-09-12,0.9314860095959334
2023-09-13,0.9333634041766175
2023-09-14,0.932474160652749
2023-09-15,0.928719734479441
2023-09-18,0.9298029819670551
2023-09-19,0.9338225597280022
2023-09-20,0.9338352489268448
2023-09-21,0.93484558105798
2023-09-22,0.9365402943090694
2023-09-25,0.9310788804923764
2023-09-26,0.928874415410892
2023-09-27,0.9292500004123906
2023-09-29,0.9327911526518736
2023-10-02,0.9309223340854903
2023-10-03,0.9328983646949138
2023-10-04,0.9351028300965635
2023-10-05,0.9394755705560801
2023-10-06,0.9419825259034279
2023-10-09,0.9427312113280325
2023-10-10,0.9449667997228939
2023-10-11,0.9429873633340459
2023-10-12,0.9462656953103354
2023-10-13,0.9465026477429784
2023-10-17,0.9434378000313738
2023-10-18,0.942626016883311
2023-10-20,0.9424105132434499
2023-10-24,0.9366592245580171
2023-10-25,0.9281661106263137
2023-10-26,0.9251542636666537
2023-10-27,0.9290062660580195
2023-10-30,0.9299775399396417
2023-11-01,0.9361356661599043
2023-11-02,0.9374430698332155
2023-11-03,0.9415636099115026
2023-11-06,0.9458163114197484
2023-11-07,0.9475649465345194
2023-11-08,0.9467820715304711
2023-11-10,0.9443994123504584
2023-11-13,0.9483265665512735
2023-11-14,0.9491787472777556
2023-11-15,0.9517254501729959
2023-11-16,0.9516852058679212
2023-11-20,0.9504331711949856
2023-11-21,0.9515310639519772
2023-11-22,0.9514897427834124
2023-11-24,0.951122278710083
2023-11-28,0.9490325048286897
2023-11-29,0.9473363604838565
2023-11-30,0.9498479960152251
2023-12-01,0.9458050611982856
2023-12-04,0.9541571870809817
2023-12-05,0.9559926457056268
2023-12-06,0.9520299024637318
2023-12-07,0.954924923529934
2023-12-08,0.9493704616958119
2023-12-11,0.9528919259094472
2023-12-12,0.9597854801230585
2023-12-13,0.960103131712623
2023-12-18,0.9623317386613097
2023-12-19,0.9580524219175787
2023-12-20,0.9577469513080481
2023-12-22,0.9577454418310481
2023-12-29,0.9577362025932649
2024-01-02,0.9551839920852696
2024-01-03,0.9591563245370992
2024-01-04,0.9605582546675023
2024-01-05,0.9676439987068471
2024-01-08,0.9669277938572525
2024-01-10,0.9658318259860792
2024-01-11,0.9664258603646769
2024-01-16,0.9646684120078627
2024-01-17,0.9734895373958115
2024-01-18,0.9775976592500576
2024-01-19,0.9807645509810425
2024-01-22,0.9824969971013208
2024-01-23,0.9815895962537332
2024-01-24,0.9811482915058828
2024-01-26,0.9802227280860858
2024-01-29,0.9745400014771216
2024-01-30,0.969154296015124
2024-01-31,0.9728530103439541
2024-02-01,0.9713520117818282
2024-02-02,0.9742807358275621
2024-02-05,0.9768420223772659
2024-02-06,0.9765551010742247
2024-02-08,0.9770009110443668
2024-02-09,0.974294483449657
2024-02-12,0.9709935790140336
2024-02-13,0.9695893567445608
2024-02-14,0.9689793536867298
2024-02-16,0.9689521337636928
2024-02-20,0.9707260317845777
2024-02-21,0.9676668015174308
2024-02-22,0.9708653547736937
2024-02-23,0.9724215195038486
2024-02-26,0.9755119819346638
2024-02-27,0.9782041088695652
2024-02-28,0.9800034188768082
2024-02-29,0.9829583839414067
2024-03-01,0.9942315512979848
2024-03-04,0.9826419978044556
2024-03-05,0.9803351545467035
2024-03-06,0.9800581610905195
2024-03-08,0.9841854594553954
2024-03-11,0.9851668240486426
2024-03-13,0.988793789718355
2024-03-14,0.9880540321546971
2024-03-18,0.9923365284076747
2024-03-19,0.987542914963555
2024-03-20,0.9977894980987522
2024-03-21,0.9988808870007982
2024-03-22,0.9967781591351221
2024-03-25,0.9950661358913411
2024-03-26,0.9897296701817964
2024-03-27,0.9869900420484448
2024-03-28,0.9867536646721972
2024-04-01,0.9886598541780606
2024-04-02,0.9897085081888841
2024-04-03,0.9883605984154328
2024-04-04,0.9896124972284938
2024-04-05,0.9877179469392661
2024-04-08,0.9897525405586625
2024-04-09,0.9866046792365567
2024-04-10,0.9964365841922039
2024-04-11,0.99841175763167
2024-04-12,1.0029902385692604
2024-04-15,1.0071750072063765
2024-04-16,1.0090008613349197
2024-04-17,1.0104880783972088
2024-04-18,1.0136860504985448
2024-04-19,1.0147605617917457
2024-04-22,1.0164358834417118
2024-04-23,1.0198988109742495
2024-04-24,1.0213193969533731
2024-04-25,1.0210812504643787
2024-04-26,1.0273818750533814
2024-04-29,1.0227868515657759
2024-04-30,1.0212772936314418
2024-05-01,1.0265234528658707
2024-05-02,1.0151645080459455
2024-05-03,1.0168364108259285
2024-05-06,1.0173512889138
2024-05-07,1.0168177501755555
2024-05-09,1.015197642286035
2024-05-10,1.018951759226923
2024-05-13,1.020330858678315
2024-05-14,1.0231110269572317
2024-05-15,1.0227355778215261
2024-05-20,1.0241332237110214
2024-05-21,1.0223645845532545
2024-05-22,1.0177381736853923
2024-05-23,1.019867427331168
2024-05-24,1.0198206975654824
2024-05-30,1.0218667808297506
2024-05-31,1.0259717169446734
2024-06-03,1.0267063427290286
2024-06-05,1.0236156945794546
2024-06-06,1.0290168383267
2024-06-07,1.0212520622303871
2024-06-10,1.005818920924851
2024-06-11,1.0112723694701353
2024-06-12,1.0123669263769282
2024-06-13,1.0107545899932733
2024-06-14,1.0131367371511772
2024-06-17,1.015079530654747
2024-06-18,1.0148870665435827
2024-06-20,1.0164967246921623
2024-06-21,1.0161098382353344
2024-06-24,1.0152117264567617
2024-06-25,1.0114185476022985
2024-06-26,1.0119826326470653
2024-06-27,1.0089954132040517
2024-06-28,1.0141508226470612
2024-07-01,1.0170299623456671
2024-07-02,1.0180633468944496
2024-07-03,1.0180626179457901
2024-07-05,1.0192714684236557
2024-07-08,1.02024923957397
2024-07-09,1.0203643137483347
2024-07-10,1.026236104246545
2024-07-11,1.029391971837916
2024-07-12,1.0338319071848532
2024-07-15,1.0343193057956637
2024-07-17,1.039185630754505
2024-07-18,1.039049209712327
2024-07-23,1.045843209482204
2024-07-24,1.046990983071419
2024-07-25,1.0472194667219799
2024-07-29,1.0478985087188941
2024-07-31,1.0520289912014116
2024-08-01,1.0536720263091033
2024-08-02,1.047298488490682
2024-08-05,1.0465928312226527
2024-08-06,1.0494045124006945
2024-08-07,1.0453346149688163
2024-08-08,1.0469015496706575
2024-08-09,1.0485296739982586
2024-08-12,1.0507114431531817
2024-08-13,1.051144390794441
2024-08-15,1.0515680426259442
2024-08-16,1.0513155331453363
2024-08-22,1.0540366995347188
2024-08-23,1.0544357623655192
2024-08-27,1.0526131455193977
2024-08-28,1.0566243417685306
2024-08-29,1.0564925209058451
2024-08-30,1.0564049801175175
2024-09-03,1.0565817579400578
2024-09-04,1.0573429209236576
2024-09-05,1.0544173181366803
2024-09-06,1.054262006161896
2024-09-10,1.058895767791362
2024-09-11,1.0582478098793624
2024-09-16,1.057406201153521
2024-09-18,1.0674156776191945
2024-09-19,1.0679650819098483
2024-09-23,1.067738169029619
2024-09-24,1.068854118812064
2024-09-25,1.0673737930014675
2024-09-26,1.0671786531196936
2024-09-30,1.0749125121830014
2024-10-01,1.0742213328746522
2024-10-03,1.0728428012068323
2024-10-04,1.066757978192407
2024-10-07,1.0619183934068699
2024-10-08,1.0657617919409204
2024-10-09,1.0660509012492354
2024-10-11,1.0701296782140077
2024-10-14,1.0730220143209312
2024-10-15,1.0706730892731928
2024-10-16,1.0711478272180455
2024-10-18,1.0731037771214909
2024-10-21,1.0722895690746779
2024-10-23,1.0720409529143669
2024-10-25,1.074674647714229
2024-10-28,1.075066115179529
2024-10-30,1.0691490612978403
2024-10-31,1.0649639698926296
2024-11-01,1.0635742602758858
2024-11-04,1.0648797257446334
2024-11-05,1.0635233924512864
2024-11-06,1.0709396582282156
2024-11-07,1.070518732253232
2024-11-11,1.0705058746728993
2024-11-13,1.072531187807929
2024-11-14,1.077428607293599
2024-11-15,1.08182926766983
2024-11-18,1.0822346977029909
2024-11-20,1.0814025028072358
2024-11-22,1.086331984826797
2024-11-25,1.0898351743181862
2024-11-26,1.0896691954927271
2024-11-29,1.0868115244444303
2024-12-02,1.0923205525267636
2024-12-03,1.0930155202493674
2024-12-09,1.0902474438206
2024-12-10,1.0869397094303754
2024-12-11,1.090176103000801
2024-12-12,1.0905497884345279
2024-12-16,1.0958496178957664
2024-12-17,1.085345679421536
2024-12-18,1.0887815133361953
2024-12-19,1.0974074613521307
2024-12-20,1.097784310368725
2024-12-23,1.10302065604556
2024-12-24,1.1030202131473328
2024-12-26,1.0989652583649698
2024-12-27,1.093492581367748
2024-12-30,1.0906009468658342
2024-12-31,1.0904769164553705
2025-01-02,1.0909208497985765
2025-01-06,1.0865192056647335
2025-01-07,1.0872368272672999
2025-01-10,1.0837526457959268
2025-01-13,1.082392749349105
2025-01-14,1.088944854068534
2025-01-15,1.0776273520057562
2025-01-16,1.076579675872297
2025-01-17,1.0763769347263774
2025-01-21,1.0778429786449468
2025-01-22,1.0776304255054272
2025-01-24,1.085306127593432
2025-01-27,1.084323279234466
2025-01-28,1.0851905602150977
2025-01-29,1.0835370207115784
2025-01-30,1.0847864094051762
2025-01-31,1.0775216933220835
2025-02-03,1.0817291813561591
2025-02-04,1.0814436019659857
2025-02-06,1.0766223218760853
2025-02-07,1.076860723306036
2025-02-11,1.080436515746056
2025-02-12,1.0846817407531784
2025-02-13,1.087426614981481
2025-02-14,1.0872100722097857
2025-02-20,1.08684874713842
2025-02-24,1.0867054168226125
2025-02-26,1.089809684847618
2025-02-27,1.0848551202677035
2025-02-28,1.0893781924533652
2025-03-03,1.0920195717395595
2025-03-04,1.0922007206870799
2025-03-07,1.08030693516293
2025-03-10,1.0868549920858912
2025-03-11,1.091034927840462
2025-03-12,1.0883101992961042
2025-03-13,1.0924410440032086
2025-03-14,1.0929943650525646
2025-03-18,1.0957188757655145
2025-03-19,1.0944998734725746
2025-03-20,1.0987546169925029
2025-03-21,1.096086894569822
2025-03-24,1.09318627073591
2025-03-25,1.09080160152534
2025-03-26,1.0883159862093068
2025-03-27,1.094065658390083
2025-03-28,1.0899644641823747
2025-03-31,1.0892398574022941
2025-04-01,1.0897194645628479
2025-04-02,1.076154844752314
2025-04-03,1.0855234214037932
2025-04-04,1.090454571167586
2025-04-07,1.096962040136478
2025-04-08,1.109961071817317
2025-04-09,1.1135182710319587
2025-04-10,1.1168776398494558
2025-04-11,1.114926790025952
2025-04-14,1.1150852975115837
2025-04-16,1.1161629850925028
2025-04-17,1.116079414206556
2025-04-21,1.1188172363443747
2025-04-22,1.1195859840121638
2025-04-23,1.1180132372202252
2025-04-24,1.1176522319405156
2025-04-25,1.1173113527313092
2025-04-28,1.1168893279575336
2025-04-29,1.1173123334969837
2025-04-30,1.1176604779108577
2025-05-01,1.1140526956261831
2025-05-02,1.111009213108369
2025-05-05,1.111103370655254
2025-05-07,1.1098311759220922
2025-05-08,1.110749590125538
2025-05-09,1.1218707547038165
2025-05-12,1.1236764642025914
2025-05-13,1.1240393912470088
2025-05-15,1.124068497398894
2025-05-19,1.1220016432055937
2025-05-20,1.119351588870817
2025-05-21,1.1199561948709311
2025-05-22,1.113614439154027
2025-05-23,1.1136141704149642
2025-05-27,1.1132456984819465
2025-05-30,1.1122756154908733
2025-06-02,1.1105436137281237
2025-06-03,1.1110398286622105
2025-06-05,1.1074417878970875
2025-06-06,1.1113969827832861
2025-06-09,1.1093525001630562
2025-06-10,1.115526522728716
2025-06-11,1.1156324198759573
2025-06-13,1.1187159473213062
2025-06-16,1.1208451372309738
2025-06-17,1.122188893220773
2025-06-18,1.1221887781987248
2025-06-20,1.1209517079530986
2025-06-24,1.1184235719854323
2025-06-25,1.1184610080803021
2025-06-30,1.1188526500927463
2025-07-01,1.111194458839613
2025-07-02,1.112654106342947
2025-07-03,1.112303730641839
2025-07-07,1.1120515261275334
2025-07-09,1.1143125040188606
2025-07-10,1.1119631819146407
2025-07-11,1.107373269989256
2025-07-14,1.1083125247261478
2025-07-16,1.108042292049665
2025-07-18,1.1048644270705728
2025-07-21,1.1084999752872942
2025-07-22,1.1085743281836324
2025-07-29,1.1024071495457373
2025-07-30,1.1057655035061231
2025-07-31,1.11736654423841
2025-08-01,1.1149597102967592
2025-08-04,1.1134066460368552
2025-08-06,1.1216380262020518
2025-08-07,1.111559977167946
2025-08-08,1.1093951061677367
2025-08-11,1.1066534741170588
2025-08-12,1.102995675011152
2025-08-13,1.1035306130036133
2025-08-15,1.1042073363060048
2025-08-18,1.1036622135227292
2025-08-20,1.102599914032904
2025-08-21,1.1053192838366375
2025-08-22,1.104755350169046
2025-08-26,1.1058906625500455
2025-08-27,1.1036559638226375
2025-08-28,1.10298837814476
2025-09-02,1.106533123529336
2025-09-03,1.1048103080341845
2025-09-04,1.1049065754414564
2025-09-08,1.109895698677003
2025-09-09,1.1026047298275654
2025-09-10,1.099199705818619
2025-09-11,1.094555682739544
2025-09-12,1.097378933043272
2025-09-15,1.0987867776963312
2025-09-16,1.09978999408723
2025-09-17,1.098876932586512
2025-09-18,1.1074311672055248
2025-09-19,1.1028428496277145
2025-09-22,1.104066659490554
2025-09-23,1.1059665497773896
2025-09-24,1.1074532878281544
2025-09-25,1.108538677576194
2025-09-26,1.1074011797498111
2025-09-29,1.10757974749147
2025-10-01,1.10923423482773
2025-10-02,1.1101137320223928
2025-10-03,1.1110381429917744
2025-10-06,1.111235401775436
2025-10-08,1.1158852216123452
2025-10-09,1.1198190581829208
2025-10-10,1.117200822922375
2025-10-13,1.117072509932553
2025-10-15,1.118926443579867
2025-10-16,1.12407016400087
2025-10-17,1.1239255816783464
2025-10-20,1.1243662198817537
2025-10-22,1.1256412163800595
2025-10-23,1.1292478048835601
2025-10-24,1.1226440580421204
2025-10-27,1.1224492002390005
2025-10-29,1.122163414774298
2025-10-30,1.1213995199361266
2025-10-31,1.1225142528796488
2025-11-03,1.122376958457881
