Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,w_SPY,w_QQQ,w_IWM,w_EFA,w_EEM,w_TLT,w_LQD,w_GLD,ret_port_base,equity_base,dd_base,leverage,ret_port_dyn,equity_dyn,dd_dyn
2011-01-31,98.73070526123047,49.18241882324219,63.714298248291016,38.4879264831543,33.517398834228516,60.259521484375,63.921234130859375,129.8699951171875,0.007488307588183751,0.004833004925012929,0.006951466126620787,0.00861733283721966,0.010533080371341708,-0.007644223363795888,-0.0027619039067214857,-0.0031520585138853363,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,0.002527099383674642,1.0025270993836746,0.0,1.0,0.002527099383674642,1.0025270993836746,0.0
2011-02-01,100.31126403808594,50.10459518432617,65.18556213378906,39.400901794433594,34.329551696777344,59.9611701965332,63.83662033081055,130.8000030517578,0.015881997202301434,0.018576505485061734,0.022829005058624396,0.02344410995404589,0.02394187654911839,-0.0049634034901924196,-0.0013245966406838505,0.007135549830275423,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,0.012077575203319658,1.014635195819847,0.0,1.0,0.012077575203319658,1.014635195819847,0.0
2011-02-02,100.11945343017578,50.025543212890625,64.94036865234375,39.368534088134766,34.07346725463867,59.974449157714844,63.71236801147461,130.4499969482422,-0.001913984731368501,-0.0015789848915668259,-0.0037685612721691797,-0.0008218341989620903,-0.007487553692167914,0.00022143482157144234,-0.0019483080227447047,-0.002679474165923068,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,-0.002561500587201058,1.0120362071699596,-0.00256150058720106,1.0,-0.002561500587201058,1.0120362071699596,-0.00256150058720106
2011-02-03,100.3419418334961,50.11334991455078,65.16925811767578,39.37501525878906,34.02956008911133,59.477264404296875,63.558631896972656,132.1999969482422,0.002219764003779545,0.0017536987162865003,0.0035184130050502915,0.00016461464393424663,-0.0012894337689046687,-0.008324495475462435,-0.002415887191678401,0.013325916144527383,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,0.00322449601194768,1.0152995138839258,0.0,1.0,0.00322449601194768,1.0152995138839258,0.0
2011-02-04,100.62584686279297,50.39442443847656,65.28366088867188,39.362060546875,34.022254943847656,58.87397766113281,63.363380432128906,131.66000366210938,0.0028253803258824206,0.005593104781562719,0.0017539323948501107,-0.0003290625641958478,-0.00021469362097636946,-0.01019494105740737,-0.0030767179827160263,-0.004093034478557023,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,-0.0004907387933032242,1.014801267025641,-0.0004907387933033025,1.0,-0.0004907387933032242,1.014801267025641,-0.0004907387933033025
2011-02-07,101.2550048828125,50.631553649902344,65.92938995361328,39.48507308959961,34.06614685058594,59.17890930175781,63.434410095214844,131.67999267578125,0.0062329839752690575,0.004694429123949462,0.009842531268459354,0.0031202819140530025,0.0012892625369747002,0.005166028999949113,0.0011203613283843339,0.000151811452785644,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,0.0030820413499805734,1.0179289264926268,0.0,1.0,0.0030820413499805734,1.0179289264926268,0.0
2011-02-08,101.71533203125,50.965274810791016,66.39530944824219,39.74409103393555,34.08079147338867,58.63533401489258,63.20367431640625,133.13999938964844,0.004535913421502613,0.006569542892176816,0.007042093005877881,0.006538472795647454,0.000429795479836681,-0.009227732211726014,-0.003644022810469494,0.011026520280860375,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,0.004386031094261143,1.0223935944159714,0.0,1.0,0.004386031094261143,1.0223935944159714,0.0
2011-02-09,101.48516082763672,50.87745666503906,66.1010513305664,39.627532958984375,33.297908782958984,59.145782470703125,63.61179733276367,133.07000732421875,-0.0022654600765719124,-0.0017245838999997432,-0.004441761264034838,-0.002937023406461403,-0.023239329971953993,0.008667801204529368,0.00643650841726906,-0.0005258409922781482,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,-0.0017245263024548865,1.0206304497709398,-0.0017245263024547874,1.0,-0.0017245263024548865,1.0206304497709398,-0.0017245263024547874
2011-02-10,101.52352905273438,50.95649719238281,66.36260223388672,39.368534088134766,32.98329162597656,58.462982177734375,63.298301696777344,132.85000610351562,0.0003779958934480021,0.0015523416350275987,0.003949026562158231,-0.006557283382977452,-0.009493476822163505,-0.01161151495244539,-0.004940446442540214,-0.0016546424472636545,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,-0.002381485638159683,1.0181998330129418,-0.004101905005992612,1.0,-0.002381485638159683,1.0181998330129418,-0.004101905005992612
2011-02-11,102.12966918945312,51.32537841796875,67.08187866210938,39.38795471191406,33.38569641113281,59.304901123046875,63.64733123779297,132.32000732421875,0.005952687527670086,0.0072130633650981935,0.010780264409861573,0.0004931815643089976,0.012126438211513602,0.014298181558806355,0.005498896061863157,-0.003997431521033157,0.14376360839016852,0.13223555529858588,0.08575600265929358,0.08847673787458968,0.08345072108475016,0.00977660093021219,0.22472970475167311,0.23181106901072696,0.004238574799797993,1.022515549166309,0.0,1.0,0.004238574799797993,1.022515549166309,0.0
