,final_wealth,ann_ret,ann_vol,sharpe,max_drawdown
path_55,1.0907434602128585,0.0907434602128585,0.12536499811548799,0.7238340970520685,-0.1097332567567898
path_56,0.9704959137566741,-0.0295040862433259,0.10685268580630028,-0.2761192759984539,-0.11364607084551115
path_57,1.07946924134575,0.07946924134575006,0.1065411606773437,0.7459017795612343,-0.12045673568369719
path_58,0.8594505948438871,-0.14054940515611292,0.11674799092359907,-1.2038700113314131,-0.15007312174456966
path_59,1.1067113394846193,0.1067113394846193,0.11557146068899798,0.9233364262114744,-0.14843055598913324
path_60,1.2995292228329238,0.2995292228329238,0.11518769430825909,2.600357830163176,-0.058055391998668604
path_61,1.0735712111902773,0.07357121119027732,0.11359156294335317,0.6476820045778088,-0.10359706822791037
path_62,0.8495246237090202,-0.15047537629097985,0.12618915800950217,-1.1924588345351261,-0.19565328733366294
path_63,1.1693016094331212,0.16930160943312123,0.11457240687265244,1.4776822278098813,-0.07612190157867238
path_64,1.1056474644210545,0.10564746442105455,0.11534096871823919,0.9159578387028773,-0.10642569214655162
path_65,1.1399485266891214,0.1399485266891214,0.12101864050566565,1.1564212430775862,-0.0788586584120049
path_66,1.0572201894034756,0.05722018940347562,0.10754071115823098,0.5320793287230934,-0.11079705034762932
path_67,0.9471225736181995,-0.052877426381800485,0.12079112189633155,-0.43775921236315946,-0.09583949812116577
path_68,1.0124687971400708,0.012468797140070764,0.11931573782387862,0.10450253560411196,-0.11177249323567873
path_69,1.105621845066386,0.10562184506638594,0.12487588771502557,0.8458145683610392,-0.13919353552321
path_70,1.215532833126567,0.2155328331265669,0.10935558365630543,1.970935785080411,-0.046473056064480045
path_71,1.1249726421039892,0.12497264210398917,0.11136391951850237,1.1222004635282776,-0.06067096022023788
path_72,1.2690424418435566,0.26904244184355663,0.130543468894803,2.0609414176082717,-0.0625998163358118
path_73,0.8675609238445338,-0.13243907615546624,0.10768398195721188,-1.229886504457931,-0.17299510737045543
path_74,1.044486360551196,0.044486360551196036,0.1015525500374639,0.43806246652382935,-0.09759877769407488
path_75,0.9699333568166093,-0.030066643183390696,0.10889693938100584,-0.276101820255887,-0.15391540518130986
path_76,1.094856520876235,0.09485652087623508,0.12020365492904729,0.7891317525430165,-0.0736379314260357
path_77,1.1251454347738714,0.1251454347738714,0.10855214813849208,1.1528600485566571,-0.05045654685815315
path_78,1.0528802226712577,0.05288022267125769,0.10985793054646716,0.4813509812920669,-0.10795943863011859
path_79,0.9702711425761293,-0.029728857423870658,0.12407082701915893,-0.2396119872665953,-0.12860180120697662
path_80,0.8884866893582951,-0.11151331064170489,0.11619403567277599,-0.9597163055403902,-0.1587474049533335
path_81,1.1215824410434962,0.12158244104349625,0.1088450486499623,1.1170231678107514,-0.08037084838072095
path_82,1.3205054919512937,0.32050549195129374,0.11425717129565091,2.805123637464789,-0.073038288466035
path_83,1.1008510952795436,0.10085109527954361,0.10479076297104255,0.962404437377867,-0.06806440878408404
path_84,1.1625774232336772,0.1625774232336772,0.10813999100852327,1.5033977876035085,-0.07076923458891138
path_85,1.109306845521641,0.10930684552164105,0.12687668738032556,0.8615203295305374,-0.13116391963227148
path_86,0.9294413814498392,-0.07055861855016077,0.12163703218548864,-0.5800751406246365,-0.1122832183803838
path_87,1.2876014969213743,0.28760149692137427,0.11720747452170183,2.4537811952267834,-0.07023878404558193
path_88,0.9549332039280031,-0.04506679607199693,0.10821401398161991,-0.416459887345566,-0.09392446213948535
path_89,1.0648220773782504,0.06482207737825041,0.11700719508556086,0.554000780301157,-0.11587550808591196
path_90,1.0991276634826261,0.09912766348262614,0.11128668983254623,0.8907414141959308,-0.0968424870214436
path_91,1.205196144320173,0.20519614432017308,0.1032927486675282,1.9865493654413702,-0.11545425664679032
path_92,0.8871154234831008,-0.1128845765168992,0.1130485794508502,-0.9985492702805496,-0.16842023070072165
path_93,1.172508804270582,0.17250880427058202,0.10832189858141769,1.5925570593735459,-0.06309634512941353
path_94,1.0367170166316306,0.03671701663163063,0.10992358652037701,0.33402309544207087,-0.08432423722956284
path_95,1.0955528145772548,0.09555281457725484,0.12620172999463072,0.7571434605636559,-0.0928415696294338
path_96,1.0459985011767177,0.045998501176717665,0.1111394094090401,0.41388110141402407,-0.09268973796737046
path_97,1.3295638936417522,0.3295638936417522,0.11123889256303056,2.9626678767501535,-0.04599826045809263
path_98,0.9425548013103576,-0.057445198689642374,0.12007446374142518,-0.4784131188238988,-0.13122292215664189
path_99,0.9304252352068848,-0.0695747647931152,0.09832821895998277,-0.7075767824232682,-0.1332054319278645
path_100,0.8867576903451384,-0.1132423096548616,0.12567159530422917,-0.9010970966089956,-0.147092712034124
path_101,1.1514114820841488,0.15141148208414879,0.1112713657986551,1.3607407529995363,-0.09354919903058967
path_102,0.9461147675849536,-0.05388523241504639,0.10689598546140318,-0.5040903283921984,-0.17923407083379495
path_103,1.2286093515626095,0.22860935156260953,0.1115010154846263,2.050289412782344,-0.04985309659158854
path_104,1.235820818076836,0.23582081807683597,0.10209903205644578,2.3097262856171024,-0.05565078844080218
path_105,1.0081708831667704,0.008170883166770393,0.12887944739820548,0.06339942738522453,-0.14361009213899567
path_106,1.0344281447659371,0.03442814476593714,0.12069922590629803,0.2852391513485315,-0.09791048819660997
path_107,1.0164924992704492,0.016492499270449157,0.11236987458050916,0.1467697577488426,-0.11777642958018508
path_108,1.1921666973805134,0.1921666973805134,0.09433128657008115,2.0371469993441442,-0.048963506812760405
path_109,0.9098299279416245,-0.09017007205837546,0.12009595475809885,-0.7508168967056296,-0.21148743534729708
path_110,0.9782042951929882,-0.021795704807011762,0.1129693682939243,-0.1929346435779262,-0.097985028954372
path_111,1.2589517507196846,0.25895175071968457,0.1101355926447977,2.3512085829949565,-0.051460779472850104
path_112,0.9053534102169315,-0.0946465897830685,0.1112114475349924,-0.8510507855163758,-0.18919183309725962
path_113,1.1784503952976324,0.1784503952976324,0.11926962232804518,1.4961931782328735,-0.09106696459646335
path_114,1.1708294570773918,0.17082945707739183,0.1376518826640543,1.2410252135403692,-0.10200328655902424
path_115,1.020576906988425,0.02057690698842496,0.12220587744216858,0.16837902905416768,-0.1547389735896748
path_116,1.0790219627004056,0.07902196270040562,0.13599033786891326,0.5810851266255267,-0.11941287870833217
path_117,1.068702053529265,0.06870205352926506,0.12310731779950729,0.5580663664620921,-0.12964006274085482
path_118,1.1395907746729719,0.13959077467297187,0.10464748848965227,1.3339142361431335,-0.06264458981196164
path_119,0.8831020518174474,-0.11689794818255261,0.1283556307558085,-0.9107348660453107,-0.15100805946651275
path_120,0.9639336385231688,-0.03606636147683118,0.12244829417664806,-0.2945436007854925,-0.12274749102521487
path_121,1.1638989618215598,0.16389896182155983,0.11155060350515213,1.4692790237929096,-0.06779578645626949
path_122,1.0536771436121755,0.05367714361217546,0.11054752513994401,0.4855571713995826,-0.09905805802059564
path_123,1.03389430043526,0.033894300435260094,0.12093056431510087,0.28027902315037523,-0.1277549535944017
path_124,1.0921956473122094,0.09219564731220942,0.1091959020808699,0.8443141688955489,-0.08796882594360156
path_125,1.2672978987600227,0.26729789876002275,0.1148909861745954,2.326534984683833,-0.09105392656951994
path_126,1.0957649036123847,0.09576490361238466,0.11312464784467847,0.8465432196869337,-0.07558847841125149
path_127,1.3008031428687306,0.30080314286873056,0.10970728976888412,2.7418701483048236,-0.05579106687942437
path_128,1.0393053012140483,0.039305301214048294,0.12072650089662364,0.32557310053825594,-0.08994745211333932
path_129,0.9277238078453968,-0.07227619215460324,0.11932783707874443,-0.6056943117715959,-0.15387927162587534
path_130,0.9800969902826672,-0.01990300971733283,0.10846020327201093,-0.18350518546805056,-0.12323091152412213
path_131,1.0281229739001425,0.02812297390014251,0.1111515840475456,0.25301460290581895,-0.10576280708247565
path_132,1.090827786828281,0.09082778682828097,0.11578629222444818,0.7844433488915431,-0.06826415729827928
path_133,1.0539993196028645,0.053999319602864526,0.11618906786927687,0.4647538756711484,-0.11460199398307613
path_134,1.0699422964637961,0.06994229646379613,0.09817223544198637,0.7124447777816736,-0.07932141297827255
path_135,1.2126304503271785,0.21263045032717853,0.13217769793068085,1.6086711575101744,-0.08108677047328727
path_136,1.1112444041205483,0.11124440412054826,0.11642674245787794,0.9554884193448545,-0.07015597948727481
path_137,1.0179867770097888,0.01798677700978879,0.10152335454482209,0.1771688602138113,-0.13397547596318415
path_138,1.0007384568943531,0.0007384568943531455,0.13071454151158488,0.005649385950588352,-0.10414270779295454
path_139,1.209711623460704,0.20971162346070393,0.10814395237193448,1.9391895604060454,-0.13874924879713058
path_140,1.0943123674456794,0.09431236744567939,0.11871919106314673,0.7944155161528573,-0.10106499439682137
path_141,0.9881493219133607,-0.01185067808663931,0.11109415705868572,-0.10667237954178962,-0.15662452483431355
path_142,1.3774110474326178,0.3774110474326178,0.11045795842098544,3.416784565166425,-0.03966586652960202
path_143,1.065595447474948,0.06559544747494805,0.10941969334582392,0.5994848410663322,-0.1593386335055147
path_144,0.8427315962494732,-0.15726840375052675,0.11147615863962994,-1.410780615960493,-0.1872028425498906
path_145,1.037011914428265,0.037011914428265014,0.1302567689701025,0.2841458046357673,-0.0988069875341735
path_146,0.9840232158525036,-0.01597678414749637,0.10890703630544826,-0.14670111950055062,-0.12071495755284223
path_147,1.0247029645208061,0.024702964520806114,0.10597851292823707,0.2330940851900199,-0.09385086378585161
path_148,1.1409618743493544,0.14096187434935437,0.11683548327759001,1.2064988340437839,-0.06633452017125019
path_149,1.1091434581407231,0.10914345814072313,0.10344365199805285,1.0551005888962386,-0.09176785228100826
path_150,0.9980081604597113,-0.001991839540288698,0.11725629971560697,-0.016987057796636076,-0.14447373342098024
path_151,1.462775425226376,0.46277542522637605,0.10729584023765361,4.313078905960914,-0.07956401904127575
path_152,1.1921623289958343,0.1921623289958343,0.13681896944614402,1.4045006315551518,-0.11321916150716926
path_153,0.9744653959485386,-0.02553460405146135,0.13070580150995395,-0.1953593777512374,-0.10801696309976205
path_154,0.957835623239247,-0.04216437676075302,0.1078359997239002,-0.3910046447263374,-0.19785563153968022
path_155,1.0217730100497107,0.02177301004971066,0.11623051469961215,0.1873261088620415,-0.0832884908948982
path_156,0.9442857877623101,-0.05571421223768991,0.10936028703212308,-0.5094556145534312,-0.155660829905384
path_157,0.849087989953124,-0.15091201004687604,0.11371710344812064,-1.3270827823690061,-0.1646616282406873
path_158,1.0832012189040354,0.08320121890403542,0.10813184030831739,0.7694423646800328,-0.11024829199938546
path_159,0.9052550942973786,-0.0947449057026214,0.12657110062460125,-0.7485508558831803,-0.15964358873876128
path_160,1.398710182752028,0.3987101827520281,0.1135355696737923,3.5117644972196174,-0.037510575918948685
path_161,0.9923933589977334,-0.007606641002266601,0.09372523786797056,-0.08115894048710733,-0.07269187609036831
path_162,1.0546461200795243,0.054646120079524296,0.10953237415477604,0.49890382182628434,-0.1143547632216193
path_163,1.014483486878044,0.014483486878043905,0.11536135000720348,0.12554886777191424,-0.12628855164978647
path_164,0.8609883171142231,-0.13901168288577692,0.11082636066522022,-1.254319658710961,-0.18496098836161867
path_165,1.1461918319132134,0.1461918319132134,0.12339299928857114,1.1847660139237244,-0.06844592796042304
path_166,1.025015842233598,0.025015842233597985,0.10583958367852281,0.2363562040226945,-0.08070417947672326
path_167,1.1886941489761371,0.18869414897613712,0.11471415879278055,1.6449072282088029,-0.06745749422831249
path_168,1.1497552784596008,0.1497552784596008,0.11343375354179137,1.3202003264789066,-0.060229555090113074
path_169,0.9377786940480721,-0.062221305951927874,0.12061419222529292,-0.515870519082082,-0.11000490993632439
path_170,0.9579248437849422,-0.04207515621505775,0.10211682882232302,-0.41202960080425066,-0.11689090104340882
path_171,1.249089294083925,0.2490892940839251,0.10992313692351498,2.2660315294426376,-0.07044045675668065
path_172,0.8809772840906138,-0.11902271590938618,0.12141573955483398,-0.9802906636798349,-0.16676229486577787
path_173,1.111660242048029,0.11166024204802905,0.1163123081251364,0.960003664684374,-0.09876719824626601
path_174,0.9386633939127019,-0.06133660608729807,0.12845653168523274,-0.4774891964045553,-0.13609323385995287
path_175,1.0324170537521073,0.03241705375210735,0.11629831505768841,0.2787405280637751,-0.08763399202349897
path_176,1.121286409147709,0.12128640914770905,0.11199951328104692,1.0829190734370244,-0.08267013088324371
path_177,1.0018790738606136,0.0018790738606135893,0.10882415273826192,0.01726706630221177,-0.1556707411274426
path_178,0.9277739069707677,-0.07222609302923233,0.11336815592092339,-0.6370933040457278,-0.1447662290351166
path_179,0.9951137417763786,-0.004886258223621431,0.10241979890870014,-0.04770814115713289,-0.09758207743404623
path_180,1.054121983358093,0.05412198335809304,0.10651189341178315,0.5081308915320217,-0.07367604753169832
path_181,1.1317851423299745,0.13178514232997451,0.11526356016684623,1.143337427190458,-0.06908115046896768
path_182,1.0601271247725264,0.06012712477252635,0.11533032108308401,0.521347068211236,-0.09665123611417137
path_183,1.0219894204270166,0.02198942042701657,0.11716121950735314,0.18768514461934646,-0.08827963762139812
path_184,0.9953735553407925,-0.004626444659207474,0.10814278336562462,-0.04278089129226244,-0.1134018393516999
path_185,1.2015679615840738,0.20156796158407375,0.11219934506177659,1.7965163831668634,-0.0742476675123428
path_186,1.126576323528708,0.12657632352870807,0.10605901366460582,1.1934518260652967,-0.08860742738918392
path_187,1.0474930422938271,0.047493042293827115,0.11469853825130666,0.41406841811505013,-0.12891971506444444
path_188,1.1504322404725351,0.15043224047253512,0.11561981845705502,1.3010938996449866,-0.09583279645347254
path_189,1.0370131474995359,0.03701314749953588,0.11488780042023718,0.32216777903440574,-0.06880481044029174
path_190,1.0914983264003324,0.0914983264003324,0.10330224893725314,0.8857341184886443,-0.07857132938981526
path_191,0.997739993199517,-0.0022600068004829943,0.12086397082430592,-0.018698763453405452,-0.08673418658088261
path_192,1.1056420207878213,0.10564202078782126,0.13585761259027884,0.7775936789528154,-0.13805295675008233
path_193,1.1214242304835966,0.12142423048359663,0.10199603329797778,1.1904799290464567,-0.06862539106722887
path_194,1.339068659837819,0.339068659837819,0.10542278782838765,3.216274837938942,-0.04169560358412827
path_195,1.1878909643719031,0.1878909643719031,0.11518313145898727,1.6312368138628406,-0.08078762502702941
path_196,0.9101923158801111,-0.08980768411988893,0.11669636601089815,-0.7695842397654601,-0.1429010004613076
path_197,0.9723814874796791,-0.02761851252032088,0.12875567747982133,-0.21450325966906797,-0.14303374405805358
path_198,1.186615331869409,0.18661533186940904,0.11976562856246288,1.5581710220982241,-0.09445489554882947
path_199,0.9613597153317115,-0.038640284668288505,0.11439798707883286,-0.3377706693533084,-0.1111440866397303
path_200,1.108443250632913,0.10844325063291294,0.1326021398286435,0.817809205590874,-0.07316587971850863
path_201,1.032896650115076,0.03289665011507603,0.12217037861829388,0.269268627036489,-0.10895873593859129
path_202,1.3220777990067933,0.32207779900679334,0.12120118200258634,2.657381666458669,-0.07166245933849102
path_203,1.1973373686889415,0.19733736868894147,0.10543252058344602,1.871693549551024,-0.057072914755330384
path_204,1.20802305378074,0.20802305378073993,0.1183502147007358,1.7576905484012326,-0.05504423031736616
path_205,1.0871321090473902,0.08713210904739022,0.10575537650241809,0.8239024050507535,-0.0897493029448494
path_206,1.0596200519296675,0.05962005192966746,0.1251945833439445,0.4762191009963627,-0.11661754971664573
path_207,1.4497992120603511,0.4497992120603511,0.11874431118567046,3.7879643038817923,-0.04647452590443413
path_208,0.9667760109435649,-0.03322398905643509,0.11815865691054696,-0.281181167128428,-0.12722967967801824
path_209,1.1228121817616001,0.12281218176160014,0.1058388959488019,1.1603690747209687,-0.051023145752637
path_210,0.9028992435831702,-0.0971007564168298,0.11553708787408028,-0.8404293219044644,-0.17193683989218433
path_211,1.0972004852580906,0.09720048525809055,0.10856189283734873,0.8953462648603573,-0.07994789655495305
path_212,0.9468746001868745,-0.05312539981312547,0.12236999613075278,-0.43413746418983945,-0.1413900054094528
path_213,0.9853660434351335,-0.014633956564866546,0.11946205360030646,-0.1224987862156507,-0.10245585626774334
path_214,0.9810059342027364,-0.018994065797263593,0.107528283920992,-0.1766425084140631,-0.09687656514263288
path_215,1.0489267326371723,0.04892673263717229,0.1111092279480778,0.4403480569591945,-0.06457110890569351
path_216,1.1734938643140183,0.17349386431401825,0.09699343005751618,1.788717691612082,-0.07923018602934973
path_217,1.1715394536707175,0.17153945367071755,0.10700920886432669,1.60303450040647,-0.07195455751320234
path_218,1.0117639111134076,0.011763911113407577,0.12195814755391167,0.09645859132295637,-0.08932017448264751
path_219,1.1416969372258217,0.14169693722582166,0.10643965979504874,1.3312419214666917,-0.09161370838167326
path_220,1.0820989218349364,0.08209892183493639,0.12133187702501592,0.6766475871630127,-0.10961290258788192
path_221,1.1831375650586213,0.18313756505862133,0.09150843807527083,2.001318882833301,-0.047091010153569535
path_222,1.2381443407993715,0.23814434079937152,0.1279738098847536,1.860883418363739,-0.10032146485451554
path_223,1.0828632622587522,0.08286326225875218,0.10986820877020777,0.7542059999545716,-0.07917912195279808
path_224,1.230893779931577,0.2308937799315769,0.12496008251992381,1.8477402965444014,-0.04511950080510607
path_225,1.0301206533894938,0.030120653389493768,0.11495984084319923,0.262010221731058,-0.13518644556931336
path_226,1.043106967300968,0.04310696730096808,0.1127904087332283,0.3821864623518176,-0.06621152655349272
path_227,1.1181008586539374,0.11810085865393738,0.1115628185955479,1.0586041132762345,-0.049548468296865766
path_228,0.9544137237084301,-0.04558627629156986,0.11130979315593252,-0.4095441649748518,-0.10131471329537711
path_229,0.914591439190326,-0.08540856080967396,0.1255207064230845,-0.6804340354952503,-0.14961106013144831
path_230,1.2460225397907092,0.2460225397907092,0.11696728941711561,2.103344798504916,-0.04787672918769048
path_231,0.9225505872211014,-0.07744941277889861,0.1235768182377222,-0.6267309183338153,-0.19470146776871022
path_232,1.068319137156344,0.06831913715634408,0.11310321519168856,0.6040423965008958,-0.06402311621419354
path_233,1.092944256949046,0.09294425694904596,0.11987991485009968,0.7753113360588,-0.0877136683481976
path_234,1.0289386613400013,0.028938661340001337,0.12452907801122683,0.23238477151009176,-0.09348668369523372
path_235,1.1508185878369421,0.15081858783694213,0.11132179137077652,1.3547984269729785,-0.059963032819177586
path_236,1.080835785827872,0.0808357858278721,0.1322776079509201,0.6111071033115837,-0.08875241918683141
path_237,0.9582707897016646,-0.04172921029833543,0.10631629881880532,-0.3925005926838598,-0.12140630363804805
path_238,1.1723550050512996,0.17235500505129964,0.09472490135124613,1.819532167282983,-0.05909504915568664
path_239,1.0575928420276284,0.05759284202762838,0.10104860562097817,0.5699518729001821,-0.11386220838612726
path_240,1.120700059032934,0.1207000590329339,0.10341179857426802,1.1671788006496169,-0.0866756058927427
path_241,1.0043663997333425,0.004366399733342519,0.1131753135327982,0.03858084945421544,-0.17199643615947668
path_242,1.1472162253026021,0.14721622530260214,0.11682536539030643,1.2601392241381972,-0.1076626054289207
path_243,1.1582360191471,0.15823601914709995,0.12584604175832542,1.257377800177269,-0.0933392401579326
path_244,0.893634400715633,-0.10636559928436695,0.10358988166035084,-1.026795258180882,-0.14933935077540017
path_245,0.9208559101742748,-0.07914408982572518,0.10616322537439613,-0.7454943983344041,-0.18331063573419015
path_246,1.1009546709177374,0.10095467091773735,0.10593128899928263,0.9530203197888116,-0.09113798401222895
path_247,1.1291075614570083,0.1291075614570083,0.11676185186113341,1.105734102355261,-0.08663944559590175
path_248,1.0083706375534216,0.0083706375534216,0.11851782465003467,0.07062766784775906,-0.11382396134807216
path_249,1.157863995644791,0.15786399564479092,0.12283653149607275,1.2851551059127557,-0.06916837471864923
path_250,1.092823756954125,0.09282375695412504,0.11768004093888224,0.7887808010054446,-0.10410600146022786
path_251,1.1618395275297022,0.1618395275297022,0.10851499735018623,1.4914024004205946,-0.12503103849665098
path_252,1.065183318262923,0.0651833182629229,0.1153985675696815,0.5648537900920046,-0.1104653669044916
path_253,1.308847438533633,0.30884743853363306,0.12024384133719049,2.5685094146947294,-0.09113862626190317
path_254,1.0034607135024636,0.003460713502463575,0.1382231644068234,0.025037145671747744,-0.17520840726139542
path_255,1.022246729300797,0.022246729300797075,0.10561120449581951,0.2106474346827252,-0.09998801004054403
path_256,1.1015281054699868,0.1015281054699868,0.10529591321552127,0.9642169612241032,-0.135955030091075
path_257,1.0460797986445047,0.04607979864450473,0.1246914327610002,0.3695506389186117,-0.13610498157996442
path_258,1.0561497423151152,0.05614974231511516,0.11630056966536545,0.48279851488841563,-0.0706947780516548
path_259,1.0584572261799636,0.05845722617996363,0.12055542113128372,0.4848991910227269,-0.099821773405811
path_260,1.0567562977068756,0.056756297706875625,0.1342609907908136,0.4227311102992322,-0.10603114584288187
path_261,1.0003671223922395,0.00036712239223946064,0.11877628133914975,0.0030908729259774676,-0.11617685409946255
path_262,1.020024154596371,0.02002415459637108,0.11173793203175389,0.17920641837796478,-0.126038633397356
path_263,0.9420986879800279,-0.05790131201997206,0.11585177244987917,-0.4997878823564987,-0.1839062474792056
path_264,0.9653371483063241,-0.03466285169367589,0.11787214081589985,-0.29407162246942237,-0.09024678566520028
path_265,1.1779783171040241,0.17797831710402412,0.11047052262209546,1.6110932842498047,-0.07046276747659441
path_266,1.11442412968533,0.11442412968532989,0.12051494707726129,0.9494600666585646,-0.06331644932779079
path_267,1.2470872562360196,0.24708725623601957,0.10982393989416521,2.249848771352875,-0.04785283603345403
path_268,1.1433895625917245,0.14338956259172453,0.11252178954178159,1.2743270718999817,-0.09277540264555684
path_269,1.0197513854905034,0.01975138549050337,0.12045146463190161,0.16397796034164794,-0.100940662588898
path_270,0.9115610960155461,-0.08843890398445386,0.12784306274409765,-0.6917771061342707,-0.18168590561524312
path_271,1.0527551837315303,0.05275518373153032,0.10285250334242847,0.5129207556173101,-0.08901845600966696
path_272,1.1371477667348102,0.13714776673481022,0.11162194706669554,1.2286810106695476,-0.1373578289644256
path_273,1.1334340675324481,0.13343406753244813,0.10828308780151696,1.2322706180768777,-0.09264606102288941
path_274,1.0529498716522647,0.052949871652264724,0.11545752250412339,0.4586091101199032,-0.10819055106725106
path_275,0.939619609866009,-0.06038039013399099,0.11952730075930623,-0.5051598233242112,-0.1603638142922591
path_276,1.0941477324447983,0.09414773244479835,0.10754400941906067,0.8754344658839917,-0.062430513077901595
path_277,1.0924887054231032,0.09248870542310317,0.10699207763869467,0.8644444286373384,-0.09097467707305684
