t0,proba,kelly_raw,kelly_pos,ret_next,pnl_net
2022-12-27,0.0,-0.5,-0.5,-0.030685218157892047,0.015342609078946023
2022-12-28,0.0,-0.5,-0.5,0.028324372317618973,-0.014162186158809487
2022-12-29,0.0,-0.5,-0.5,0.002468841899562424,-0.001234420949781212
2023-01-03,0.0,-0.5,-0.5,0.010314197280898663,-0.005157098640449331
2023-01-04,0.0,-0.5,-0.5,-0.010604628664410365,0.0053023143322051824
2023-01-05,0.0,-0.5,-0.5,0.036794164096178195,-0.018397082048089097
2023-01-06,0.0,-0.5,-0.5,0.004088871443546749,-0.0020444357217733744
2023-01-09,0.0,-0.5,-0.5,0.0044563654975871,-0.00222818274879355
2023-01-10,0.0,-0.5,-0.5,0.02111211485479103,-0.010556057427395515
2023-01-11,0.0,-0.5,-0.5,-0.000599299735067782,0.000299649867533891
2023-01-13,0.0,-0.5,-0.5,0.0,-0.0
2023-01-17,0.0,-0.5,-0.5,-0.005370021651513901,0.0026850108257569505
2023-01-18,0.0,-0.5,-0.5,0.0004435852999311596,-0.0002217926499655798
2023-01-20,0.0,-0.5,-0.5,0.023500321500174115,-0.011750160750087058
2023-01-23,0.0,-0.5,-0.5,0.010062970601729893,-0.005031485300864946
2023-01-24,0.0,-0.5,-0.5,-0.004700713564367298,0.002350356782183649
2023-01-25,0.0,-0.5,-0.5,0.014803367146455582,-0.007401683573227791
2023-01-26,0.0,-0.5,-0.5,0.013684201700977505,-0.006842100850488753
2023-01-27,0.0,-0.5,-0.5,-0.02007801146578736,0.01003900573289368
2023-01-30,0.0,-0.5,-0.5,0.009020793142448635,-0.004510396571224318
2023-01-31,0.0,-0.5,-0.5,0.007900860941072452,-0.003950430470536226
2023-02-01,0.0,-0.5,-0.5,0.03706266406465053,-0.018531332032325265
2023-02-02,0.0,-0.5,-0.5,0.02439979311931939,-0.012199896559659695
2023-02-03,0.0,-0.5,-0.5,-0.017928793215242322,0.008964396607621161
2023-02-06,0.0,-0.5,-0.5,0.019244529186104753,-0.009622264593052376
2023-02-07,0.0,-0.5,-0.5,-0.017652456076980738,0.008826228038490369
2023-02-08,0.0,-0.5,-0.5,-0.0069115505683164935,0.0034557752841582468
2023-02-09,0.0,-0.5,-0.5,0.0024561247322028024,-0.0012280623661014012
2023-02-13,0.0,-0.5,-0.5,-0.004224681810700126,0.002112340905350063
2023-02-14,0.0,-0.5,-0.5,0.013903236363288052,-0.006951618181644026
2023-02-15,0.0,-0.5,-0.5,-0.010429539509963948,0.005214769754981974
2023-02-16,0.0,-0.5,-0.5,-0.007546480609202599,0.0037732403046012997
2023-02-17,0.0,-0.5,-0.5,0.0,-0.0
2023-02-21,0.0,-0.5,-0.5,0.002895908579610529,-0.0014479542898052644
2023-02-23,0.0,-0.5,-0.5,-0.018005090978436278,0.009002545489218139
2023-02-24,0.0,-0.5,-0.5,0.008247441354377383,-0.004123720677188691
2023-02-27,0.0,-0.5,-0.5,-0.003447823841259523,0.0017239119206297615
2023-02-28,0.0,-0.5,-0.5,-0.014245996376006542,0.007122998188003271
2023-03-01,0.0,-0.5,-0.5,0.004129214262679204,-0.002064607131339602
2023-03-02,0.0,-0.5,-0.5,0.03509000429065834,-0.01754500214532917
2023-03-03,0.0,-0.5,-0.5,0.018539452166175696,-0.009269726083087848
2023-03-06,0.0,-0.5,-0.5,-0.014496533880787976,0.007248266940393988
2023-03-07,0.0,-0.5,-0.5,0.008377252982991301,-0.004188626491495651
2023-03-08,0.0,-0.5,-0.5,-0.014914730734886805,0.007457365367443403
2023-03-09,0.0,-0.5,-0.5,-0.013878681704273532,0.006939340852136766
2023-03-10,0.0,-0.5,-0.5,0.013266220002821738,-0.006633110001410869
2023-03-13,0.0,-0.5,-0.5,0.01408874154410067,-0.007044370772050335
2023-03-14,0.0,-0.5,-0.5,0.002621576084535171,-0.0013107880422675855
2023-03-16,0.0,-0.5,-0.5,-0.005453984883693308,0.002726992441846654
2023-03-17,0.0,-0.5,-0.5,0.01548378929447014,-0.00774189464723507
2023-03-20,0.0,-0.5,-0.5,0.011944119425488564,-0.005972059712744282
2023-03-21,0.0,-0.5,-0.5,-0.009103298826669937,0.004551649413334968
2023-03-22,0.0,-0.5,-0.5,0.006969466210056341,-0.0034847331050281705
2023-03-23,0.0,-0.5,-0.5,0.008305377511503398,-0.004152688755751699
2023-03-24,0.0,-0.5,-0.5,-0.012293310551267367,0.006146655275633683
2023-03-27,0.0,-0.5,-0.5,-0.003980224895640538,0.001990112447820269
2023-03-28,0.0,-0.5,-0.5,0.019790719392654754,-0.009895359696327377
2023-03-29,0.0,-0.5,-0.5,0.009889906913209234,-0.004944953456604617
2023-03-30,0.0,-0.5,-0.5,0.01564424043542778,-0.00782212021771389
2023-03-31,0.0,-0.5,-0.5,0.007701587155838574,-0.003850793577919287
2023-04-03,0.0,-0.5,-0.5,-0.0032494463305329235,0.0016247231652664618
2023-04-04,0.0,-0.5,-0.5,-0.011290457238565033,0.005645228619282516
2023-04-05,0.0,-0.5,-0.5,0.005496043052793276,-0.002748021526396638
2023-04-06,0.0,-0.5,-0.5,0.0,-0.0
2023-04-10,0.0,-0.5,-0.5,-0.007591033182640428,0.003795516591320214
2023-04-11,0.0,-0.5,-0.5,-0.004353205985451636,0.002176602992725818
2023-04-12,0.0,-0.5,-0.5,0.03410348540019892,-0.01705174270009946
2023-04-13,0.0,-0.5,-0.5,-0.0021139307119361073,0.0010569653559680536
2023-04-18,0.0,-0.5,-0.5,0.006968037999413701,-0.0034840189997068505
2023-04-19,0.0,-0.5,-0.5,-0.005846136234661681,0.0029230681173308404
2023-04-20,0.0,-0.5,-0.5,-0.009780893630904397,0.0048904468154521985
2023-04-21,0.0,-0.5,-0.5,0.0018784467175307906,-0.0009392233587653953
2023-04-25,0.0,-0.5,-0.5,-6.103930789913559e-05,3.051965394956779e-05
2023-04-27,0.0,-0.5,-0.5,0.007540885607271841,-0.0037704428036359205
2023-04-28,0.0,-0.5,-0.5,-0.000530310659699551,0.0002651553298497755
2023-05-02,0.0,-0.5,-0.5,-0.006467367474611629,0.0032336837373058147
2023-05-03,0.0,-0.5,-0.5,-0.009912983206722181,0.004956491603361091
2023-05-04,0.0,-0.5,-0.5,0.046926547126724616,-0.023463273563362308
2023-05-05,0.0,-0.5,-0.5,-0.0004034176201992423,0.00020170881009962116
2023-05-09,0.0,-0.5,-0.5,0.010420943888989509,-0.0052104719444947545
2023-05-10,0.0,-0.5,-0.5,0.0010945958336634476,-0.0005472979168317238
2023-05-12,0.9606657286960797,0.5,0.5,-0.0028973399654637078,-0.0019486699827318539
2023-05-17,0.6678827632424236,0.33576552648484714,0.33576552648484714,0.013666091282392268,0.0045064850976648425
2023-05-18,0.9412044769666251,0.5,0.5,0.0006284442136330615,0.0002321048700589543
2023-05-22,0.9725876891974508,0.5,0.5,-0.015154840587381146,-0.007577420293690573
2023-05-23,0.9998812085936366,0.5,0.5,0.0016319399040334304,0.0008159699520167152
2023-05-25,0.9998729611456345,0.5,0.5,0.014104843718727667,0.007052421859363833
2023-05-26,0.9998254939107246,0.5,0.5,0.0,0.0
2023-05-30,0.9992680741369678,0.5,0.5,-0.00028203928413017554,-0.00014101964206508777
2023-06-01,0.9974550743047905,0.5,0.5,0.004775562853470028,0.002387781426735014
2023-06-02,0.9988707695892574,0.5,0.5,-0.007571193855868019,-0.0037855969279340096
2023-06-05,0.9981064400308853,0.5,0.5,-0.002060214558213702,-0.001030107279106851
2023-06-07,0.9993164459616787,0.5,0.5,0.015465063845069515,0.007732531922534758
2023-06-08,0.9991903401079669,0.5,0.5,0.002159913952063164,0.001079956976031582
2023-06-12,0.9927354674965535,0.5,0.5,-0.0026117490004358146,-0.0013058745002179073
2023-06-14,0.9993958826408006,0.5,0.5,0.011198751651420702,0.005599375825710351
2023-06-15,0.9992619919203269,0.5,0.5,-0.0058599883574962375,-0.0029299941787481187
2023-06-16,0.9961739758878129,0.5,0.5,0.0,0.0
2023-06-21,0.9798516969905254,0.5,0.5,0.016525173570558493,0.008262586785279247
2023-06-22,0.9993543781764574,0.5,0.5,-0.0017112225340120135,-0.0008556112670060068
2023-06-26,0.9878896487708244,0.5,0.5,0.015059131249321345,0.007529565624660672
2023-06-27,0.999758529298456,0.5,0.5,0.006327668301077782,0.003163834150538891
2023-06-28,0.9994865834052169,0.5,0.5,0.0017965373365234072,0.0008982686682617036
2023-06-30,0.9897577457303987,0.5,0.5,-0.00778468400985477,-0.003892342004927385
2023-07-03,0.9984445701820737,0.5,0.5,0.0,0.0
2023-07-05,0.9989721499368478,0.5,0.5,0.0025089049918354256,0.0012544524959177128
2023-07-07,0.9972745921830767,0.5,0.5,-0.010855926482357892,-0.005427963241178946
2023-07-10,0.9995939012177739,0.5,0.5,-0.00281004945870289,-0.001405024729351445
2023-07-12,0.9998553577716777,0.5,0.5,0.004057556057869505,0.0020287780289347523
2023-07-13,0.9998655743801894,0.5,0.5,0.0007873239149214228,0.0003936619574607114
2023-07-17,0.9997228522434234,0.5,0.5,-0.0013402496184093948,-0.0006701248092046974
2023-07-19,0.9996406214459065,0.5,0.5,-0.010097528061737693,-0.005048764030868846
2023-07-20,0.9991886516983006,0.5,0.5,-0.006161635746642635,-0.0030808178733213176
2023-07-21,0.967011109703966,0.5,0.5,0.004220120535369132,0.002110060267684566
2023-07-24,0.99966790587976,0.5,0.5,0.004513528538546474,0.002256764269273237
2023-07-25,0.9995375544061819,0.5,0.5,0.004545124567586933,0.0022725622837934667
2023-07-26,0.9550273329209165,0.5,0.5,-0.006581185217809038,-0.003290592608904519
2023-07-27,0.030805104534376616,-0.5,-0.5,0.013508050107301495,-0.007254025053650748
2023-07-28,0.997792746026972,0.5,0.5,0.003166017033335411,0.0010830085166677055
2023-07-31,0.02976684328128302,-0.5,-0.5,-0.004275996051670061,0.0016379980258350306
2023-08-01,0.9622169342264492,0.5,0.5,-0.015489948436775869,-0.008244974218387935
2023-08-02,0.9964653035546989,0.5,0.5,-0.007321630496490594,-0.003660815248245297
2023-08-03,0.6479507436141975,0.29590148722839493,0.29590148722839493,-0.04802013839903274,-0.014311279625572947
2023-08-04,0.8582715186597983,0.5,0.5,-0.017253684058993746,-0.008728891285882676
2023-08-07,0.0030974976656737542,-0.5,-0.5,0.005311701426685023,-0.0031558507133425113
2023-08-08,0.003283314693712944,-0.5,-0.5,-0.008954258427928519,0.004477129213964259
2023-08-09,0.0037867526364429548,-0.5,-0.5,-0.0012347399006544801,0.0006173699503272401
2023-08-14,0.99949348344999,0.5,0.5,-0.011200471193894446,-0.006100235596947223
2023-08-15,0.9979400084140535,0.5,0.5,-0.0049590337668599105,-0.0024795168834299552
2023-08-16,0.9988856727670992,0.5,0.5,-0.014555065353502705,-0.007277532676751353
2023-08-17,0.9997242702528796,0.5,0.5,0.0028160784878381584,0.0014080392439190792
2023-08-21,0.99785778870224,0.5,0.5,0.007904964472261744,0.003952482236130872
2023-08-22,0.9992128143961713,0.5,0.5,0.02194886388186834,0.01097443194093417
2023-08-23,0.6250918436799512,0.2501836873599024,0.2501836873599024,-0.026170542392972784,-0.006672350952402623
2023-08-24,0.8500394850606384,0.5,0.5,0.012643185641098231,0.006196684664229067
2023-08-25,0.9701543476495306,0.5,0.5,0.008846134303233777,0.0044230671516168885
2023-08-28,0.9919650821042014,0.5,0.5,0.021810379783940848,0.010905189891970424
2023-08-29,0.9983458580873057,0.5,0.5,0.01917218749490046,0.00958609374745023
2023-08-30,0.872521882905603,0.5,0.5,0.0011723899297633178,0.0005861949648816589
2023-09-01,0.993869955906948,0.5,0.5,0.0,0.0
2023-09-06,0.9973644556763532,0.5,0.5,-0.02924922209022829,-0.014624611045114144
2023-09-07,0.795015742438541,0.5,0.5,0.0034915872065037767,0.0017457936032518884
2023-09-08,0.10137745315039857,-0.5,-0.5,0.006622399728120287,-0.0038111998640601437
2023-09-11,0.017635178145836945,-0.5,-0.5,-0.01706049800541487,0.008530249002707435
2023-09-12,0.809620975573271,0.5,0.5,-0.011854738054084102,-0.006427369027042051
2023-09-13,0.9765758832773122,0.5,0.5,0.008782551151651719,0.004391275575825859
2023-09-14,0.9626894607497957,0.5,0.5,-0.004153931672041256,-0.002076965836020628
2023-09-15,0.10019308411559048,-0.5,-0.5,0.016913328359541513,-0.008956664179770757
2023-09-18,0.6836601747108249,0.3673203494216497,0.3673203494216497,0.0061807880950697225,0.0018366690680713582
2023-09-19,0.2738221964509045,-0.452355607098191,-0.452355607098191,-0.019992174980986044,0.008633734472477287
2023-09-20,0.7698425790476287,0.5,0.5,-0.008889354040624298,-0.0049208548238612445
2023-09-21,0.9996830622946641,0.5,0.5,0.004944406105185095,0.0024722030525925476
2023-09-22,0.9996838568893351,0.5,0.5,0.0073804273883029126,0.0036902136941514563
2023-09-25,0.9998698890060234,0.5,0.5,-0.02339851969513229,-0.011699259847566146
2023-09-26,0.99839475799024,0.5,0.5,-0.008897466151314037,-0.004448733075657019
2023-09-27,0.9891053896671941,0.5,0.5,0.0015257267950932185,0.0007628633975466093
2023-09-29,0.9998923091395208,0.5,0.5,0.014835782594754043,0.007417891297377022
2023-10-02,0.9998015376523952,0.5,0.5,-0.00776983495663075,-0.003884917478315375
2023-10-03,0.9999496318736422,0.5,0.5,0.007308370663771768,0.003654185331885884
2023-10-04,0.9998775192592293,0.5,0.5,0.007198117293989892,0.003599058646994946
2023-10-05,0.9994299203691484,0.5,0.5,0.014750461009717108,0.007375230504858554
2023-10-06,0.9796748899918444,0.5,0.5,0.008451139996715096,0.004225569998357548
2023-10-09,0.07904466918775786,-0.5,-0.5,-0.0033522127910061705,0.0011761063955030853
2023-10-10,0.9756657112221979,0.5,0.5,0.007904166376954125,0.0034520831884770624
2023-10-11,0.5263119765426956,0.05262395308539114,0.05262395308539114,0.0050611547992316375,4.2649949255363487e-05
2023-10-12,0.0053694050752132565,-0.5,-0.5,-0.01029277033390219,0.0048700731904084
2023-10-13,0.057748312754880085,-0.5,-0.5,-0.0007269487965456678,0.0003634743982728339
2023-10-17,0.8934058244653336,0.5,0.5,-0.007394829021052929,-0.004197414510526465
2023-10-18,0.8606624062950872,0.5,0.5,-0.0021608702155586634,-0.0010804351077793317
2023-10-20,0.1423471949996613,-0.5,-0.5,0.000694030685479019,-0.0008470153427395095
2023-10-24,0.45839355808983784,-0.08321288382032432,-0.08321288382032432,-0.013491722730781475,0.0009142915980427098
2023-10-25,0.7610590964235107,0.5,0.5,-0.02460546869441982,-0.012594340789120072
2023-10-26,0.1321194247769419,-0.5,-0.5,0.007969283585253395,-0.004484641792626698
2023-10-27,0.9999633464396914,0.5,0.5,0.012305165390446904,0.0056525826952234515
2023-10-30,0.9989232366062972,0.5,0.5,0.0028190701827772724,0.0014095350913886362
2023-11-01,0.9930722851683282,0.5,0.5,0.020693214401296123,0.010346607200648061
2023-11-02,0.041968842727005046,-0.5,-0.5,-0.005181117854226369,0.0020905589271131846
2023-11-03,0.994670002739219,0.5,0.5,0.014605345585268381,0.00680267279263419
2023-11-06,0.9986084871120925,0.5,0.5,0.01445063622740661,0.007225318113703305
2023-11-07,0.9564471577553288,0.5,0.5,0.005884997966979055,0.0029424989834895277
2023-11-08,0.9966719658697758,0.5,0.5,-0.002624600050313286,-0.001312300025156643
2023-11-10,0.9777698650697753,0.5,0.5,-0.008583666539947021,-0.004291833269973511
2023-11-13,0.999732800866564,0.5,0.5,0.01428566908294493,0.007142834541472465
2023-11-14,0.9999613976860295,0.5,0.5,0.0030408983214760266,0.0015204491607380133
2023-11-15,0.9999715659658623,0.5,0.5,0.009042164986178935,0.004521082493089468
2023-11-16,0.9999594488980577,0.5,0.5,-0.00010552820149933861,-5.276410074966931e-05
2023-11-20,0.9999560994001359,0.5,0.5,-0.004230829110849932,-0.002115414555424966
2023-11-21,0.9999568387079962,0.5,0.5,0.003514437728304287,0.0017572188641521436
2023-11-22,0.9993471634099067,0.5,0.5,0.0,0.0
2023-11-24,0.4426593394164757,-0.11468132116704866,-0.11468132116704866,-0.000947643947674548,-0.00019866360066824964
2023-11-28,0.08058677704912962,-0.5,-0.5,-0.005409714161067947,0.0025121977411174975
2023-11-29,0.05514492848159102,-0.5,-0.5,0.003062968817508338,-0.001531484408754169
2023-11-30,0.9865357269252301,0.5,0.5,0.006791204348976176,0.002895602174488088
2023-12-01,0.9999221434792663,0.5,0.5,-0.009464602427154523,-0.004732301213577261
2023-12-04,0.9681105652635413,0.5,0.5,0.02106316023681387,0.010531580118406936
2023-12-05,0.0543996995838803,-0.5,-0.5,-0.005686995735886935,0.0023434978679434675
2023-12-06,0.2368384372708609,-0.5,-0.5,0.01013932470058787,-0.005069662350293935
2023-12-07,0.9991637453136777,0.5,0.5,0.00741231955248689,0.003206159776243445
2023-12-08,0.9994844354091617,0.5,0.5,-0.01292736208690859,-0.006463681043454295
2023-12-11,0.9989523115664823,0.5,0.5,0.007920211929991483,0.0039601059649957415
2023-12-12,0.997089969747975,0.5,0.5,0.016691420249771882,0.008345710124885941
2023-12-13,0.998866370399825,0.5,0.5,0.0007578166113340057,0.00037890830566700284
2023-12-18,0.9974398816815172,0.5,0.5,0.005360064370418582,0.002680032185209291
2023-12-19,0.8587750271933969,0.5,0.5,-0.010713840621863646,-0.005356920310931823
2023-12-20,0.9989446100580167,0.5,0.5,-0.0007700700392522242,-0.0003850350196261121
2023-12-22,0.9923158005645089,0.5,0.5,0.0,0.0
2023-12-29,0.9923507076688493,0.5,0.5,0.0,0.0
2024-01-02,0.9999219067693407,0.5,0.5,-0.007487422252965725,-0.0037437111264828626
2024-01-03,0.007854100243203252,-0.5,-0.5,-0.012700234690595669,0.005850117345297834
2024-01-04,0.0005441662255935321,-0.5,-0.5,-0.004013003688427497,0.0020065018442137483
2024-01-05,0.9999526480136254,0.5,0.5,0.02417478184585886,0.01158739092292943
2024-01-08,0.5732790099321114,0.1465580198642229,0.1465580198642229,-0.0022634156761977,-0.0005084427097010645
2024-01-10,0.9820180009290577,0.5,0.5,-0.003222639752959333,-0.0017880408665475551
2024-01-11,0.9968659902724242,0.5,0.5,0.0017781698680385816,0.0008890849340192908
2024-01-16,0.9984966765061908,0.5,0.5,-0.005173403630483131,-0.0025867018152415655
2024-01-17,0.9986199272090609,0.5,0.5,0.032570569426700224,0.016285284713350112
2024-01-18,0.9999298619552756,0.5,0.5,0.01553302129370282,0.00776651064685141
2024-01-19,0.8351604194813163,0.5,0.5,0.012163297634769199,0.0060816488173845995
2024-01-22,0.9988840754257774,0.5,0.5,0.006653202749153486,0.003326601374576743
2024-01-23,0.9999237611773616,0.5,0.5,-0.0034838576819420375,-0.0017419288409710187
2024-01-24,0.9761364121348286,0.5,0.5,-0.0016965540190346795,-0.0008482770095173398
2024-01-26,0.9992419498169777,0.5,0.5,-0.003585968969744613,-0.0017929844848723064
2024-01-29,0.9830232007883064,0.5,0.5,-0.01924584395053852,-0.00962292197526926
2024-01-30,0.9952711768259946,0.5,0.5,-0.01935771977763212,-0.00967885988881606
2024-01-31,0.8571697886764731,0.5,0.5,0.013340642344593645,0.0066703211722968225
2024-02-01,0.9969881182843248,0.5,0.5,-0.005404979409543431,-0.0027024897047717156
2024-02-02,0.9998906911532784,0.5,0.5,0.009846482082179753,0.004923241041089876
2024-02-05,0.9876084930572561,0.5,0.5,0.008631713843316957,0.0043158569216584786
2024-02-06,0.5499405512839854,0.09988110256797089,0.09988110256797089,0.0005812964789251307,-0.00014199891548209324
2024-02-08,0.9379555329026625,0.5,0.5,0.0040940084954168565,0.0018469447989924138
2024-02-09,0.9947444517082565,0.5,0.5,-0.009002028038047172,-0.004501014019023586
2024-02-12,0.9990090772815633,0.5,0.5,-0.011274213696412683,-0.005637106848206341
2024-02-13,0.9998376916867007,0.5,0.5,-0.004809839340635391,-0.0024049196703176956
2024-02-14,0.9993728720695796,0.5,0.5,-0.001574892256622551,-0.0007874461283112755
2024-02-16,0.9333039787072586,0.5,0.5,0.0,0.0
2024-02-20,0.6229443676681149,0.2458887353362298,0.2458887353362298,0.004186178323493772,0.0009022784615239371
2024-02-21,0.5540684624800829,0.1081369249601658,0.1081369249601658,0.011243889048718536,0.0011470036811336744
2024-02-22,0.37598188975498265,-0.2480362204900347,-0.2480362204900347,-0.01003432353985334,0.002310789113274308
2024-02-23,0.29785305686508273,-0.40429388626983453,-0.40429388626983453,-0.007451114585431351,0.002934311239895988
2024-02-26,0.3663405296153927,-0.2673189407692146,-0.2673189407692146,0.008114285791847475,-0.0022375897557256647
2024-02-27,0.0046905934449995535,-0.5,-0.5,-0.006625319707944666,0.00319631932435694
2024-02-28,0.023123743875901995,-0.5,-0.5,-0.0036930833891722914,0.0018465416945861457
2024-02-29,0.01876622992128231,-0.5,-0.5,-0.006030435397010536,0.003015217698505268
2024-03-01,0.00047694562053708645,-0.5,-0.5,-0.025381324213025747,0.012690662106512873
2024-03-04,0.9994869277257906,0.5,0.5,-0.028440953575865624,-0.014720476787932812
2024-03-05,0.06538291935781035,-0.5,-0.5,-0.005878137858539523,0.0024390689292697614
2024-03-06,0.9999752022792451,0.5,0.5,-0.0007095328206183638,-0.0008547664103091819
2024-03-08,0.9789246985897603,0.5,0.5,0.011831652081736976,0.005915826040868488
2024-03-11,0.9919176828723406,0.5,0.5,0.0027785823989843195,0.0013892911994921597
2024-03-13,0.9991089845219321,0.5,0.5,0.010927317773563816,0.005463658886781908
2024-03-14,0.9960749565460679,0.5,0.5,-0.0021965214193262472,-0.0010982607096631236
2024-03-18,0.9981391469281474,0.5,0.5,0.01358488309312822,0.00679244154656411
2024-03-19,0.07689852538007427,-0.5,-0.5,0.014709223402614713,-0.007854611701307357
2024-03-20,0.012180739123965889,-0.5,-0.5,-0.040857387460283445,0.020428693730141723
2024-03-21,0.938815112273145,0.5,0.5,0.005310278303996885,0.0021551391519984424
2024-03-22,0.9014955909712622,0.5,0.5,-0.00830050413727268,-0.00415025206863634
2024-03-25,0.924676831807449,0.5,0.5,-0.006672487785141179,-0.0033362438925705895
2024-03-26,0.20195681853598474,-0.5,-0.5,0.021212616529390438,-0.01110630826469522
2024-03-27,0.9977363419020729,0.5,0.5,-0.01055922189662517,-0.005779610948312586
2024-03-28,0.020801567387007128,-0.5,-0.5,0.0,-0.0005
2024-04-01,0.03834005631979759,-0.5,-0.5,-0.006998783492263905,0.0034993917461319524
2024-04-02,0.6830415861733913,0.36608317234678256,0.36608317234678256,0.0047972889637504235,0.001323165176340573
2024-04-03,0.9076556861749884,0.5,0.5,-0.004892240709657103,-0.00251307876865516
2024-04-04,0.9762232519653978,0.5,0.5,0.00450181449014031,0.002250907245070155
2024-04-05,0.9610352838155465,0.5,0.5,-0.006663642173589501,-0.0033318210867947506
2024-04-08,0.9920989303860099,0.5,0.5,0.007242701668405127,0.0036213508342025635
2024-04-09,0.994080711472389,0.5,0.5,-0.011139368416170914,-0.005569684208085457
2024-04-10,0.9907536477866581,0.5,0.5,0.04327094999904735,0.021635474999523674
2024-04-11,0.7577957222404058,0.5,0.5,0.00862670616809269,0.004313353084046345
2024-04-12,0.034077378478918986,-0.5,-0.5,-0.0218636396635552,0.0104318198317776
2024-04-15,0.004196967504991731,-0.5,-0.5,-0.019167249799518893,0.009583624899759446
2024-04-16,0.0035546952185230383,-0.5,-0.5,-0.008147374430445997,0.004073687215222999
2024-04-17,0.11147561610483887,-0.5,-0.5,-0.00571428728248613,0.002857143641243065
2024-04-18,0.015693995434187542,-0.5,-0.5,-0.012212532043877511,0.0061062660219387555
2024-04-19,0.7896438602082188,0.5,0.5,0.005090746922927769,0.0020453734614638845
2024-04-22,0.961963175797812,0.5,0.5,0.0063917165029592216,0.0031958582514796108
2024-04-23,0.9076490539744414,0.5,0.5,0.012702243864187057,0.006351121932093529
2024-04-24,0.995546678119937,0.5,0.5,0.0051472474287630465,0.0025736237143815233
2024-04-25,0.4137773234359667,-0.17244535312806664,-0.17244535312806664,-0.0034727857169091214,0.00026264308272646615
2024-04-26,0.8230833501849328,0.5,0.5,0.024808063371766664,0.0120678090093193
2024-04-29,0.9986924350749857,0.5,0.5,-0.018270903965436736,-0.009135451982718368
2024-04-30,0.9987170077128316,0.5,0.5,-0.006047103726853242,-0.003023551863426621
