Date,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,port_ret_hist
2010-01-05,0.0026435553664532208,0.0,-0.0034445874818489486,0.0008810509383212484,0.007232042154544427,0.006436650434698876,0.004763506206124646,-0.0009112174071557178,0.002200125026392219
2010-01-06,0.0007039358706499854,-0.006049467179257029,-0.0009414216472656278,0.004217614684788096,0.0020899786916830365,-0.013475205299415371,-0.002950530052330258,0.016364952672509148,-5.017782329752585e-06
2010-01-07,0.0042123529191195885,0.0006495713167091743,0.0073510299099690535,-0.0038657950480680547,-0.005815739701126255,0.00167960832782299,0.0012381097918030548,-0.006207031449164013,-9.473674161680767e-05
2010-01-08,0.0033219679924272327,0.008196831149832828,0.005439836791800268,0.007891320614846098,0.007901053227193255,-0.00044759734247534766,0.0021882937520141255,0.004950755381378791,0.004930307695877156
2010-01-11,0.0013959262891996005,-0.004090442615523049,-0.004038075107146266,0.008176165374696343,-0.002085313526067001,-0.0055026215767650655,0.001043712473174807,0.013201473675457542,0.0010126031233783639
2010-01-12,-0.00937001524112091,-0.012589077385830372,-0.010953068406415856,-0.011850821357965113,-0.01613511328778694,0.016971895459009012,0.0018964180447103018,-0.021134489951311508,-0.007895534015838923
2010-01-13,0.008410718776533876,0.012374212823915265,0.012818567617751686,0.008380150057776259,0.003060051531362351,-0.011692777289984413,-0.004176954767180163,0.00945827937853938,0.00482903101608928
2010-01-14,0.002701093620312456,0.0008622998678253779,0.0037212488850864034,0.00762016097996554,-0.0025884534274740467,0.013904953240273521,0.0036086774735393234,0.004383402504944733,0.0042766728930591635
2010-01-15,-0.011287827309947929,-0.011708800586546886,-0.014653346006100243,-0.0158247633084887,-0.011612546998983397,0.006167061912295324,-0.00037967553277251653,-0.010498532177149578,-0.00872480375096174
2010-01-19,0.012417969785144756,0.01601087533654999,0.01820605786131857,0.00976773767697825,0.020059235499041428,-0.0028583439318961013,0.0008533589622645721,0.0059357674133195815,0.01004908232534013
2010-01-20,-0.010220407625178396,-0.01448520717637658,-0.014601071981871439,-0.025847602894568222,-0.024359712178414483,0.010078308395725877,-0.0006633098592301323,-0.023406622544498212,-0.012938203233051448
2010-01-21,-0.019416520086481093,-0.009408143042590744,-0.016565673916335122,-0.021606788763289586,-0.030629904175756728,0.004567754839101212,0.0026513748584049424,-0.01451645533950785,-0.013115544453306871
2010-01-22,-0.022543775961661794,-0.029673297969796675,-0.018139807966176758,-0.019667687721741434,-0.022466751417873354,-0.0017372487894933286,-0.0015146058394446271,-0.001864497387188635,-0.014700959131672076
2010-01-25,0.005114384008114925,0.0033914078173964413,0.0011330888334279976,0.012176828845508858,0.007294730394549642,-0.004575912209026534,-9.423617084713953e-05,0.002888473340999731,0.0034160956075154902
2010-01-26,-0.0041993197805041405,0.0009016850490652928,-0.009919415256674835,-0.005700646827281108,-0.021021369354674135,0.000327274298360436,-0.002655391435796517,0.0007439937221862536,-0.005190398698164844
2010-01-27,0.004745602830200646,0.007861188137652686,0.010566395057052702,-0.0011073271466166545,-0.002562906001857712,-0.0005456480112355777,-0.003615458816543793,-0.009622184538243594,0.0007149576888010878
2010-01-28,-0.01153835368081424,-0.02606428688002227,-0.017289516302426033,-0.01694509042531589,-0.006952624325005541,-0.0005454860085425395,-0.0014303255584264818,-0.0004694185510532023,-0.010154387716450775
2010-01-29,-0.010928136672172073,-0.01760490369790846,-0.011084813723934328,-0.014565626522749842,-0.010912007729973361,0.008704514082247705,0.006373781363183895,-0.0048955498497216254,-0.006864092843878511
2010-02-01,0.015431329635819502,0.010924257611609978,0.011742802882961811,0.018127390115804776,0.026551697004173924,-0.009119952958450028,-0.0044671348867950655,0.022305058135940747,0.011436930942633206
2010-02-02,0.012030459849262876,0.00897441267574628,0.010955730131523289,0.01651699915726601,0.00810719165046514,0.0028485502976698385,0.0031522400746757384,0.007173093057516233,0.008719834611765676
2010-02-03,-0.004995299132096065,0.005483648195732105,-0.006690366253010449,-0.010546980443684184,-0.005820661532781823,-0.011664527135590852,-0.0010500091339107342,-0.003948040904900196,-0.004904029542530275
2010-02-04,-0.03135160649768931,-0.02936312853928369,-0.03396898687015959,-0.04158937260622331,-0.04623000864086313,0.01570410103857167,-9.478754142122625e-05,-0.04064946190433538,-0.025942906445175495
2010-02-05,0.002064229919229277,0.008411151825684637,0.0038880743662601525,-0.0017464906703050787,-0.011227107405856973,0.002176531727245745,-0.003060121239894187,0.0029657764294865885,0.0004340056189812702
2010-02-08,-0.007245391224069309,-0.007238534397079555,-0.010004054306894439,-0.02001273929839975,-0.009995978771911052,0.0013041691514086295,0.0009568490352700465,-0.006132631197051985,-0.007296038876090927
2010-02-09,0.012482203310383078,0.010258684915750216,0.013708944725101535,0.031023919130869437,0.03206256739575908,-0.010039522030683479,-0.0022988214091137493,0.013082093628457692,0.012535008708315476
2010-02-10,-0.0019606750683136553,-0.0020896585626517528,0.0023506317275070465,-0.00636035963284165,-0.0026327375603383274,-0.009587724182572366,-0.0077971900560234175,-0.0027549621443085925,-0.0038540844349428394
2010-02-11,0.010411696030265816,0.014995898959922815,0.01580597172527387,0.009238176044807478,0.026022815042900937,-0.005440775299743628,0.002316403441674275,0.01894044377226134,0.011536328714670363
2010-02-12,-0.0008325203647459034,0.002058888569864692,0.007236902180697058,-0.008658063751082246,-0.012666831810503876,0.00411153596531566,0.001156485998010659,-0.0008404197035734029,-0.0010542528645021698
2010-02-16,0.01561215780850489,0.012716539827026363,0.016738682780856884,0.021978718623296256,0.02542838758290511,0.0018832089205904623,0.003940919936703757,0.02381725974040183,0.015264484402535694
2010-02-17,0.004727697111623463,0.005624070858561314,0.006746253036717942,0.0013225294035743573,0.003544455327654905,-0.011465015970840042,-0.003363243243700964,-0.0033810306977537508,0.0004694644782296531
2010-02-18,0.005878088203826515,0.006262877914163134,0.00813049064940996,0.005647492642310681,0.003783322252705279,-0.004037531677022699,-0.0006738908109475972,0.006659727627097212,0.003956322100192811
2010-02-19,0.0020712539134963848,-0.00044571469141940767,0.001269395856572153,-0.006214125782062485,-0.008596743703212173,0.005380832701494143,0.003557474070213118,-0.004648011335302016,-0.0009532048712775354
2010-02-22,0.00017997387098045436,-0.0020097949486350686,0.003008587647051808,0.0018870735278073703,0.0012689661228519888,-0.004146022918706471,0.0005756812346149331,-0.003660675124823598,-0.0003620263236073229
2010-02-23,-0.012219168207050934,-0.013048690641175753,-0.011768506810374113,-0.014241318303127137,-0.023349248867152728,0.01548416009749598,0.00239475473293016,-0.010877691236586884,-0.008453213654380176
2010-02-24,0.009155381519363459,0.01013853655085617,0.008442402540984162,0.006291130314922455,0.00955957858358314,0.0024288768167428643,0.004297668544145594,-0.00492450499761965,0.005673633734122274
2010-02-25,-0.0013540541978418474,-0.000224277235119974,0.00031751662233814315,-0.006099984485345988,-0.008262711706858106,0.005608018271423987,-0.0010482041931707542,0.008809784398268405,-0.0002817390657882668
2010-02-26,0.0006324863545357218,0.0035818260375495292,-0.004131159563644182,0.006099984485345988,0.010060981310694217,0.0051400782724657645,0.00655926418881414,0.010287614912395604,0.004778884499769598
2010-03-01,0.01033128935580585,0.014417027889115364,0.02298204223612421,0.007761937467050561,0.016798465435049703,-0.00043757540522992855,0.0012840065737522721,0.0,0.009142149193958504
