Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,ret_port,equity,drawdown,leverage,turnover
2010-02-03,,,,,,,,,-0.004995020808092221,0.005482944628135478,-0.00669059636636149,-0.010546865529376781,-0.005820929783945328,-0.011664064511523797,-0.0010500729981277601,-0.003948040904900196,0.0,1.0,0.0,0.0,0.0
2010-02-04,,,,,,,,,-0.03135254140502308,-0.029362919846291913,-0.033968904129414224,-0.04159006226113027,-0.046230158849892344,0.015702986185877954,-9.55628749359505e-05,-0.04064946190433538,0.0,1.0,0.0,0.0,0.0
2010-02-05,,,,,,,,,0.002064610938416145,0.008410945247495416,0.0038879142329779626,-0.0017464912856022252,-0.011226755716112535,0.002177445303177983,-0.0030595383075135985,0.0029657764294865885,0.0,1.0,0.0,0.0,0.0
2010-02-08,,,,,,,,,-0.007245582723267141,-0.007238841869535051,-0.01000397374906381,-0.020012626512817544,-0.009995906925235776,0.0013033233461152705,0.0009568486013558086,-0.006132631197051985,0.0,1.0,0.0,0.0,0.0
2010-02-09,,,,,,,,,0.012482678495095989,0.010258890391388498,0.013709261472224288,0.031024275207940377,0.032062356389820135,-0.010038215146130902,-0.002298885267230766,0.013082093628457692,0.0,1.0,0.0,0.0,0.0
2010-02-10,,,,,,,,,-0.0019609587538287343,-0.0020894547587539947,0.002350075873656543,-0.006360358891091433,-0.0026327379271910978,-0.009588050176537521,-0.007798168148161366,-0.0027549621443085925,0.0,1.0,0.0,0.0,0.0
2010-02-11,,,,,,,,,0.010412071094495268,0.014995494385507957,0.01580605224288467,0.009238059052759429,0.026022614713759662,-0.0054410406525420285,0.0023171878999672657,0.01894044377226134,0.0,1.0,0.0,0.0,0.0
2010-02-12,,,,,,,,,-0.0008332708057245952,0.0020590893403817923,0.0072366703374675545,-0.008658063751082246,-0.01266656079274231,0.0041116688181999095,0.0011557687632244296,-0.0008404197035734029,0.0,1.0,0.0,0.0,0.0
2010-02-16,,,,,,,,,0.01561281035652673,0.012716144175278554,0.01673899265537271,0.021978604240892707,0.025428859075130372,0.0018826119573134292,0.003941051840168797,0.02381725974040183,0.0,1.0,0.0,0.0,0.0
2010-02-17,,,,,,,,,0.004727327985672325,0.005624564868489834,0.006745950354797525,0.001322643785977906,0.003543852057833252,-0.01146368000294462,-0.0033624628168338333,-0.0033810306977537508,0.0,1.0,0.0,0.0,0.0
2010-02-18,,,,,,,,,0.0058782715742431435,0.006263072788254664,0.008130943446769123,0.005647492642310681,0.0037837893444487847,-0.004038605546504037,-0.0006742164916451188,0.006659727627097212,0.0,1.0,0.0,0.0,0.0
2010-02-19,,,,,,,,,0.002071253724347244,-0.00044649686221553964,0.0012695455911186926,-0.006214011486100457,-0.00859674140250588,0.005379896121477046,0.003557019137143236,-0.004648011335302016,0.0,1.0,0.0,0.0,0.0
2010-02-22,,,,,,,,,0.00018024748502742938,-0.0020089140725412236,0.003008063585096199,0.00188684515135229,0.001269100000223844,-0.004144480801460126,0.0005764604985971644,-0.003660675124823598,0.0,1.0,0.0,0.0,0.0
2010-02-23,,,,,,,,,-0.01221934838465355,-0.013049281121481737,-0.01176820697634895,-0.014240857072393087,-0.023349720216403913,0.015482895700594135,0.0023951423891652723,-0.010877691236586884,0.0,1.0,0.0,0.0,0.0
2010-02-24,,,,,,,,,0.009155654306488792,0.010139128173421774,0.008442701850424505,0.006290898155738134,0.009559443155210623,0.0024296055679444706,0.004296182011426453,-0.00492450499761965,0.0,1.0,0.0,0.0,0.0
2010-02-25,,,,,,,,,-0.0013544200339854484,-0.0002246703149495488,0.00031744154082824494,-0.006099752392511704,-0.008262370372993377,0.005607821937866575,-0.0010479467186312874,0.008809784398268405,0.0,1.0,0.0,0.0,0.0
2010-02-26,,,,,,,,,0.0006321200722041453,0.003580944571907274,-0.0041316852321453545,0.006099752392511704,0.010060979937138725,0.005140406726472868,0.006559523673363543,0.010287614912395604,0.0,1.0,0.0,0.0,0.0
2010-03-01,,,,,,,,,0.010331292178875628,0.0144178128160517,0.022982194492003227,0.007761594272038597,0.01679852995954878,-0.0004380984662040177,0.0012845832727750306,0.0,0.0,1.0,0.0,0.0,0.0
2010-03-02,,,,,,,,,0.0027668159571438977,0.003078413623128995,0.007596210979979201,0.007514634563070999,0.011293963865756318,-0.0013138114425030878,0.002087969485803143,0.014425256805689735,0.0,1.0,0.0,0.0,0.0
2010-03-03,,,,,,,,,0.0008907800613515704,0.0010967494246125753,0.005697985026464014,0.011907157407585967,0.0012469959790553098,-0.0025260200404213506,0.0020833638170625335,0.005479471397486613,0.0,1.0,0.0,0.0,0.0
2010-03-04,,,,,,,,,0.0030229286466738614,0.0032846784968585396,0.0026074112302989505,-0.0025927815253288244,-0.005248395374236825,0.005262003615690958,0.0004744374291050235,-0.0071922941134516805,0.0,1.0,0.0,0.0,0.0
2010-03-05,,,,,,,,,0.014192228912638605,0.01496889943422186,0.020166205843232365,0.019282800640590736,0.02572519896394887,-0.013205737695757058,-0.0012311972088685508,-0.00018051139298336238,0.0,1.0,0.0,0.0,0.0
2010-03-08,,,,,,,,,0.00017489776932766432,0.0019360124382452604,0.0017993315760969075,0.0,0.0007323076294345476,-0.005219941588930688,0.001609629215410635,-0.008428164684993078,0.0,1.0,0.0,0.0,0.0
2010-03-09,,,,,,,,,0.0016614665265608508,0.005572617915171829,0.00358919112681777,-0.002367443451543938,0.0055968698214949875,0.0002220982884484357,-0.000946763304388476,-0.001457159035853195,0.0,1.0,0.0,0.0,0.0
2010-03-10,,,,,,,,,0.004445613912272606,0.008088559605189172,0.00847431997325998,0.004184671459731337,0.007012371598670519,-0.0025637792904626977,0.000946763304388476,-0.011458028889065552,0.0,1.0,0.0,0.0,0.0
2010-03-11,,,,,,,,,0.004166460751298118,0.0038087167224252205,0.0029567497457057,0.003805386906634567,0.0002408629100680848,0.0036764536917228696,-0.0003784320065420843,0.0011977451434272979,0.0,1.0,0.0,0.0,0.0
2010-03-12,,,,,,,,,8.667548033791661e-05,0.00021106778436941198,-0.00044308814804683294,0.006669515291174655,-0.0033785228907672327,0.006209296257824626,0.00207842904754596,-0.00600326475867341,0.0,1.0,0.0,0.0,0.0
2010-03-15,,,,,,,,,0.0002600691647618447,-0.0025369648388693378,-0.0034020997993446933,-0.0070316017757865446,-0.007277935139716529,-0.0013282232712255038,-0.0001880176635244979,0.0037908941588105094,0.0,1.0,0.0,0.0,0.0
2010-03-16,,,,,,,,,0.007934196253376768,0.006330431015954208,0.00855715611313057,0.012585716223086685,0.01282212639251279,0.007937562915480534,0.00461570057104943,0.018651124814839548,0.0,1.0,0.0,0.0,0.0
2010-03-17,,,,,,,,,0.005909519942416175,0.0027310385821222027,0.005859391628653121,0.005345809418834779,0.010759361798133416,0.0042722706928994825,0.003657769175745784,-0.007364051605517119,0.0,1.0,0.0,0.0,0.0
2010-03-18,,,,,,,,,-0.0005118393930310106,0.003350253585350238,-0.003071999778429202,-0.005882171016395432,-0.0076391492542491335,-0.0032857435267308333,-0.0019679588540055803,0.006820378596121834,0.0,1.0,0.0,0.0,0.0
2010-03-19,,,,,,,,,-0.005074952366613594,-0.0060668147766151925,-0.012530782152754938,-0.010241761764133273,-0.013024664276474862,0.0009877144094314616,-0.0007502243117620822,-0.01884602118244505,0.0,1.0,0.0,0.0,0.0
2010-03-22,,,,,,,,,0.00533177086668335,0.009013553172882549,0.013994526446015065,0.0028856310698177623,0.0036353707899317023,0.0010953877870312212,0.0015944073683327176,-0.004906724488663805,0.0,1.0,0.0,0.0,0.0
2010-03-23,,,,,,,,,0.007008534750871931,0.006863137392662644,0.012646380686559766,0.006998468541673741,0.006989950587943383,-0.004718480987053297,-0.0006559562358043891,0.005276077362753817,0.0,1.0,0.0,0.0,0.0
2010-03-24,,,,,,,,,-0.004866476599948655,-0.004777997391990585,-0.011476345745754735,-0.016588445010997876,-0.015004870590170416,-0.018423861727147717,-0.0074388788573278575,-0.018824492289793326,0.0,1.0,0.0,0.0,0.0
2010-03-25,,,,,,,,,-0.0016275802004797058,-0.0014587121149731708,-0.0063182497196958565,-0.000545713475019749,-0.002685849772750437,-0.006405955552490461,-0.003597928255324234,0.004505317583276991,0.0,1.0,0.0,0.0,0.0
2010-03-26,,,,,,,,,-0.0006001345309201156,0.0010421412731855817,-0.00044244373712043483,0.009775386605580305,0.004877764404124019,0.002813942227520627,0.0030310900216168335,0.01680865686452737,0.0,1.0,0.0,0.0,0.0
2010-03-29,,,,,,,,,0.006327459075186503,0.004780165024969474,0.005441627863310927,0.008431374800329738,0.017844671910658416,-0.0038286279747232754,-0.0008528694356471078,0.0014723814641710575,0.0,1.0,0.0,0.0,0.0
2010-03-30,,,,,,,,,0.0006815019133687983,0.0033117846253958305,0.0030754162869515156,0.0,0.0038170483691417623,0.00315418637663889,0.0005684691947624998,-0.007198247903796862,0.0,1.0,0.0,0.0,0.0
2010-03-31,,,,,,,,,-0.003413112855526812,-0.004764595411455463,-0.008664476176716285,0.0,0.0028529095909717306,0.006838410164858644,0.0004727023714758971,0.009035611315004743,0.0,1.0,0.0,0.0,0.0
2010-04-01,,,,,,,,,0.006814615985760497,0.0,0.009249195633332263,0.017530335039974698,0.025780662330325832,-0.002446862492392121,0.002172498490662811,0.01195219915601875,0.0,1.0,0.0,0.0,0.0
2010-04-05,,,,,,,,,0.008116505130077556,0.009300768564843409,0.018532011913812596,0.0010526320113690701,0.008983435858404665,-0.016778885325075876,-0.009235010751929451,0.0056974809249874525,0.0,1.0,0.0,0.0,0.0
2010-04-06,,,,,,,,,0.0023548304522114094,0.002875954253523272,0.005864395949098267,-0.002809413813547046,0.0029764322244254515,0.001598942055339947,0.0023890368371946025,0.0012617106108123721,0.0,1.0,0.0,0.0,0.0
2010-04-07,,,,,,,,,-0.005728449323549434,-0.0024648799197497517,-0.003141822653105919,-0.007058582260778046,-0.008725848898587962,0.012703274283167865,0.005044432018218359,0.013063885742511161,0.0,1.0,0.0,0.0,0.0
2010-04-08,,,,,,,,,0.0034574481236129273,0.0022596003347485905,-0.0010020667493275681,-0.0010630763507522012,0.0034533840727406506,0.0004507843045988835,-0.0019011490141886966,0.0014213706092300882,0.0,1.0,0.0,0.0,0.0
2010-04-09,,,,,,,,,0.006546264504429189,0.0059323144295535535,0.005996520945501516,0.013033229918308908,0.006186571104867866,0.002363222624684802,0.0006665786350099623,0.00874987119150461,0.0,1.0,0.0,0.0,0.0
2010-04-12,,,,,,,,,0.001587876940050137,0.0008154769286443653,0.0041192994868728405,0.003144234836497173,-0.00802673737175219,0.005268051730853429,0.002847264961620688,-0.005559222339984515,0.0,1.0,0.0,0.0,0.0
2010-04-13,,,,,,,,,0.0007512420671877962,0.005081763795418581,0.0022657525348739327,-0.000872383880558214,-0.0020745022008044067,0.0032367008544706977,0.003594750707517136,-0.0028356216460236894,0.0,1.0,0.0,0.0,0.0
2010-04-14,,,,,,,,,0.011286083352414877,0.011891934802519266,0.021133167213752024,0.013181153691856018,0.014658917968320306,-0.007045358972486149,-0.0008507535951238765,0.003012551773767136,0.0,1.0,0.0,0.0,0.0
2010-04-15,,,,,,,,,0.0008242608822053299,0.00439797816521903,0.0030424455444135745,-0.0006896609895683525,-0.0054717846747842636,0.0011217786163655319,0.0017008473326969309,0.005470304321851138,0.0,1.0,0.0,0.0,0.0
2010-04-16,,,,,,,,,-0.016040373119774465,-0.012040560699023928,-0.013483024823860212,-0.022316101395312593,-0.02970047066528725,0.007259921832263316,0.002355986740130156,-0.021433553562709484,0.0,1.0,0.0,0.0,0.0
2010-04-19,,,,,,,,,0.0037634252597786855,-0.0006063503353503918,-0.00491000849200951,-0.0026479668499055364,-0.0040116680076924816,-0.002451557468854837,-0.002545235049766781,-0.0008093560236552833,0.0,1.0,0.0,0.0,0.0
2010-04-20,,,,,,,,,0.00889112223345112,0.005038258596147482,0.013548614721944574,0.0061680362706213465,0.011753565262431653,0.003564044312384773,0.002168099015046998,0.002785119789124657,0.0,1.0,0.0,0.0,0.0
2010-04-21,,,,,,,,,-0.0018214011543715714,0.005612064415219553,0.006912869118207432,-0.0065219284841822045,-0.003277355261963155,0.00819137966889727,0.003478087549483533,0.007597109309406491,0.0,1.0,0.0,0.0,0.0
2010-04-22,,,,,,,,,0.0029788179669418824,0.005580918920598421,0.010552518967206659,-0.009059377988740902,0.00421174653563039,-0.002980107256521869,-0.002254713646056672,-0.004193637495524705,0.0,1.0,0.0,0.0,0.0
2010-04-23,,,,,,,,,0.0065063499156989835,0.004165647175855103,0.010578013952855514,0.007466597399141239,0.005355395905309646,-0.003545420509570185,-0.00018769643016636195,0.011998598472109379,0.0,1.0,0.0,0.0,0.0
2010-04-26,,,,,,,,,-0.0037833110897373956,-0.0021798992772419368,-0.0037842353579540244,0.0010623496726918091,0.0,0.0011092041113727191,0.00046942739082656004,-0.003894865830639027,0.0,1.0,0.0,0.0,0.0
2010-04-27,,,,,,,,,-0.02393440533267821,-0.021454567632777977,-0.02315008206086855,-0.04099154165587349,-0.036419151191776855,0.013980073233573975,0.000658555854129439,0.01653654778371827,0.0,1.0,0.0,0.0,0.0
2010-04-28,,,,,,,,,0.007567479770759888,0.0006076951209710302,0.0016619437149261174,0.00018412900591835424,0.008394248415584116,-0.00856374957885464,0.0016904425005614954,-0.002795491486585533,0.0,1.0,0.0,0.0,0.0
2010-04-29,,,,,,,,,0.012320979448630531,0.01726957768073012,0.020946727440970037,0.015362635925808554,0.016345651497989167,0.004181365571453988,0.0025286540895361753,-0.0002624679990343992,0.0,1.0,0.0,0.0,0.0
2010-04-30,,,,,,,,,-0.01710780509312837,-0.019906217016261163,-0.02970129689208445,-0.012601758910488758,-0.012055674662507343,0.011461757679541051,0.004108401155108687,0.009406112146595369,0.0,1.0,0.0,0.0,0.0
2010-05-03,,,,,,,,,0.012878979391119039,0.013915999547788438,0.0222218530989009,0.0071421248862537645,0.005455153682691449,-0.0013070160046382284,0.0003005095024590787,0.0032022420391024653,0.0,1.0,0.0,0.0,0.0
2010-05-04,,,,,,,,,-0.023795825828519135,-0.03050262458184072,-0.031898647094543264,-0.04040394808672687,-0.04697121234827506,0.017834693886879194,0.0012153698285048975,-0.007458842798920173,0.0,1.0,0.0,0.0,0.0
2010-05-05,,,,,,,,,-0.005974229941045017,-0.005175302350181266,-0.014764851779112576,-0.01937695703177189,-0.01826196876802033,0.0058751604870757035,-0.004307546619753744,0.0019133210932080758,0.0,1.0,0.0,0.0,0.0
2010-05-06,,,,,,,,,-0.03377718828462051,-0.033987491620149246,-0.038191199925528885,-0.04557979456699579,-0.041758325975853605,0.03041991741499306,-0.016654382065537376,0.02911415163899367,0.0,1.0,0.0,0.0,0.0
2010-05-07,,,,,,,,,-0.014986950623824491,-0.025224432090135807,-0.029249732692416597,-0.0022326607065328297,0.005251110699587613,-0.012579491722734204,0.003238649213717082,-0.0018584329204847094,0.0,1.0,0.0,0.0,0.0
2010-05-10,,,,,,,,,0.04309881144815808,0.05066552706792837,0.05463050281981685,0.06280985638139347,0.0695331263887371,-0.020933723357466683,0.006257643261019297,-0.0059362195954255625,0.0,1.0,0.0,0.0,0.0
2010-05-11,,,,,,,,,-0.002845050450408948,-0.0010470700927882604,0.006641944247422593,-0.01635465918847201,-0.0182403620551721,-0.0025679403829252934,0.0010393438332290117,0.025942805079309572,0.0,1.0,0.0,0.0,0.0
2010-05-12,,,,,,,,,0.01388917528652378,0.018684422808011192,0.03019154868596008,0.0111887813178706,0.012361137094101249,-0.00763361049854705,-0.00037769202232951216,0.006114187831151696,0.0,1.0,0.0,0.0,0.0
2010-05-13,,,,,,,,,-0.012508946484690142,-0.015964098005467164,-0.009681263932332485,-0.013130099343414248,-0.00938008443227245,0.006562395988589209,0.0029237348280828357,-0.006943357126726113,0.0,1.0,0.0,0.0,0.0
2010-05-14,,,,,,,,,-0.018270688747982433,-0.019413662484249805,-0.01950358867869184,-0.02878786358518015,-0.020800568937812347,0.01722217059424569,-0.0002819373342468623,-0.0015771788582190638,0.0,1.0,0.0,0.0,0.0
2010-05-17,,,,,,,,,0.0005267599814535728,0.003191129971186424,0.0018668552962495255,0.001399583316960662,-0.006095622317922267,-0.0036967195387385132,0.001693323312787598,-0.008426213640485791,0.0,1.0,0.0,0.0,0.0
2010-05-18,,,,,,,,,-0.013695928721213058,-0.01390279001639394,-0.01941487654217955,-0.021810671744394217,-0.02111334315920832,0.015223398527521859,0.0031935646499459125,0.0010885264147750817,0.0,1.0,0.0,0.0,0.0
2010-05-19,,,,,,,,,-0.0057106723883322275,-0.008001068793575872,-0.011921622329113646,0.003871858054650179,-0.009674352424714261,0.003328980659216718,0.0005611100896967258,-0.024226160830335353,0.0,1.0,0.0,0.0,0.0
2010-05-20,,,,,,,,,-0.03849031735505637,-0.03783161501625987,-0.051963718465707576,-0.03539625469492336,-0.05093393788469491,0.020860743346561073,-0.002250723720800707,-0.006796610129533143,0.0,1.0,0.0,0.0,0.0
2010-05-21,,,,,,,,,0.014493538917036197,0.010987895680217186,0.014707435682435932,0.024147806931567928,0.03183480804150829,0.0010164305518669536,-0.0016920333310777025,-0.005366542125113227,0.0,1.0,0.0,0.0,0.0
2010-05-24,,,,,,,,,-0.012914459551981672,-0.004022754290856856,-0.013460605649248336,-0.023305240528984417,-0.01049942188692432,-0.0034608127144588607,0.0026307535492477996,0.013962091277818445,0.0,1.0,0.0,0.0,0.0
2010-05-25,,,,,,,,,0.0010210250799200793,0.000895334046584928,-0.00015550247217444024,-0.003796864301366387,-0.010884236855655427,0.00488123992350431,-0.00479602610706209,0.00444069285880655,0.0,1.0,0.0,0.0,0.0
2010-05-26,,,,,,,,,-0.006046776178776803,-0.01124837075781615,0.002489539129943097,-0.014903388990776811,-0.0005476165456794746,-0.0028443226732131066,0.0006600315572624638,0.009413635235164364,0.0,1.0,0.0,0.0,0.0
2010-05-27,,,,,,,,,0.032949056787733966,0.03708596464074976,0.04199581320478307,0.05528592414640432,0.05873901309110385,-0.022948449748525945,-0.005195937364231185,0.0018552983674489099,0.0,1.0,0.0,0.0,0.0
2010-05-28,,,,,,,,,-0.01262861217623712,-0.005903226230129288,-0.012897564760634861,-0.019470034453071605,-0.016658431816375607,0.0045689263886536935,-0.00132636904667649,0.0015994852276124405,0.0,1.0,0.0,0.0,0.0
2010-06-01,,,,,,,,,-0.016966919878282916,-0.009253683099605947,-0.030809489271949264,-0.009983257823271696,-0.018543864432968515,0.007004226586188267,-0.0008284958407713816,0.008626934066195524,0.0,1.0,0.0,0.0,0.0
2010-06-02,,,,,,,,,0.02570620743561225,0.023406984836288114,0.028088943932830013,0.026404014344899362,0.03442797090273553,-0.009543808463831738,0.00351991488073633,-0.0010847752867189087,0.0,1.0,0.0,0.0,0.0
2010-06-03,,,,,,,,,0.0034383248754252804,0.009468626973289762,0.012782892733225637,-0.0030581102260258675,-0.0036236855099578413,-0.007324275008697256,-0.0032343764372324557,-0.015311140459368211,0.0,1.0,0.0,0.0,0.0
2010-06-04,,,,,,,,,-0.03576909088670277,-0.0348694425604541,-0.051513445362396215,-0.04361687194588537,-0.03616597709935432,0.026527928120556155,0.006079242769958526,0.010373302792193506,0.0,1.0,0.0,0.0,0.0
2010-06-07,,,,,,,,,-0.012528549115187637,-0.0183531475815486,-0.026141091683409723,-0.012665083489330708,-0.015714192701923757,0.007639887919525634,0.0041579479295315025,0.019113058305127772,0.0,1.0,0.0,0.0,0.0
2010-06-08,,,,,,,,,0.010654409388139108,-0.0018088870270389634,-0.0004849072155836964,0.015859441738049984,0.02267910584208277,-0.004985453444075638,0.0,-0.004041391686318008,0.0,1.0,0.0,0.0,0.0
2010-06-09,,,,,,,,,-0.005360477776115147,-0.008407955525262967,0.00064626229400222,-0.003621092032219053,-0.005353221619349036,-0.0011223233389356935,0.000377760867437793,-0.003643011529050888,0.0,1.0,0.0,0.0,0.0
2010-06-10,,,,,,,,,0.028812634282351368,0.028126441026587123,0.0339715960929281,0.041385224015089594,0.03429526634740565,-0.01802925614475992,-0.004156815104682465,-0.013276163318659329,0.0,1.0,0.0,0.0,0.0
2010-06-11,,,,,,,,,0.004843577271673283,0.009495719883620968,0.013487516143342315,0.0014321430990502648,0.0051731416500016,0.012602880378163483,0.0036840583613999556,0.008703719694755918,0.0,1.0,0.0,0.0,0.0
2010-06-14,,,,,,,,,-0.001551063480231818,-0.00021975148149966373,0.0062937229180177745,0.0063183974794758235,0.00025802417788733933,-0.005146053066747314,-0.0018869784715809246,-0.0034222616854409083,0.0,1.0,0.0,0.0,0.0
2010-06-15,,,,,,,,,0.022482953245930304,0.026465748459880256,0.024785895309610062,0.031202294257104857,0.029731178894073285,-0.004135774414720572,-0.001229165750726402,0.011555051138783412,0.0,1.0,0.0,0.0,0.0
2010-06-16,,,,,,,,,-0.00035716712658562244,0.0040592663273910645,-0.004638214182252298,-0.004737595360356561,0.0,0.005682336307381242,0.0010396054072394634,-0.005469896230115623,0.0,1.0,0.0,0.0,0.0
2010-06-17,,,,,,,,,0.0016066536149370592,0.003193075278093982,0.0011990605710492375,0.0031607900055510285,-0.005020055320529071,0.008105879490384993,0.006594460293532833,0.012963065337675772,0.0,1.0,0.0,0.0,0.0
2010-06-18,,,,,,,,,0.0010837016027229751,0.0008303437946683978,0.0005987797922677451,-0.0017765467770098908,0.004519526998569834,-0.001636167522410581,-9.395191430439098e-05,0.007600251453539819,0.0,1.0,0.0,0.0,0.0
2010-06-21,,,,,,,,,-0.0028684905131957095,-0.008547333582869854,-0.010382893533987136,-0.00019752925876659333,0.017136770856343908,-0.0028702207938877677,0.002531801480142093,-0.02006483258108105,0.0,1.0,0.0,0.0,0.0
2010-06-22,,,,,,,,,-0.016653553944669497,-0.007754980451025961,-0.020786520061273794,-0.012728994006415473,-0.019393947874672524,0.01183850137648168,0.0048583139831013256,0.008766162443343717,0.0,1.0,0.0,0.0,0.0
2010-06-23,,,,,,,,,-0.00310745630187359,-0.0041180624598831095,-0.002783876792342266,0.00667807253865238,0.0025744348844631837,0.006774231586516244,0.004185960507254727,-0.004125418496021105,0.0,1.0,0.0,0.0,0.0
2010-06-24,,,,,,,,,-0.01670955429898857,-0.015317362507593302,-0.01608001055788222,-0.01755168196353729,-0.017802943027703133,-0.00596278776982917,-0.003999820819981181,0.0028896292842945925,0.0,1.0,0.0,0.0,0.0
2010-06-25,,,,,,,,,0.004180579604051715,0.00019891000467264774,0.017009219981448886,0.005748419955883932,0.011734564246043355,0.004046357557125901,0.001676361376572011,0.011964406044451259,0.0,1.0,0.0,0.0,0.0
2010-06-28,,,,,,,,,-0.0031570658162980436,-0.0035402224025995466,-0.005741310957884327,-0.007396440315397879,-0.006871059031016369,0.009345528329130381,0.00547432435715578,-0.013697206629814218,0.0,1.0,0.0,0.0,0.0
2010-06-29,,,,,,,,,-0.03136170977347952,-0.03933604427703763,-0.038548832257893295,-0.0348338033803155,-0.0414499611853385,0.010843404879235408,-0.00046320582414693945,0.0014853964638135153,0.0,1.0,0.0,0.0,0.0
