Date,Close,dP,gamma1,spread_$,spread_bps,valid
2005-01-03,81.84711456298828,,,,,0.0
2005-01-04,80.84697723388672,-1.0001373291015625,,,,0.0
2005-01-05,80.28911590576172,-0.557861328125,,,,0.0
2005-01-06,80.69731903076172,0.408203125,,,,0.0
2005-01-07,80.58167266845703,-0.1156463623046875,,,,0.0
2005-01-10,80.96267700195312,0.38100433349609375,,,,0.0
2005-01-11,80.40474700927734,-0.5579299926757812,,,,0.0
2005-01-12,80.67012786865234,0.265380859375,,,,0.0
2005-01-13,80.02374267578125,-0.6463851928710938,,,,0.0
2005-01-14,80.44557189941406,0.4218292236328125,,,,0.0
2005-01-18,81.28240203857422,0.8368301391601562,,,,0.0
2005-01-19,80.4319839477539,-0.8504180908203125,,,,0.0
2005-01-20,79.94212341308594,-0.48986053466796875,,,,0.0
2005-01-21,79.4522705078125,-0.4898529052734375,,,,0.0
2005-01-24,79.29576873779297,-0.15650177001953125,,,,0.0
2005-01-25,79.52032470703125,0.22455596923828125,,,,0.0
2005-01-26,79.75843811035156,0.2381134033203125,,,,0.0
2005-01-27,79.8945083618164,0.13607025146484375,,,,0.0
2005-01-28,79.8945083618164,0.0,,,,0.0
2005-01-31,80.39112091064453,0.496612548828125,,,,0.0
2005-02-01,80.90142822265625,0.5103073120117188,,,,0.0
2005-02-02,81.1463623046875,0.24493408203125,,,,0.0
2005-02-03,80.93546295166016,-0.21089935302734375,,,,0.0
2005-02-04,81.79946899414062,0.8640060424804688,,,,0.0
2005-02-07,81.69065856933594,-0.1088104248046875,,,,0.0
2005-02-08,81.78594207763672,0.09528350830078125,,,,0.0
2005-02-09,81.17357635498047,-0.61236572265625,,,,0.0
2005-02-10,81.46611785888672,0.29254150390625,,,,0.0
2005-02-11,82.16690063476562,0.7007827758789062,,,,0.0
2005-02-14,82.10563659667969,-0.0612640380859375,,,,0.0
2005-02-15,82.41180419921875,0.3061676025390625,,,,0.0
2005-02-16,82.46627044677734,0.05446624755859375,,,,0.0
2005-02-17,81.79946899414062,-0.6668014526367188,,,,0.0
2005-02-18,81.90837097167969,0.1089019775390625,,,,0.0
2005-02-22,80.69053649902344,-1.21783447265625,,,,0.0
2005-02-23,81.26881408691406,0.578277587890625,,,,0.0
2005-02-24,81.80632781982422,0.5375137329101562,,,,0.0
2005-02-25,82.61592864990234,0.809600830078125,,,,0.0
2005-02-28,82.0716552734375,-0.5442733764648438,,,,0.0
2005-03-01,82.47986602783203,0.40821075439453125,,,,0.0
2005-03-02,82.43904113769531,-0.04082489013671875,,,,0.0
2005-03-03,82.47305297851562,0.0340118408203125,,,,0.0
2005-03-04,83.50040435791016,1.0273513793945312,,,,0.0
2005-03-07,83.54120635986328,0.040802001953125,,,,0.0
2005-03-08,83.2282485961914,-0.312957763671875,,,,0.0
2005-03-09,82.30296325683594,-0.9252853393554688,,,,0.0
2005-03-10,82.4866714477539,0.18370819091796875,,,,0.0
