,px_SPY,px_QQQ,px_IWM,px_EFA,px_EEM,px_TLT,px_LQD,px_GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,w_SPY,w_QQQ,w_IWM,w_EFA,w_EEM,w_TLT,w_LQD,w_GLD,score_SPY,score_QQQ,score_IWM,score_EFA,score_EEM,score_TLT,score_LQD,score_GLD,port_ret,port_ret_ew
2010-01-20,85.70059204101562,39.9584846496582,51.574005126953125,35.39302444458008,30.108301162719727,58.208675384521484,59.19844055175781,108.94000244140625,-0.01016861930087598,-0.014380707190852271,-0.014494921408909511,-0.025516305518006988,-0.02406492178538744,0.01013006064465638,-0.0006630256068526075,-0.02313481240425197,,,,,,,,,,,,,,,,,0.0,-0.012786656571310048
2010-01-21,84.05264282226562,39.58430099487305,50.726688385009766,34.6364860534668,29.2000732421875,58.47517395019531,59.35560607910156,107.37000274658203,-0.019229146257954688,-0.009364310435339696,-0.016429143710239846,-0.021375352996404695,-0.03016536587779317,0.004578330702655009,0.0026548930322976005,-0.01441159959280014,,,,,,,,,,,,,,,,,0.0,-0.012967711891947453
2010-01-22,82.17896270751953,38.426979064941406,49.814796447753906,33.9619140625,28.551334381103516,58.373619079589844,59.26573944091797,107.16999816894531,-0.0222917454089826,-0.02923689192039891,-0.01797657143188025,-0.0194757629259934,-0.02221702855685659,-0.0017367177170257708,-0.001514037916887423,-0.001862760291706178,,,,,,,,,,,,,,,,,0.0,-0.01453893952121639
2010-01-25,82.60035705566406,38.55751037597656,49.87128829956055,34.37800598144531,28.760379791259766,58.10710144042969,59.26018524169922,107.4800033569336,0.005127764263030521,0.0033968663218244544,0.0011340375919410839,0.012251721683871564,0.0073217387098589715,-0.004565720669070905,-9.371686359005427e-05,0.002892648999579084,,,,,,,,,,,,,,,,,0.0,0.00343316750468059
2010-01-26,82.25422668457031,38.59231185913086,49.379032135009766,34.18257522583008,28.1621036529541,58.12616729736328,59.10301208496094,107.55999755859375,-0.0041904222140407565,0.000902586365534086,-0.009870532351078598,-0.005684761231373181,-0.020802094501112256,0.00032811578036007205,-0.002652255575935736,0.0007442705541653716,,,,,,,,,,,,,,,,,0.0,-0.005153136646685125
2010-01-27,82.64552307128906,38.89686584472656,49.903564453125,34.144737243652344,28.09001922607422,58.09445571899414,58.88975524902344,106.52999877929688,0.004757158415935159,0.00789157142768171,0.010622571877899167,-0.001106937728586943,-0.00255962508228047,-0.0005455645855146907,-0.0036082228031110164,-0.009576039444736728,,,,,,,,,,,,,,,,,0.0,0.0007343640096607734
2010-01-28,81.69735717773438,37.89616394042969,49.04816818237305,33.571044921875,27.89540672302246,58.06270980834961,58.80558776855469,106.4800033569336,-0.011472683072461298,-0.025727057503594386,-0.01714098542110032,-0.016801778783170906,-0.006928172653976383,-0.0005464533620572753,-0.0014292380756693035,-0.0004693083914030227,,,,,,,,,,,,,,,,,0.0,-0.010064459657929112
2010-01-29,80.80944061279297,37.234832763671875,48.50749969482422,33.08560562133789,27.592660903930664,58.5703125,59.18159484863281,105.95999908447266,-0.010868363379365142,-0.017451137740415734,-0.011023214680281002,-0.014460059306071638,-0.010852891377344132,0.008742318319724607,0.0063940706035965356,-0.004883586176437471,,,,,,,,,,,,,,,,,0.0,-0.006800357967074247
2010-02-01,82.06607055664062,37.64381790161133,49.080440521240234,33.69083023071289,28.335098266601562,58.03865432739258,58.917808532714844,108.3499984741211,0.015550533877210393,0.01098393916619056,0.011811386487049713,0.01829268644200588,0.026907059281300993,-0.009077263717987227,-0.00445723567593348,0.02255567582388429,,,,,,,,,,,,,,,,,0.0,0.01157084771046514
2010-02-02,83.0593490600586,37.983184814453125,49.621131896972656,34.25192642211914,28.56576156616211,58.20417404174805,59.10382843017578,109.12999725341797,0.012103400305153222,0.00901520971461478,0.01101643281906628,0.016654270243977143,0.008140550542308445,0.002851887526919228,0.003157277945218251,0.007198881313165595,,,,,,,,,,,,,,,,,0.0,0.008767238801302868
2010-02-03,82.64552307128906,38.192020416259766,49.290252685546875,33.89257049560547,28.399972915649414,57.529258728027344,59.04182815551758,108.69999694824219,-0.0049822927033813524,0.00549810667080175,-0.006668110919210379,-0.010491553732919656,-0.00580375391458432,-0.01159565142590302,-0.001049006067880165,-0.003940257637661704,,,,,,,,,,,,,,,,,0.0,-0.004879064966342356
2010-02-04,80.09458923339844,37.08689880371094,47.64403533935547,32.511898040771484,27.11693000793457,58.43979263305664,59.036163330078125,104.37000274658203,-0.030865965185920885,-0.028935929560781726,-0.03339843592796432,-0.04073672886548996,-0.04517761025778444,0.01582731857077979,-9.594596943263145e-05,-0.03983435439949368,,,,,,,,,,,,,,,,,0.0,-0.02540220644951098
2010-02-05,80.26013946533203,37.400169372558594,47.82962417602539,32.455162048339844,26.814191818237305,58.567100524902344,58.85578155517578,104.68000030517578,0.002066934027855183,0.008446933525116052,0.0038953215307651057,-0.0017450839800399187,-0.011164176387543967,0.0021784453042992258,-0.0030554454206959125,0.002970178695371306,,,,,,,,,,,,,,,,,0.0,0.0004491384118908842
2010-02-08,79.6806869506836,37.13042068481445,47.3535041809082,31.812108993530273,26.547489166259766,58.64360046386719,58.91218948364258,104.04000091552734,-0.00721967988728367,-0.007212499094778502,-0.009954500026279622,-0.01981358323991067,-0.009946324460771039,0.0013061930380575681,0.0009584093011136829,-0.006113864996012963,,,,,,,,,,,,,,,,,0.0,-0.007249481170733152
2010-02-09,80.6815185546875,37.5132942199707,48.007171630859375,32.81450653076172,27.412456512451172,58.057769775390625,58.7768440246582,105.41000366210938,0.012560529311492319,0.01031158624369799,0.013803993205105058,0.03150993659160739,0.03258188903569548,-0.009989678052552686,-0.0022974100974799683,0.01316803858637372,,,,,,,,,,,,,,,,,0.0,0.012706110602992413
2010-02-10,80.52348327636719,37.43497848510742,48.12014389038086,32.606468200683594,27.340373992919922,57.5037727355957,58.32037353515625,105.12000274658203,-0.0019587543857790823,-0.0020876794878117444,0.002353237145278131,-0.006339828084359622,-0.0026295534476638016,-0.00954216880769243,-0.007766161948240202,-0.002751170718643947,,,,,,,,,,,,,,,,,0.0,-0.0038402599668640874
2010-02-11,81.36625671386719,38.000587463378906,48.88676834106445,32.90907287597656,28.06119155883789,57.191768646240234,58.45563888549805,107.12999725341797,0.01046618207768657,0.015109103869165974,0.015931466298812147,0.009280510646860751,0.026364583238862593,-0.0054258020737191215,0.002319349862535791,0.019120951810489784,,,,,,,,,,,,,,,,,0.0,0.011645793216336811
2010-02-12,81.29856872558594,38.07891082763672,49.241859436035156,32.62538146972656,27.707990646362305,57.42739486694336,58.52327346801758,107.04000091552734,-0.000831892617590646,0.002061109300830921,0.007263541997568179,-0.008620461819727976,-0.01258681092479641,0.0041199324007723526,0.0011570240922695874,-0.0008400666498453724,,,,,,,,,,,,,,,,,0.0,-0.0010347030275649205
2010-02-16,82.57778930664062,38.56621170043945,50.07302474975586,33.35038757324219,28.421602249145508,57.53562927246094,58.75437927246094,109.62000274658203,0.015734847502328675,0.012797132644063458,0.01687924305133892,0.022222149469374397,0.025754722234861527,0.0018847173159839414,0.003948955530822307,0.02410315591356116,,,,,,,,,,,,,,,,,0.0,0.015415615457791798
2010-02-17,82.96907806396484,38.783729553222656,50.41196823120117,33.39452362060547,28.522506713867188,56.87977981567383,58.55707550048828,109.25,0.004738426162890219,0.005640114576789701,0.006768983562291497,0.0013234043312495558,0.003550273620647637,-0.011399014229623194,-0.0033581117597668575,-0.0033753214496573536,,,,,,,,,,,,,,,,,0.0,0.0004860943518526506
2010-02-18,83.45819854736328,39.027381896972656,50.823516845703125,33.58366012573242,28.630626678466797,56.650543212890625,58.517601013183594,109.9800033569336,0.005895214154619799,0.006282334024004577,0.00816370851886794,0.005663698254112948,0.003790689425871685,-0.00403019497484125,-0.0006741198560088479,0.006681952923877299,,,,,,,,,,,,,,,,,0.0,0.003971660308813019
2010-02-19,83.6312484741211,39.0099983215332,50.888092041015625,33.37560272216797,28.385555267333984,56.95616149902344,58.726192474365234,109.47000122070312,0.0020734922364709085,-0.0004454199742464082,0.001270577073769763,-0.0061951973902044655,-0.008559764125496083,0.005394798863345596,0.0035645935166523923,-0.004637226047132237,,,,,,,,,,,,,,,,,0.0,-0.0009417682308550668
2010-02-22,83.64630889892578,38.931678771972656,51.04140090942383,33.43865203857422,28.421602249145508,56.72059631347656,58.75999450683594,109.06999969482422,0.00018008131026947538,-0.0020076788754260777,0.003012666858970503,0.00188908397942944,0.0012699058190701606,-0.004135903462365809,0.0005755869918768752,-0.0036539830220012615,,,,,,,,,,,,,,,,,0.0,-0.0003587800500220867
2010-02-23,82.63047790527344,38.426979064941406,50.44422912597656,32.9658088684082,27.76564598083496,57.60568618774414,58.900936126708984,107.88999938964844,-0.012144361263804582,-0.012963728330014579,-0.011699753000647184,-0.014140616960891639,-0.023079496453450976,0.01560438239005757,0.002398598247939754,-0.010818743086801086,,,,,,,,,,,,,,,,,0.0,-0.00835546480720159
2010-02-24,83.39044952392578,38.818546295166016,50.87194061279297,33.17386245727539,28.0323543548584,57.745704650878906,59.15457534790039,107.36000061035156,0.009197231311230736,0.010189904066173483,0.008478898265017909,0.006311193203166532,0.009605696701871391,0.0024306361472445914,0.00430620017049943,-0.004912399502225995,,,,,,,,,,,,,,,,,0.0,0.00570092004537226
2010-02-25,83.27760314941406,38.809871673583984,50.888092041015625,32.97211837768555,27.801698684692383,58.07052993774414,59.0925407409668,108.30999755859375,-0.0013532289987157053,-0.0002234659050874832,0.0003174918831108098,-0.0060814166529348235,-0.00822819472264702,0.005625098677539242,-0.0010486865397774103,0.008848704758209536,,,,,,,,,,,,,,,,,0.0,-0.00026796218753785683
2010-02-26,83.33026123046875,38.94906997680664,50.678245544433594,33.17386245727539,28.082815170288086,58.36973571777344,59.4814453125,109.43000030517578,0.0006323198442708122,0.0035866725969466717,-0.004123685682947076,0.006118626570453367,0.010111485948536059,0.005152454788170058,0.006581280253932009,0.010340714355349556,,,,,,,,,,,,,,,,,0.0,0.004799983584338932
2010-03-01,84.19563293457031,39.51469421386719,51.8564567565918,33.432342529296875,28.558551788330078,58.34419631958008,59.557891845703125,109.43000030517578,0.010384843288900436,0.014522150012756807,0.023248855588837936,0.007791678534701196,0.01694048887752997,-0.0004375452086479159,0.0012852164704724167,0.0,,,,,,,,,,,,,,,,,0.0,0.009216960945568856
2010-03-02,84.42887115478516,39.63652420043945,52.251869201660156,33.68452835083008,28.88290786743164,58.267547607421875,59.682430267333984,111.0199966430664,0.0027701937984847547,0.0030831565066118394,0.007625134260992317,0.007543169352019374,0.011357581487521529,-0.0013137332758575981,0.0020910481847393747,0.01452980291927708,,,,,,,,,,,,,,,,,0.0,0.005960794154223584
2010-03-03,84.50411224365234,39.68002700805664,52.550437927246094,34.0880126953125,28.918956756591797,58.120635986328125,59.806922912597656,111.62999725341797,0.0008911772458646272,0.0010975434525286598,0.005714029567701173,0.011978328456318632,0.0012481045650116762,-0.0025213283744764947,0.002085917827173489,0.005494511158316229,,,,,,,,,,,,,,,,,0.0,0.003248535487304749
2010-03-04,84.75999450683594,39.810550689697266,52.68763732910156,33.9997444152832,28.767587661743164,58.42723846435547,59.8352165222168,110.83000183105469,0.003028045102063226,0.0032894050604885816,0.0026108136728644205,-0.0025894228806548902,-0.005234251571475834,0.0052752774092057475,0.000473082516893486,-0.007166491463286184,,,,,,,,,,,,,,,,,0.0,-3.919276923768089e-05
2010-03-05,85.97148132324219,40.41097640991211,53.760929107666016,34.661712646484375,29.517229080200195,57.660736083984375,59.76165771484375,110.80999755859375,0.014293144111855005,0.015082075224099656,0.020370846615504368,0.019469800217192468,0.026058542943242724,-0.013118921936362105,-0.0012293564166468984,-0.0001804951017815304,,,,,,,,,,,,,,,,,0.0,0.010093204457137961
2010-03-08,85.98653411865234,40.489280700683594,53.85776138305664,34.661712646484375,29.53885269165039,57.360538482666016,59.857872009277344,109.87999725341797,0.00017509056699349657,0.0019376985593517748,0.001801164470143446,0.0,0.0007325759268068666,-0.00520627417730346,0.0016099669606335354,-0.008392747276111279,,,,,,,,,,,,,,,,,0.0,-0.0009178156211857025
2010-03-09,86.1295166015625,40.71552658081055,54.051422119140625,34.57974624633789,29.704639434814453,57.37327194213867,59.80125427246094,109.72000122070312,0.0016628473792519305,0.005587796972721604,0.0035957813899207824,-0.002364753322562585,0.005612497712577769,0.00022198988728994173,-0.0009458695225187386,-0.0014560978951050352,,,,,,,,,,,,,,,,,0.0,0.0014892740751969585
2010-03-10,86.51329040527344,41.046199798583984,54.51139831542969,34.72474670410156,29.913681030273438,57.22642517089844,59.857872009277344,108.47000122070312,0.0044557756603498255,0.008121550807334676,0.008509973988754194,0.004193219254147396,0.007037338255450498,-0.0025594979381396987,0.000946765038713826,-0.011392635673468599,,,,,,,,,,,,,,,,,0.0,0.0024140611741427648
2010-03-11,86.87448120117188,41.20282745361328,54.672821044921875,34.85714340209961,29.92089080810547,57.437156677246094,59.8352165222168,108.5999984741211,0.004174974668128328,0.003815886873763663,0.0029612656156445816,0.0038127476962246387,0.00024101941264720317,0.003682416046753456,-0.00037848801335660376,0.0011984627266063974,,,,,,,,,,,,,,,,,0.0,0.002438535628301458
2010-03-12,86.88200378417969,41.2115364074707,54.64860153198242,35.09040069580078,29.819974899291992,57.794837951660156,59.95976257324219,107.94999694824219,8.659140064848359e-05,0.0002113678695285781,-0.000442989998989729,0.006691807501561398,-0.003372757497786094,0.00622734994393892,0.0020814840868697004,-0.0059852811695370045,,,,,,,,,,,,,,,,,0.0,0.0006871965170292815
2010-03-15,86.90455627441406,41.107112884521484,54.46298599243164,34.844539642333984,29.603729248046875,57.71821975708008,59.948448181152344,108.36000061035156,0.0002595760831023419,-0.002533842027066191,-0.0033965286274004747,-0.007006504587911966,-0.007251704670289683,-0.0013256926967104565,-0.0001886997480355923,0.003798088686431056,,,,,,,,,,,,,,,,,0.0,-0.0022056634484851206
2010-03-16,87.59686279296875,41.368160247802734,54.9310302734375,35.28584671020508,29.985761642456055,58.17811965942383,60.22578430175781,110.4000015258789,0.007966285638334458,0.006350418333065377,0.008593804993925591,0.012665027932667217,0.012904873950446039,0.007968019531429338,0.00462624353123231,0.01882614344810607,,,,,,,,,,,,,,,,,0.0,0.0099876021699008
2010-03-17,88.11607360839844,41.481292724609375,55.25383758544922,35.474979400634766,30.31011199951172,58.42723846435547,60.44659423828125,109.58999633789062,0.005927276375831125,0.0027347717696160068,0.0058765930732562754,0.005360015645450966,0.010816812356582828,0.004282001659558388,0.0036663688000655448,-0.0073370034129791595,,,,,,,,,,,,,,,,,0.0,0.003915854533422747
2010-03-18,88.0709457397461,41.62052917480469,55.084381103515625,35.26693344116211,30.0794677734375,58.235599517822266,60.32767868041992,110.33999633789062,-0.0005121411656731079,0.0033566082696527832,-0.0030668726253001433,-0.0058645829536108085,-0.00760948115526372,-0.003279958998064214,-0.001967283010066101,0.006843690346403308,,,,,,,,,,,,,,,,,0.0,-0.0015125026614902504
2010-03-19,87.62511444091797,41.36875915527344,54.3984375,34.9075813293457,29.690223693847656,58.293060302734375,60.282371520996094,108.27999877929688,-0.005062183618938065,-0.00604917872316868,-0.012452597084218642,-0.010189491309640974,-0.012940524164911427,0.0009866951725039375,-0.000751017781801977,-0.018669545286964517,,,,,,,,,,,,,,,,,0.0,-0.008140980349642543
2010-03-22,88.09356689453125,41.74333953857422,55.1650505065918,35.00844955444336,29.79834747314453,58.3569450378418,60.37860107421875,107.75,0.005346098051936199,0.009054668086486028,0.014092555628859582,0.0028895793193457475,0.00364173003247803,0.0010959235074579077,0.0015963133299945476,-0.004894706180937014,,,,,,,,,,,,,,,,,0.0,0.0041027702219526285
2010-03-23,88.71317291259766,42.03080368041992,55.86713409423828,35.254310607910156,30.00737953186035,58.08234405517578,60.339019775390625,108.31999969482422,0.007033499038678004,0.006886467278931052,0.01272696356115155,0.0070229060868418625,0.007014887617650789,-0.004705540745629344,-0.0006555517703941138,0.005290020369598247,,,,,,,,,,,,,,,,,0.0,0.005076706429603506
2010-03-24,88.28251647949219,41.830448150634766,55.229637145996094,34.674312591552734,29.560474395751953,57.02195739746094,59.89179992675781,106.30000305175781,-0.004854481233917296,-0.004766873631742885,-0.011410947752695466,-0.016451832594544746,-0.014893174381784835,-0.01825660921514327,-0.007411785115130631,-0.018648418101527398,,,,,,,,,,,,,,,,,0.0,-0.012086765253310816
2010-03-25,88.13894653320312,41.76947021484375,54.88178253173828,34.655399322509766,29.48119354248047,56.657901763916016,59.676727294921875,106.77999877929688,-0.0016262557074073758,-0.0014577404375738512,-0.0062983324213824465,-0.0005454547654847319,-0.0026819885300243262,-0.0063844815253769616,-0.0035910196737942712,0.004515481785126063,,,,,,,,,,,,,,,,,0.0,-0.0022587239094897377
2010-03-26,88.08606719970703,41.81303787231445,54.85752487182617,34.995845794677734,29.625349044799805,56.81754684448242,59.857872009277344,108.58999633789062,-0.0005999542265481272,0.001043050276831714,-0.00044199839715630684,0.009823764227897325,0.0048897444437456805,0.002817701955000418,0.003035433117172248,0.016950717168810137,,,,,,,,,,,,,,,,,0.0,0.004689807320719136
2010-03-29,88.64517211914062,42.013397216796875,55.15685272216797,35.29214096069336,30.158748626708984,56.60041046142578,59.806922912597656,108.75,0.006347257145287166,0.004791791141659285,0.005456459274113756,0.008466581083766522,0.01800483704352529,-0.0038216430507106436,-0.0008511678576176296,0.0014734659499526792,,,,,,,,,,,,,,,,,0.0,0.004983447591247053
2010-03-30,88.70559692382812,42.15275573730469,55.326751708984375,35.29214096069336,30.274089813232422,56.77922821044922,59.84087371826172,107.97000122070312,0.0006816480045443996,0.0033170019503230286,0.0030802879140368056,0.0,0.0038244685796178235,0.0031593012765394057,0.0005676735068560479,-0.007172402568247138,,,,,,,,,,,,,,,,,0.0,0.0009322473329587966
2010-03-31,88.40338897705078,41.9524040222168,54.84943389892578,35.29214096069336,30.360580444335938,57.168880462646484,59.86920166015625,108.94999694824219,-0.0034068644736909848,-0.004752992101785258,-0.008627251651592727,0.0,0.002856919287651527,0.0068625845133547525,0.0004733878390195123,0.009076555677125953,,,,,,,,,,,,,,,,,0.0,0.00031029238626034683
2010-04-01,89.00785064697266,41.9524040222168,55.359107971191406,35.916282653808594,31.153470993041992,57.02908706665039,59.99940490722656,110.26000213623047,0.0068375395662578775,0.0,0.009292239427754811,0.01768500510667148,0.026115790182594356,-0.002445270833796198,0.0021747951110056007,0.012023912112733903,,,,,,,,,,,,,,,,,0.0,0.008960501334152729
2010-04-05,89.73319244384766,42.34440994262695,56.39459991455078,35.9541130065918,31.434595108032227,56.08024215698242,59.447906494140625,110.88999938964844,0.008149188994034828,0.009344063339077335,0.018704996906710347,0.001053292545552198,0.009023845691320309,-0.01663791160744066,-0.009191731383647705,0.0057137424379838375,,,,,,,,,,,,,,,,,0.0,0.0032699358654488114
2010-04-06,89.94477844238281,42.46635055541992,56.726287841796875,35.85324478149414,31.528310775756836,56.169986724853516,59.59001159667969,111.02999877929688,0.0023579457363847034,0.0028797334278169995,0.005881554754332274,-0.0028054711036582525,0.0029812907531505672,0.001600288522647153,0.002390413908908151,0.0012625069025071767,,,,,,,,,,,,,,,,,0.0,0.0020685328627610966
2010-04-07,89.43099212646484,42.3618278503418,56.54831314086914,35.60106658935547,31.25438690185547,56.88807678222656,59.89134216308594,112.48999786376953,-0.0057122417200359266,-0.0024613065100029807,-0.003137429006884518,-0.007033622582155674,-0.008688187446819873,0.012784230498229965,0.005056729447306285,0.013149591106227154,,,,,,,,,,,,,,,,,0.0,0.000494720473233054
2010-04-08,89.74076080322266,42.4576530456543,56.491676330566406,35.563232421875,31.362506866455078,56.9137077331543,59.77762222290039,112.6500015258789,0.0034637732333302473,0.002262064697751809,-0.0010015649832320062,-0.0010627256738364732,0.0034593532402067417,0.00045055049102549205,-0.001898770942148631,0.0014223812352023302,,,,,,,,,,,,,,,,,0.0,0.0008868826622874387
2010-04-09,90.33013153076172,42.710262298583984,56.831443786621094,36.02976608276367,31.557117462158203,57.048377990722656,59.817481994628906,113.63999938964844,0.006567480844422491,0.005949675377912689,0.006014469354148844,0.01311842678849695,0.00620519898271521,0.0023662183142201254,0.0006668008904717748,0.008788263207809122,,,,,,,,,,,,,,,,,0.0,0.006209566720024651
2010-04-12,90.47368621826172,42.74510955810547,57.066078186035156,36.14324951171875,31.304845809936523,57.34965515136719,59.988037109375,113.01000213623047,0.0015892226111848817,0.0008158989817919071,0.004128601770087226,0.0031497131758888575,-0.007994128504423492,0.005281081973856017,0.002851258679885671,-0.0055437984583037725,,,,,,,,,,,,,,,,,0.0,0.0005347312787459119
2010-04-13,90.54167938232422,42.962886810302734,57.19547653198242,36.111724853515625,31.23996925354004,57.53556442260742,60.20407485961914,112.69000244140625,0.0007515241934374917,0.005094787554614344,0.0022675177629243315,-0.0008722142759439722,-0.002072412583993377,0.0032416807171646855,0.003601347212782491,-0.002831605068359111,,,,,,,,,,,,,,,,,0.0,0.0011475781890783604
2010-04-14,91.56928253173828,43.47683334350586,58.41706085205078,36.59086608886719,31.701282501220703,57.1317024230957,60.15292739868164,113.02999877929688,0.011349503967944763,0.011962569821539093,0.021358058261570445,0.013268301010133543,0.014766763819026085,-0.007019345400790522,-0.000849568090810493,0.0030170940680156466,,,,,,,,,,,,,,,,,0.0,0.00848167218207857
2010-04-15,91.64483642578125,43.6684684753418,58.595035552978516,36.56564712524414,31.528310775756836,57.195838928222656,60.25520324707031,113.6500015258789,0.0008251008630189016,0.004407752752410676,0.003046621968511465,-0.0006892147226523759,-0.0054563005599918,0.0011226079813266843,0.001700263857664197,0.005485293756329668,,,,,,,,,,,,,,,,,0.0,0.001305265737077177
2010-04-16,90.18655395507812,43.14582443237305,57.81032943725586,35.7586784362793,30.60565948486328,57.612545013427734,60.39739227294922,111.23999786376953,-0.01591232553384625,-0.011968453697062231,-0.013392023885934301,-0.022069038904215965,-0.029264215817201733,0.007285601418103527,0.0023597800391756962,-0.021205487283346813,,,,,,,,,,,,,,,,,0.0,-0.013020770458041009
2010-04-19,90.52657318115234,43.11967468261719,57.527164459228516,35.66410827636719,30.483118057250977,57.471527099609375,60.243873596191406,111.1500015258789,0.0037701764970816676,-0.0006060783424557403,-0.0048981727103748485,-0.0026446771538447544,-0.004003881297604761,-0.0024476945739073663,-0.002541809687147234,-0.0008090285834133626,,,,,,,,,,,,,,,,,0.0,-0.0017726457314583
2010-04-20,91.33502197265625,43.337459564208984,58.31189727783203,35.884765625,30.843528747558594,57.67670440673828,60.37462615966797,111.45999908447266,0.008930513583963018,0.00505070790062323,0.013641082886323819,0.006187098438657168,0.011823288209254823,0.003570068823354866,0.0021703877203014255,0.002789001838399141,,,,,,,,,,,,,,,,,0.0,0.006770268675109686
2010-04-21,91.16885375976562,43.58136749267578,58.716400146484375,35.65149688720703,30.742610931396484,58.151092529296875,60.58501052856445,112.30999755859375,-0.001819326358079465,0.005628108590569836,0.0069368840242849394,-0.00650049495183147,-0.003271928351262221,0.008224951953100357,0.003484648804948254,0.00762604056256011,,,,,,,,,,,,,,,,,0.0,0.0025386105342862925
2010-04-22,91.44084930419922,43.82529067993164,59.33931350708008,35.32998275756836,30.872350692749023,57.978023529052734,60.44853210449219,111.83999633789062,0.0029834261726084943,0.005596960382137084,0.01060884793757233,-0.009018250500276825,0.00422019332196788,-0.002976195161887074,-0.002252676410907317,-0.004184856476894816,,,,,,,,,,,,,,,,,0.0,0.0006221811580399694
2010-04-23,92.03773498535156,44.008216857910156,59.970314025878906,35.59476089477539,31.038135528564453,57.772830963134766,60.43718719482422,113.19000244140625,0.006527560556296441,0.004173986644252503,0.01063376843285413,0.007494431543426439,0.005370010125415048,-0.0035391438587958346,-0.00018767882813697234,0.012070870419532032,,,,,,,,,,,,,,,,,0.0,0.005317975629355473
