Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,port_ret,pnl,VaR_0.95,ES_0.95,exceed_0.95,VaR_0.99,ES_0.99,exceed_0.99
2010-01-05,85.50495910644531,40.393558502197266,51.281005859375,35.159393310546875,30.57180404663086,57.35206985473633,59.04127502441406,109.69999694824219,0.002643286266821754,0.0,-0.0034441085425327422,0.0008807343683496782,0.007232034165694401,0.00643631228277286,0.004763962491628249,-0.0009112174071557178,0.0022001254531973102,2200.1254531973104,,,False,,,False
2010-01-06,85.56513214111328,40.14990234375,51.232730865478516,35.30801773071289,30.63576889038086,56.58434295654297,58.86737823486328,111.51000213623047,0.0007034898585809302,-0.006050321135163905,-0.0009418249496553344,0.004218251766332504,0.002090096501676797,-0.013476613818273364,-0.002949688777348136,0.016364952672509148,-5.207235167670188e-06,-5.207235167670188,,,False,,,False
2010-01-07,85.92635345458984,40.1760139465332,51.61074447631836,35.171775817871094,30.458106994628906,56.67951965332031,58.94026184082031,110.81999969482422,0.004212708828491785,0.0006501414464685773,0.0073512745838715254,-0.0038661317147079544,-0.005816046010606257,0.0016806193429452776,0.001237332573827743,-0.006207031449164013,-9.464154985916462e-05,-94.64154985916463,,,False,,,False
2010-01-08,86.2122802734375,40.506690979003906,51.89225387573242,35.4504280090332,30.699724197387695,56.65416717529297,59.0693473815918,111.37000274658203,0.0033220558989457416,0.008197020273950528,0.005439650986860389,0.00789138888697316,0.007901472473023308,-0.0004473952830732486,0.002187713239737654,0.004950755381378791,0.0049303327322245405,4930.33273222454,,,False,,,False
2010-01-11,86.33269500732422,40.34137725830078,51.68313217163086,35.7414665222168,30.63576889038086,56.343231201171875,59.131072998046875,112.8499984741211,0.001395749174837313,-0.00408949662494873,-0.004038063409517623,0.008176215464899439,-0.0020854264624170504,-0.005503432174272405,0.0010444230548047884,0.013201473675457542,0.0010126803373554094,1012.6803373554094,,,False,,,False
2010-01-12,85.52753448486328,39.83665084838867,51.12012481689453,35.32040786743164,30.145418167114258,57.307743072509766,59.24335479736328,110.48999786376953,-0.009370014409182836,-0.012590309067854744,-0.010953212962674819,-0.01185061852309044,-0.01613530059027557,0.01697363412949837,0.0018970623145762033,-0.021134489951311508,-0.007895406132539418,-7895.406132539418,,,False,,,False
2010-01-13,86.24994659423828,40.3326530456543,51.7796516418457,35.61762619018555,30.23780059814453,56.64143753051758,58.99641036987305,111.54000091552734,0.008411071856685659,0.012374026017469841,0.012818994930975158,0.008379709584887873,0.0030598734217677226,-0.011694917554070372,-0.004177017540372141,0.00945827937853938,0.00482875251198539,4828.75251198539,,,False,,,False
2010-01-14,86.48318481445312,40.367462158203125,51.972686767578125,35.890079498291016,30.15963363647461,57.4345588684082,59.20962905883789,112.02999877929688,0.0027005631179619627,0.0008626781912188797,0.0037210794750079934,0.007620287181645313,-0.0025884213891935737,0.013905363839167073,0.0036075808180751068,0.004383402504944733,0.004276566717353436,4276.566717353436,,,False,,,False
2010-01-15,85.51246643066406,39.89756393432617,51.21664810180664,35.32658386230469,29.811420440673828,57.78988265991211,59.18722915649414,110.86000061035156,-0.01128782831138242,-0.011708800586546886,-0.014653688685933641,-0.01582515577932142,-0.01161283937491131,0.0061675268392518134,-0.00037838677391732745,-0.010498532177149578,-0.008724713106238846,-8724.713106238845,,,False,,,False
2010-01-19,86.58100891113281,40.54150390625,52.157684326171875,35.6733512878418,30.41546630859375,57.62494659423828,59.237735748291016,111.5199966430664,0.01241832336055726,0.01601096943018465,0.018206883614298786,0.009768183086456883,0.020059682829398184,-0.0028581453357396924,0.0008529720891150561,0.0059357674133195815,0.010049329560948839,10049.32956094884,,,False,,,False
2010-01-20,85.7005844116211,39.958473205566406,51.401641845703125,34.763084411621094,29.683507919311523,58.20864486694336,59.19843673706055,108.94000244140625,-0.010220850028568762,-0.014485492203077488,-0.014601406571313813,-0.02584791654622398,-0.024359636522120365,0.010078306404264659,-0.0006636319267681046,-0.023406622544498212,-0.012938406242288258,-12938.406242288258,,,False,,,False
2010-01-21,84.05266571044922,39.584293365478516,50.557151794433594,34.0200309753418,28.7880859375,58.475154876708984,59.355587005615234,107.37000274658203,-0.019416069731147623,-0.009408337585298465,-0.01656569940226138,-0.021606533500881042,-0.03062998384069715,0.004568080124191631,0.0026511181255060023,-0.01451645533950785,-0.013115485143761985,-13115.485143761985,,,False,,,False
2010-01-22,82.17894744873047,38.42696762084961,49.6483154296875,33.357460021972656,28.148523330688477,58.373634338378906,59.265769958496094,107.16999816894531,-0.022544419624459522,-0.029672912494022707,-0.018139954065140795,-0.019668061309383145,-0.022466722785275728,-0.0017376399799466924,-0.0015143489601250337,-0.001864497387188635,-0.014701069575692782,-14701.069575692782,,,False,,,False
2010-01-25,82.60035705566406,38.55751419067383,49.7046012878418,33.76614761352539,28.354610443115234,58.10718536376953,59.26018142700195,107.4800033569336,0.005114847728385996,0.0033915067526506526,0.0011330490545331529,0.012177314545247953,0.007294746770427629,-0.004574992518670662,-9.43005549913778e-05,0.002888473340999731,0.0034163306398228843,3416.330639822884,,,False,,,False
2010-01-26,82.25425720214844,38.59230041503906,49.2139892578125,33.574188232421875,27.764768600463867,58.126182556152344,59.102996826171875,107.55999755859375,-0.004198855622734143,0.0009017838059728334,-0.009919592470254646,-0.005701186328763264,-0.02102174236925336,0.00032688018753823656,-0.0026559728380171066,0.0007439937221862536,-0.0051905864891656495,-5190.586489165649,,,False,,,False
