Price,close,sma_s,sma_l,signal,ret,flip,tc,strategy_ret,equity
Ticker,SPY,,,,,,,,
Date,,,,,,,,,
2010-03-25,88.13890075683594,86.55589485168457,,0,-0.0016264291100736017,0.0,0.0,-0.0,1.0
2010-03-26,88.0860366821289,86.79368324279785,,0,-0.0005997814160727533,0.0,0.0,-0.0,1.0
2010-03-29,88.6451644897461,87.01615982055664,,0,0.006347519183260264,0.0,0.0,0.0,1.0
2010-03-30,88.70561218261719,87.22999649047851,,0,0.0006819062632354989,0.0,0.0,0.0,1.0
2010-03-31,88.40340423583984,87.42495880126953,,0,-0.0034068638876556534,0.0,0.0,-0.0,1.0
2010-04-01,89.00785064697266,87.63735122680664,,0,0.006837365781981575,0.0,0.0,0.0,1.0
2010-04-05,89.73320007324219,87.82543716430663,,0,0.008149274710007814,0.0,0.0,0.0,1.0
2010-04-06,89.94476318359375,88.02334861755371,,0,0.002357690466615159,0.0,0.0,0.0,1.0
2010-04-07,89.43097686767578,88.18842239379883,,0,-0.005712242689096203,0.0,0.0,-0.0,1.0
2010-04-08,89.74076843261719,88.3497974395752,,0,0.0034640297555932342,0.0,0.0,0.0,1.0
2010-04-09,90.33014678955078,88.5225814819336,,0,0.006567565302008083,0.0,0.0,0.0,1.0
2010-04-12,90.47367095947266,88.7021656036377,,0,0.0015888844978437788,0.0,0.0,0.0,1.0
2010-04-13,90.54169464111328,88.8840217590332,,0,0.0007518616291262159,0.0,0.0,0.0,1.0
2010-04-14,91.56929779052734,89.08264389038087,,0,0.011349502055238103,0.0,0.0,0.0,1.0
2010-04-15,91.64484405517578,89.25908279418945,,0,0.000825017407267481,0.0,0.0,0.0,1.0
2010-04-16,90.1865463256836,89.3648639678955,,0,-0.01591249070830658,0.0,0.0,-0.0,1.0
2010-04-19,90.52656555175781,89.50993423461914,,0,0.0037701768160223192,0.0,0.0,0.0,1.0
2010-04-20,91.3350601196289,89.67200736999511,,0,0.008931020004385726,0.0,0.0,0.0,1.0
2010-04-21,91.1688003540039,89.79478950500489,,0,-0.0018203279814699158,0.0,0.0,-0.0,1.0
2010-04-22,91.44078826904297,89.95270462036133,,0,0.002983344235998997,0.0,0.0,0.0,1.0
2010-04-23,92.03775024414062,90.14764709472657,,0,0.006528399266870322,0.0,0.0,0.0,1.0
2010-04-26,91.69015502929688,90.32785301208496,,0,-0.003776659185189879,0.0,0.0,-0.0,1.0
2010-04-27,89.52167510986328,90.37167854309082,,0,-0.023650084556414153,0.0,0.0,-0.0,1.0
2010-04-28,90.20166015625,90.44648094177246,,0,0.007595758742809711,0.0,0.0,0.0,1.0
2010-04-29,91.3199462890625,90.5923080444336,,0,0.012397622514656259,0.0,0.0,0.0,1.0
2010-04-30,89.77098846435547,90.63046493530274,,0,-0.01696187840281893,0.0,0.0,-0.0,1.0
2010-05-03,90.93458557128906,90.69053421020507,,0,0.01296183908452364,0.0,0.0,0.0,1.0
2010-05-04,88.79627990722656,90.63311004638672,,0,-0.023514767793010427,0.0,0.0,-0.0,1.0
2010-05-05,88.26737213134766,90.5749298095703,,0,-0.005956418179134393,0.0,0.0,-0.0,1.0
2010-05-06,85.33570098876953,90.35467643737793,,0,-0.03321353147588446,0.0,0.0,-0.0,1.0
2010-05-07,84.0663070678711,90.04148445129394,,0,-0.01487529728109338,0.0,0.0,-0.0,1.0
2010-05-10,87.76870727539062,89.90623626708984,,0,0.04404142797102284,0.0,0.0,0.0,1.0
2010-05-11,87.51935577392578,89.75511932373047,,0,-0.0028410068828114143,0.0,0.0,-0.0,1.0
2010-05-12,88.74339294433594,89.6138240814209,,0,0.013985902427938512,0.0,0.0,0.0,1.0
2010-05-13,87.64019775390625,89.41359176635743,,0,-0.012431293799208931,0.0,0.0,-0.0,1.0
2010-05-14,86.05352020263672,89.20694046020508,,0,-0.018104449692422198,0.0,0.0,-0.0,1.0
2010-05-17,86.09886169433594,88.98555526733398,,0,0.0005268987438566963,0.0,0.0,0.0,1.0
2010-05-18,84.92767333984375,88.66518592834473,,0,-0.013602832040336188,0.0,0.0,-0.0,1.0
2010-05-19,84.44409942626953,88.32895088195801,,0,-0.005693949858241898,0.0,0.0,-0.0,1.0
2010-05-20,81.25556182861328,87.81968955993652,,0,-0.03775915214111847,0.0,0.0,-0.0,1.0
2010-05-21,82.44182586669922,87.33989334106445,,0,0.014599173415206224,0.0,0.0,0.0,1.0
2010-05-24,81.38398742675781,86.8245849609375,,0,-0.012831332018917618,0.0,0.0,-0.0,1.0
2010-05-25,81.46710968017578,86.42185668945312,,0,0.001021358820649798,0.0,0.0,0.0,1.0
2010-05-26,80.97598266601562,85.9605728149414,86.09066886901856,-1,-0.006028531220614419,1.0,0.001,-0.001,0.999
2010-05-27,83.68853759765625,85.5790023803711,86.07476211547852,-1,0.03349826506988518,0.0,0.0,-0.03349826506988518,0.9655352331951847
2010-05-28,82.6382827758789,85.22236709594726,86.04609535217286,-1,-0.012549565949241281,0.0,0.0,0.012549565949241281,0.9776522812804836
2010-06-01,81.24799346923828,84.73803749084473,86.00292388916016,-1,-0.016823792314407005,0.0,0.0,0.016823792314407005,0.9941001002164527
2010-06-02,83.36361694335938,84.46640434265137,85.97729652404786,-1,0.02603908581351111,0.0,0.0,-0.02603908581351111,0.9682146423996965
2010-06-03,83.6507568359375,84.23557357788086,85.95168113708496,-1,0.0034444269947311312,0.0,0.0,-0.0034444269947311312,0.964879697748721
2010-06-04,80.71151733398438,84.00436439514161,85.89546951293946,-1,-0.035137034177919024,0.0,0.0,0.035137034177919024,0.9987827086660979
2010-06-07,79.70659637451172,83.78637886047363,85.83726013183593,-1,-0.012450775213583065,0.0,0.0,0.012450775213583065,1.011218327658913
2010-06-08,80.56043243408203,83.4259651184082,85.78036537170411,-1,0.010712238364293691,0.0,0.0,-0.010712238364293691,1.0003859158946884
2010-06-09,80.12970733642578,83.05648269653321,85.71683067321777,-1,-0.0053466085600855084,0.0,0.0,0.0053466085600855084,1.005734587796
2010-06-10,82.47203063964844,82.74291458129883,85.68642631530761,-1,0.029231646802207578,0.0,0.0,-0.029231646802207578,0.9763353095487834
2010-06-11,82.87249755859375,82.5045295715332,85.64934104919433,-1,0.00485579069460651,0.0,0.0,-0.00485579069460651,0.9715944296378607
2010-06-14,82.7440414428711,82.33905563354492,85.61977546691895,-1,-0.0015500451839506324,0.0,0.0,0.0015500451839506324,0.9731004449042743
2010-06-15,84.62548065185547,82.2653865814209,85.625503616333,-1,0.022738062779824153,0.0,0.0,-0.022738062779824153,0.9509740258969661
2010-06-16,84.59521484375,82.2487636566162,85.64966606140136,-1,-0.0003576441501109695,0.0,0.0,0.0003576441501109695,0.9513141361942357
2010-06-17,84.73120880126953,82.26311912536622,85.67097450256348,-1,0.0016075845161067637,0.0,0.0,-0.0016075845161067637,0.9497848183189364
2010-06-18,84.82310485839844,82.44149627685547,85.69666366577148,-1,0.0010845597322286515,0.0,0.0,-0.0010845597322286515,0.9487547199507055
2010-06-21,84.5801773071289,82.54841384887695,85.71601028442383,-1,-0.002863931374300299,0.0,0.0,0.002863931374300299,0.9514718883596879
2010-06-22,83.18328094482422,82.63837852478028,85.73086929321289,-1,-0.016515647126539523,0.0,0.0,0.016515647126539523,0.9671860623186587
2010-06-23,82.92515563964844,82.7112808227539,85.75202644348144,-1,-0.003103091177023898,0.0,0.0,0.003103091177023898,0.9701873288551803
2010-06-24,81.551025390625,82.74003295898437,85.74687576293945,-1,-0.01657072860972042,0.0,0.0,0.01657072860972042,0.986264039782229
2010-06-25,81.89266204833984,82.65023918151856,85.73520874023437,-1,0.004189238039355336,0.0,0.0,-0.004189238039355336,0.982132344949925
2010-06-28,81.63455200195312,82.60005264282226,85.72509910583496,-1,-0.0031518092089174443,0.0,0.0,0.0031518092089174443,0.9852278387191139
2010-06-29,79.11406707763672,82.49335632324218,85.71529418945312,-1,-0.030875222102720756,0.0,0.0,0.030875222102720756,1.01564696706135
2010-06-30,78.36248016357422,82.24329948425293,85.69631790161132,-1,-0.009500041418992522,0.0,0.0,0.009500041418992522,1.0252956553155068
2010-07-01,78.01325988769531,81.96142463684082,85.6796435546875,-1,-0.00445647298490226,0.0,0.0,0.00445647298490226,1.0298648577049578
2010-07-02,77.58809661865234,81.80525360107421,85.64870964050293,-1,-0.005449884669029514,0.0,0.0,0.005449884669029514,1.0354775024041365
2010-07-06,78.09678649902344,81.72476310729981,85.62444236755371,-1,0.006556287659321258,0.0,0.0,-0.006556287659321258,1.0286886140336196
2010-07-07,80.55651092529297,81.72456703186035,85.61634475708007,-1,0.03149584684000151,0.0,0.0,-0.03149584684000151,0.9962891949999633
2010-07-08,81.35364532470703,81.78576393127442,85.61689559936524,-1,0.009895344153538543,0.0,0.0,-0.009895344153538543,0.9864305705389868
2010-07-09,81.96099853515625,81.76021232604981,85.61072776794434,-1,0.007465593066236842,0.0,0.0,-0.007465593066236842,0.9790662813112468
2010-07-12,82.01415252685547,81.7172950744629,85.60117866516113,-1,0.0006485278687329288,0.0,0.0,-0.0006485278687329288,0.9784313295424798
2010-07-13,83.25157928466797,81.74267196655273,85.59911224365234,-1,0.015087966158125132,0.0,0.0,-0.015087966158125132,0.9636687907542935
2010-07-14,83.2439956665039,81.67359771728516,85.59524002075196,-1,-9.109278441588042e-05,0.0,0.0,9.109278441588042e-05,0.9637565740276981
2010-07-15,83.26676940917969,81.60717544555663,85.59144508361817,-1,0.00027357820216877826,0.0,0.0,-0.00027357820216877826,0.9634929112368472
2010-07-16,80.97406005859375,81.41931800842285,85.5748811340332,-1,-0.027534505864150627,0.0,0.0,0.027534505864150627,0.9900222124513659
2010-07-19,81.45235443115234,81.25078048706055,85.55549995422363,-1,0.005906760414538859,0.0,0.0,-0.005906760414538859,0.984174388437344
2010-07-20,82.35577392578125,81.13956031799316,85.54628189086914,-1,0.011091385889802963,0.0,0.0,-0.011091385889802963,0.9732585305123246
2010-07-21,81.28533935546875,81.04466323852539,85.5258325958252,-1,-0.012997686977930356,0.0,0.0,0.012997686977930356,0.9859086402405244
2010-07-22,83.0997543334961,81.05339317321777,85.51487380981445,-1,0.022321552599943395,0.0,0.0,-0.022321552599943395,0.9639016286686568
2010-07-23,83.8210220336914,81.1668930053711,85.50879524230957,-1,0.0086795407035829,0.0,0.0,-0.0086795407035829,0.9555354052483773
2010-07-26,84.69406127929688,81.30696296691895,85.51069427490235,-1,0.010415516590271956,0.0,0.0,-0.010415516590271956,0.9455830103824207
2010-07-27,84.68645477294922,81.45955810546874,85.50995880126953,-1,-8.98115668650501e-05,0.0,0.0,8.98115668650501e-05,0.9456679346741841
2010-07-28,84.13984680175781,81.71084709167481,85.49164245605469,-1,-0.006454491130333695,0.0,0.0,0.006454491130333695,0.9517717399707796
2010-07-29,83.72988891601562,81.97921752929688,85.46907600402832,-1,-0.004872339341288501,0.0,0.0,0.004872339341288501,0.9564090948633659
2010-07-30,83.71469116210938,82.26428909301758,85.44492790222168,-1,-0.0001815093045387517,0.0,0.0,0.0001815093045387517,0.956582692013029
2010-08-02,85.60505676269531,82.66513710021972,85.43584579467773,-1,0.022581049686074106,0.0,0.0,-0.022581049686074106,0.9349820507158443
2010-08-03,85.19511413574219,83.02005348205566,85.41905227661132,-1,-0.004788766487119123,0.0,0.0,0.004788766487119123,0.9394594614263703
2010-08-04,85.76446533203125,83.28045120239258,85.40787704467773,-1,0.00668290901496893,0.0,0.0,-0.00668290901496893,0.9331811393224061
2010-08-05,85.67339324951172,83.4964385986328,85.39556526184082,-1,-0.0010618859706866823,0.0,0.0,0.0010618859706866823,0.9341720712823619
2010-08-06,85.32414245605469,83.66459579467774,85.37283813476563,-1,-0.004076537419731796,0.0,0.0,0.004076537419731796,0.9379802586874129
2010-08-09,85.77967834472656,83.85287208557129,85.34947425842284,-1,0.005338886223280825,0.0,0.0,-0.005338886223280825,0.9329724888065972
2010-08-10,85.31656646728516,83.95612144470215,85.32193069458008,-1,-0.005398853042795082,0.0,0.0,0.005398853042795082,0.9380094701666348
2010-08-11,82.97827911376953,83.94283561706543,85.27546188354492,-1,-0.027407190072660126,0.0,0.0,0.027407190072660126,0.963717674005447
2010-08-12,82.46965789794922,83.90298004150391,85.21922248840332,-1,-0.006129570548492058,0.0,0.0,0.006129570548492058,0.969624849477092
2010-08-13,82.22671508789062,83.96561279296876,85.15435806274414,-1,-0.0029458447658315956,0.0,0.0,0.0029458447658315956,0.9724812137647443
2010-08-16,82.18877410888672,84.00243377685547,85.09342094421386,-1,-0.000461419125929452,0.0,0.0,0.000461419125929452,0.9729299351963825
2010-08-17,83.1984634399414,84.04456825256348,85.04401657104492,-1,0.012285002933819289,0.0,0.0,-0.012285002933819289,0.9609774880880944
2010-08-18,83.35030364990234,84.14781646728515,84.99665924072265,-1,0.0018250362288305677,0.0,0.0,-0.0018250362288305677,0.959223669357243
2010-08-19,81.90028381347656,84.08784294128418,84.92921043395997,-1,-0.017396695307989818,0.0,0.0,0.017396695307989818,0.9759109912652629
2010-08-20,81.63455200195312,83.97851943969727,84.85849983215331,-1,-0.00324457741964157,0.0,0.0,0.00324457741964157,0.9790774100311022
2010-08-23,81.32327270507812,83.80998001098632,84.78769851684571,-1,-0.0038130826866981105,0.0,0.0,0.0038130826866981105,0.9828107131522289
2010-08-24,80.11619567871094,83.58146705627442,84.69878196716309,-1,-0.014842946996792672,0.0,0.0,0.014842946996792672,0.9973985204754275
2010-08-25,80.42745208740234,83.39584732055664,84.60572448730468,-1,0.003885062265557737,0.0,0.0,-0.003885062265557737,0.9935235651198053
2010-08-26,79.888427734375,83.2037742614746,84.5051611328125,-1,-0.006701994642843712,0.0,0.0,0.006701994642843712,1.0001821547307772
2010-08-27,81.12590789794922,83.0743350982666,84.42211044311523,-1,0.015490105371566143,0.0,0.0,-0.015490105371566143,0.9846892277632374
2010-08-30,79.94917297363281,82.79154090881347,84.3241944885254,-1,-0.014505044748425622,0.0,0.0,0.014505044748425622,0.9989721890752359
2010-08-31,79.94917297363281,82.52924385070801,84.22038475036621,-1,0.0,0.0,0.0,-0.0,0.9989721890752359
2010-09-01,82.34058380126953,82.35804977416993,84.13905387878418,-1,0.02991163934147778,0.0,0.0,-0.02991163934147778,0.9690912932434509
2010-09-02,83.10735321044922,82.2297477722168,84.06471046447754,-1,0.009312168723873748,0.0,0.0,-0.009312168723873748,0.9600669516119309
2010-09-03,84.18539428710938,82.17281036376953,83.99087142944336,-1,0.012971668992156182,0.0,0.0,-0.012971668992156182,0.9476132809053125
2010-09-07,83.23641967773438,82.04564743041992,83.90678718566895,-1,-0.01127243766464503,0.0,0.0,0.01127243766464503,0.9582951925445072
2010-09-08,83.8210220336914,81.97087020874024,83.84313194274903,-1,0.007023396227521905,0.0,0.0,-0.007023396227521905,0.9515647057043377
2010-09-09,84.2081527709961,82.03236389160156,83.77994781494141,-1,0.004618539930819399,0.0,0.0,-0.004618539930819399,0.9471698661142838
2010-09-10,84.63335418701172,82.14054870605469,83.71293075561523,-1,0.005049409137045879,0.0,0.0,-0.005049409137045879,0.9423872179379917
2010-09-13,85.57467651367188,82.30794677734374,83.65698951721191,-1,0.011122356377134102,0.0,0.0,-0.011122356377134102,0.9319056514548294
2010-09-14,85.52156066894531,82.47458610534667,83.59779724121094,-1,-0.0006206958283748731,0.0,0.0,0.0006206958283748731,0.9324840814051265
2010-09-15,85.84800720214844,82.60706329345703,83.53589981079102,-1,0.0038171255371122204,0.0,0.0,-0.0038171255371122204,0.9289246726050444
2010-09-16,85.82521057128906,82.73080863952637,83.47725036621094,-1,-0.0002655464186337442,0.0,0.0,0.0002655464186337442,0.9291713452250351
2010-09-17,85.85726928710938,82.92865791320801,83.4406063079834,-1,0.00037353495094172295,0.0,0.0,-0.00037353495094172295,0.92882426725218
2010-09-20,87.17005920410156,83.20543327331544,83.41029029846192,-1,0.015290375851602978,0.0,0.0,-0.015290375851602978,0.9146221951058044
2010-09-21,86.9945068359375,83.4889949798584,83.36703590393067,1,-0.0020139067217221918,2.0,0.002,1.390672172219172e-05,0.9146349145021527
2010-09-22,86.56710052490234,83.81154022216796,83.33499702453614,1,-0.004913026426383471,0.0,0.0,-0.004913026426383471,0.9101412889967107
2010-09-23,85.8648910522461,84.08341217041016,83.2843000793457,1,-0.008111736079854603,0.0,0.0,-0.008111736079854603,0.9027584630649906
2010-09-24,87.63565826416016,84.47077369689941,83.27269386291503,1,0.02062271541038352,0.0,0.0,0.02062271541038352,0.9213757939330952
2010-09-27,87.21586608886719,84.77527160644532,83.26217880249024,1,-0.004790198232180631,0.0,0.0,-0.004790198232180631,0.9169622212338229
2010-09-28,87.52114868164062,85.1538703918457,83.28403327941895,1,0.0035003102814157305,0.0,0.0,0.0035003102814157305,0.9201718735244774
2010-09-29,87.36851501464844,85.52483749389648,83.31705535888672,1,-0.0017439632510697356,0.0,0.0,-0.0017439632510697356,0.9185671275923827
2010-09-30,87.10899353027344,85.76325798034668,83.31045822143555,1,-0.0029704234337906144,0.0,0.0,-0.0029704234337906144,0.9158385942710725
2010-10-01,87.475341796875,85.98165740966797,83.31001808166504,1,0.004205630805207861,0.0,0.0,0.004205630805207861,0.9196902732757372
2010-10-04,86.81897735595703,86.11333656311035,83.29077392578125,1,-0.007503422420938932,0.0,0.0,-0.007503422420938932,0.9127894486589205
2010-10-05,88.56678771972656,86.37985496520996,83.30003982543946,1,0.020131662650246573,0.0,0.0,0.020131662650246573,0.9311654179100265
2010-10-06,88.55915832519531,86.61676177978515,83.32509620666504,1,-8.61428389543617e-05,0.0,0.0,-8.61428389543617e-05,0.9310852046773916
2010-10-07,88.4522705078125,86.82896766662597,83.3486302947998,1,-0.001206965145155392,0.0,0.0,-0.001206965145155392,0.9299614172881762
2010-10-08,88.94840240478516,87.04472007751465,83.38883758544922,1,0.005609035179360733,0.0,0.0,0.005609035179360733,0.9351776035931937
2010-10-11,89.03238677978516,87.21760559082031,83.43472045898437,1,0.0009441920566239936,0.0,0.0,0.0009441920566239936,0.936060590858039
2010-10-12,89.3071517944336,87.40688514709473,83.51523635864258,1,0.003086124326061812,0.0,0.0,0.003086124326061812,0.9389493902181538
2010-10-13,90.00167846679688,87.61456871032715,83.59083488464356,1,0.0077768315124631116,0.0,0.0,0.0077768315124631116,0.9462514414246104
2010-10-14,89.65060424804688,87.80583839416504,83.67350105285645,1,-0.003900751905193789,0.0,0.0,-0.003900751905193789,0.942560349311681
2010-10-15,89.83379364013672,88.00466461181641,83.75716789245605,1,0.0020433704114586337,0.0,0.0,0.0020433704114586337,0.9444863492404786
2010-10-18,90.27645874023438,88.15998458862305,83.85017265319824,1,0.004927601097098444,0.0,0.0,0.004927601097098444,0.9491404012111905
2010-10-19,89.09342193603516,88.26493034362792,83.90422149658202,1,-0.01310459914697526,0.0,0.0,-0.01310459914697526,0.9367022967191185
2010-10-20,89.96353149414062,88.43475189208985,83.97747398376465,1,0.009766260394961312,0.0,0.0,0.009766260394961312,0.9458503752614358
2010-10-21,90.1619644165039,88.64960556030273,84.0666136932373,1,0.0022057040121441496,0.0,0.0,0.0022057040121441496,0.947936641229038
2010-10-22,90.32987976074219,88.78431663513183,84.13627632141113,1,0.0018623745093062638,0.0,0.0,0.0018623745093062638,0.9497020542661003
2010-10-25,90.5970230102539,88.95337448120117,84.20573898315429,1,0.0029574184114857793,0.0,0.0,0.0029574184114857793,0.9525107206068127
2010-10-26,90.61229705810547,89.10793190002441,84.3047467803955,1,0.00016859326437068667,0.0,0.0,0.00016859326437068667,0.9526713074985479
2010-10-27,90.35277557373047,89.25714492797852,84.4112085723877,1,-0.002864086805001498,0.0,0.0,-0.002864086805001498,0.9499427741772378
2010-10-28,90.36804962158203,89.42009773254395,84.5092847442627,1,0.00016904901653069793,0.0,0.0,0.00016904901653069793,0.950103361068973
2010-10-29,90.43675994873047,89.56816864013672,84.61235527038575,1,0.000760338719671072,0.0,0.0,0.000760338719671072,0.9508257614420833
2010-11-01,90.46724700927734,89.75058212280274,84.69230743408202,1,0.000337109164062932,0.0,0.0,0.000337109164062932,0.9511462935196926
2010-11-02,91.18473815917969,89.8814796447754,84.7754298400879,1,0.007930949306203194,0.0,0.0,0.007930949306203194,0.9586897865563804
2010-11-03,91.55108642578125,90.03107604980468,84.863500289917,1,0.004017648939913965,0.0,0.0,0.004017648939913965,0.9625414655610449
2010-11-04,93.31413269042969,90.27416915893555,84.95038681030273,1,0.01925751330190617,0.0,0.0,0.01925751330190617,0.981077620637723
2010-11-05,93.66527557373047,90.51001281738282,85.04108741760254,1,0.0037630193109730037,0.0,0.0,0.0037630193109730037,0.9847694346697462
2010-11-08,93.48970794677734,90.73287887573242,85.12867240905761,1,-0.0018744153142956632,0.0,0.0,-0.0018744153142956632,0.982923567760351
2010-11-09,92.81803894042969,90.90842323303222,85.20862174987793,1,-0.007184416564120943,0.0,0.0,-0.007184416564120943,0.9758618353988686
2010-11-10,93.1920394897461,91.06794128417968,85.29474037170411,1,0.004029395078648967,0.0,0.0,0.004029395078648967,0.9797939682758662
2010-11-11,92.84093475341797,91.22745780944824,85.39131690979004,1,-0.003767539998593472,0.0,0.0,-0.003767539998593472,0.9761025553100062
2010-11-12,91.74187469482422,91.32286186218262,85.4794841003418,1,-0.011838097726103336,0.0,0.0,-0.011838097726103336,0.9645473578695472
2010-11-15,91.61213684082031,91.38964576721192,85.58009521484375,1,-0.00141416179291598,0.0,0.0,-0.00141416179291598,0.96318333184859
2010-11-16,90.18486022949219,91.44421768188477,85.66301719665528,1,-0.01557955813003331,0.0,0.0,-0.01557955813003331,0.9481773611401757
2010-11-17,90.23067474365234,91.45757484436035,85.74897842407226,1,0.0005080067102567476,0.0,0.0,0.0005080067102567476,0.9486590416021484
2010-11-18,91.55868530273438,91.52741088867188,85.87342460632324,1,0.014717949997103963,0.0,0.0,0.014717949997103963,0.9626213579407494
2010-11-19,91.81056213378906,91.60144500732422,86.00790542602539,1,0.0027509878524563103,0.0,0.0,0.0027509878524563103,0.9652695176029594
2010-11-22,91.73423767089844,91.65830574035644,86.14511520385742,1,-0.0008313255154608346,0.0,0.0,-0.0008313255154608346,0.9644670644236795
