Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,ret_port,equity,drawdown,leverage,turnover,w_SPY,w_QQQ,w_IWM,w_EFA,w_EEM,w_TLT,w_LQD,w_GLD
2010-01-05,85.50494384765625,40.3935661315918,51.45295715332031,35.7965087890625,31.009307861328125,57.35210037231445,59.041324615478516,109.69999694824219,0.002643823521444766,0.0,-0.0034447355059263884,0.000881370918712765,0.0072321032170061805,0.006437915483279433,0.004764867349414281,-0.0009112174071557178,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-06,85.56514739990234,40.149932861328125,51.404541015625,35.94780731201172,31.074188232421875,56.5843505859375,58.867332458496094,111.51000213623047,0.0007038466431206203,-0.006049749920982173,-0.0009414217170951034,0.004217720802455638,0.0020901011958169846,-0.013477011095332614,-0.0029513063347934576,0.016364952672509148,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-07,85.92633819580078,40.176029205322266,51.7838249206543,35.80911636352539,30.893980026245117,56.67951202392578,58.94028854370117,110.81999969482422,0.0042123529191195885,0.0006497611541989023,0.007351325116756957,-0.003865581579697519,-0.005816170438627477,0.0016803499048476667,0.0012385632425280235,-0.006207031449164013,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-08,86.2123031616211,40.506683349609375,52.066253662109375,36.092803955078125,31.139062881469727,56.65415573120117,59.06935119628906,111.37000274658203,0.003322498965126819,0.008196452126529419,0.005439176197168383,0.00789100102880802,0.007901728463676871,-0.00044746267635975556,0.002187324769899135,0.004950755381378791,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-11,86.33271026611328,40.34136199951172,51.85645294189453,36.38912582397461,31.074188232421875,56.34323501586914,59.131107330322266,112.8499984741211,0.0013956604325437993,-0.004089686517656954,-0.004037635509960946,0.008176479866823794,-0.0020855580250493944,-0.005503162470512635,0.0010449390877544928,0.013201473675457542,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-12,85.52751159667969,39.83665084838867,51.29155349731445,35.960418701171875,30.576814651489258,57.307682037353516,59.24336242675781,110.48999786376953,-0.009370458765111778,-0.012589930826134133,-0.010953291524838704,-0.011851135850092565,-0.01613548356757244,0.016972501382258365,0.0018966104822366603,-0.021134489951311508,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-13,86.24990844726562,40.33265686035156,51.95328140258789,36.263031005859375,30.6705265045166,56.641448974609375,58.996395111083984,111.54000091552734,0.008410897184480959,0.01237412059833165,0.012818790736174535,0.008379939667372938,0.0030601141008701482,-0.011693650466956917,-0.004177404960272746,0.00945827937853938,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-14,86.48320007324219,40.36746597290039,52.14695358276367,36.540428161621094,30.59123420715332,57.43455123901367,59.20963668823242,112.02999877929688,0.00270118183854251,0.0008626781096614522,0.0037208831209998294,0.007620475766996204,-0.002588640637183115,0.013905028958359544,0.003607968311328591,0.004383402504944733,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-15,85.5124740600586,39.8975715637207,51.38840103149414,35.96672821044922,30.2380428314209,57.78990936279297,59.187164306640625,110.86000061035156,-0.011287915528177983,-0.01170870386129863,-0.014653277172575585,-0.01582497376694736,-0.011612676067564554,0.006168121743896471,-0.00037961130153618683,-0.010498532177149578,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-19,86.5810317993164,40.541507720947266,52.33258056640625,36.31977844238281,30.850730895996094,57.624935150146484,59.23771667480469,111.5199966430664,0.012418498496553632,0.01601087229925735,0.018206646365334755,0.009768158831414464,0.0200596139656537,-0.0028588060002281424,0.0008537457807129556,0.0059357674133195815,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-20,85.70059204101562,39.958473205566406,51.57402801513672,35.39302444458008,30.10829734802246,58.20863723754883,59.19844055175781,108.94000244140625,-0.010221025360408476,-0.014485586296702824,-0.014600919762402409,-0.025847702425053853,-0.024359648828811142,0.010078373930628715,-0.0006632455055353148,-0.023406622544498212,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-21,84.05265045166016,39.584312438964844,50.7266845703125,34.63648986816406,29.2000732421875,58.47514724731445,59.35557174682617,107.37000274658203,-0.019416340293424206,-0.009407855740604099,-0.01656611770925842,-0.021607004325408852,-0.03062957560531432,0.004568080721563561,0.002650796612136297,-0.01451645533950785,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-22,82.17897033691406,38.42695999145508,49.8148078918457,33.9619140625,28.55133628845215,58.37362289428711,59.26579666137695,107.16999816894531,-0.022543959569663485,-0.029673592881453104,-0.018139807966176758,-0.019668024690083108,-0.022467477358767862,-0.0017377055565308552,-0.0015136413243972413,-0.001864497387188635,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-25,82.600341796875,38.557498931884766,49.871280670166016,34.37799835205078,28.76036834716797,58.10713577270508,59.26016616821289,107.4800033569336,0.005114384481716527,0.0033913095543125493,0.0011330123425685734,0.012177054850524005,0.007294600184997169,-0.004575649911203961,-9.50086045934384e-05,0.002888473340999731,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-26,82.25421142578125,38.59230041503906,49.379032135009766,34.182579040527344,28.162113189697266,58.12617874145508,59.1030387878418,107.55999755859375,-0.004199227415339735,0.0009021795470469662,-0.009919416019195104,-0.005700647461650554,-0.021020769669326977,0.00032766800120942463,-0.002655005374843533,0.0007439937221862536,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-27,82.6455078125,38.89686584472656,49.90355682373047,34.144744873046875,28.090023040771484,58.094444274902344,58.889793395996094,106.52999877929688,0.0047458797743127334,0.007860892373396933,0.010566395869044953,-0.0011074389916116978,-0.002563109358085569,-0.000546107334788104,-0.0036145521735440056,-0.009622184538243594,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-28,81.69738006591797,37.89616394042969,49.04816436767578,33.571041107177734,27.89541244506836,58.06276321411133,58.80555725097656,106.4800033569336,-0.011538537238885205,-0.02606378616052174,-0.017289517635552087,-0.016944866982624873,-0.006952214548699764,-0.0005454859368860809,-0.0014314271369206821,-0.0004694185510532023,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-01-29,80.8094482421875,37.23483657836914,48.50748062133789,33.08560562133789,27.592662811279297,58.57035827636719,59.18156051635742,105.95999908447266,-0.010928041233875696,-0.017605101445924642,-0.011084735949420832,-0.014565511224951866,-0.010912349604997207,0.008704187292659427,0.006373654096731407,-0.0048955498497216254,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-02-01,82.06610870361328,37.64381408691406,49.0804328918457,33.690826416015625,28.335105895996094,58.03866958618164,58.91781234741211,108.3499984741211,0.015431233777933429,0.01092385003898011,0.01174241426612399,0.0181272748180068,0.026551629690200418,-0.009119231753255796,-0.004466553903432313,0.022305058135940747,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-02-02,83.0593490600586,37.983177185058594,49.62110900878906,34.25191879272461,28.56576919555664,58.20420837402344,59.10382080078125,109.12999725341797,0.012030275028080517,0.008974715780222464,0.010955888118882928,0.01651699915726601,0.008107592816633868,0.0028481555627442035,0.0031521103787381932,0.007173093057516233,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-02-03,82.6455078125,38.192020416259766,49.290252685546875,33.89256286621094,28.399978637695312,57.52925109863281,59.04180145263672,108.69999694824219,-0.004994930333253045,0.005483248118392403,-0.006689980838464393,-0.010546980443684184,-0.005820726744086624,-0.011664127744602126,-0.001049879845877122,-0.003948040904900196,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-02-04,80.09457397460938,37.08690643310547,47.64398956298828,32.51190185546875,27.116928100585938,58.4398078918457,59.036197662353516,104.37000274658203,-0.03135235971580741,-0.02936262317649918,-0.03396986225531462,-0.04158937260622331,-0.04623020694381941,0.01570376639481097,-9.491675552464329e-05,-0.04064946190433538,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-02-05,80.2601318359375,37.400169372558594,47.829620361328125,32.455162048339844,26.814189910888672,58.56711959838867,58.85579299926758,104.68000030517578,0.0020648963099239026,0.008411252099423283,0.0038886354544409585,-0.0017467257451948548,-0.011226964347580637,0.0021761404989444344,-0.003060509927606425,0.0029657764294865885,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-02-08,79.68070220947266,37.13040542602539,47.353515625,31.812103271484375,26.547481536865234,58.6435432434082,58.91217803955078,104.04000091552734,-0.007245581340757923,-0.0072390458631379495,-0.010004055910668885,-0.020012684093584365,-0.00999633586148807,0.0013040393083123547,0.0009575616204342552,-0.006132631197051985,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-02-09,80.68150329589844,37.5132942199707,48.007179260253906,32.81452178955078,27.41245460510254,58.057743072509766,58.77691650390625,105.41000366210938,0.012481919624787174,0.010259195459066284,0.013709503145735713,0.03102433150152617,0.03206257192986195,-0.010039393901962512,-0.002298625811096855,0.013082093628457692,0.0,1.0,0.0,0.0,0.0,,,,,,,,
2010-02-10,80.52349090576172,37.43498229980469,48.12013244628906,32.606468200683594,27.34037208557129,57.50379180908203,58.32032012939453,105.12000274658203,-0.001960391382717752,-0.0020897598264317807,0.002350075873656543,-0.006360475141375943,-0.00263301697948215,-0.009587195375919677,-0.007798624489601558,-0.0027549621443085925,0.0,1.0,0.0,0.0,0.0,,,,,,,,
