Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,ret_SPY,ret_QQQ,ret_IWM,ret_EFA,ret_EEM,ret_TLT,ret_LQD,ret_GLD,w_SPY,w_QQQ,w_IWM,w_EFA,w_EEM,w_TLT,w_LQD,w_GLD,avg_corr,regime,ret_port,eq_port
2021-06-16,396.48834228515625,331.7705993652344,217.6257781982422,71.33629608154297,49.23298645019531,121.78433990478516,112.06433868408203,171.11000061035156,-0.005599079577112143,-0.0036588595587874195,-0.0021293616097128876,-0.006173611703517601,-0.013715152983926782,-0.0008511324701645506,-0.002855232232628957,-0.017036003680355627,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.7054326328962908,LOW,-0.006518776969720037,2.063954307672091
2021-06-17,396.3568115234375,335.9832763671875,215.18319702148438,70.84152221679688,49.50493621826172,123.60767364501953,112.6883544921875,165.85000610351562,-0.000331794329053281,0.012617621685541813,-0.011287229465831494,-0.006959958563798274,0.005508531036197528,0.014860852803677993,0.005552924885972921,-0.031222825916410457,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6792960485604767,LOW,-0.0014955459866678503,2.060867569090586
2021-06-18,391.0098876953125,333.34661865234375,210.29806518554688,69.3748550415039,49.160465240478516,125.93226623535156,113.278564453125,164.92999267578125,-0.013581996874007629,-0.00787854053096737,-0.022963862076583297,-0.020920818208262304,-0.006982637729336272,0.018631565245398996,0.005223873528666267,-0.005562705142465596,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6869248480802549,LOW,-0.006240311499418869,2.048007113500411
2021-06-21,396.6075134277344,335.41845703125,214.7950439453125,70.28489685058594,49.368961334228516,123.82368469238281,112.62086486816406,166.9499969482422,0.014214312615741242,0.006196032306506005,0.021158407080830166,0.013032454622193157,0.0042321651957140105,-0.0168855367412295,-0.005822957988979027,0.012173251058175794,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6970509181062107,LOW,0.0056553054622471175,2.0595892193161105
2021-06-22,398.7279052734375,338.5450744628906,215.7701873779297,70.2937240600586,49.142330169677734,124.12619018554688,112.80638122558594,166.25,0.005332082086623835,0.009278365121762278,0.0045296044778018185,0.00012558395333606143,-0.0046011286810521135,0.002440054816746695,0.0016459092901781602,-0.004201668574228101,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6880429481316426,LOW,0.001744313572709526,2.06318178874557
2021-06-23,398.2472839355469,338.7106628417969,216.48025512695312,69.84312438964844,49.44148254394531,123.80643463134766,112.62932586669922,166.13999938964844,-0.0012061138230201607,0.0004889980935853799,0.0032854489801090736,-0.006430874224959027,0.006069014460979183,-0.0025793760036059155,-0.0015707839505587629,-0.000661876798756289,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6774171349743539,LOW,-0.00037682808198612845,2.062404323909328
2021-06-24,400.6031494140625,340.8049011230469,219.53819274902344,70.51460266113281,49.89474105834961,124.0051498413086,112.8485336303711,166.0399932861328,0.005898156175081937,0.006163935082665439,0.014026873289637365,0.009568171391773461,0.009125808161237536,0.0016037608005774473,0.0019443845459843345,-0.0006021199876098393,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6844695917352764,LOW,0.005766756673241081,2.0742977078071534
2021-06-25,402.02618408203125,340.38592529296875,219.9074249267578,70.6648178100586,50.311744689941406,122.71759033203125,112.55338287353516,166.58999633789062,0.0035459360869189993,-0.0012301277899346985,0.0016804457697254804,0.0021280042815110534,0.008322935100894657,-0.010437393789960225,-0.002618885678581151,0.003306999189259585,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6705829329384289,LOW,0.00043375917665628696,2.0751974534730318
2021-06-28,402.8366394042969,344.5256042480469,218.16542053222656,70.21421813964844,50.3570671081543,123.97930908203125,113.03401184082031,166.5800018310547,0.0020138974556536127,0.012088362326601931,-0.007953077186146018,-0.0063969944708111015,0.0009004262683847131,0.010228987509315779,0.004261139636260403,-5.9996439618181796e-05,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6690952108285987,LOW,0.0020023311547030433,2.079352685986281
2021-06-29,403.05340576171875,345.7724304199219,217.12399291992188,70.23187255859375,50.32080841064453,124.1866455078125,113.16898345947266,164.8300018310547,0.000537955181230565,0.003612432500589513,-0.004784998519062,0.0002514049191475465,-0.0007202913031401081,0.0016709501862610665,0.0011933673512256604,-0.010561034647227352,0.12,0.12,0.12,0.12,0.12,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6764716482116693,LOW,-0.0011586486145135546,2.076943446877578
2021-06-30,403.3926696777344,345.2268981933594,217.1523895263672,69.69292449951172,49.99446105957031,124.73973083496094,113.29544067382812,165.6300048828125,0.0008413803386542185,-0.0015789663384992991,0.00013077665575877973,-0.007703434067998671,-0.006506457174377811,0.00444377366053228,0.0011167955230311222,0.004841763592293269,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6806320878853123,LOW,-0.0016771832421102677,2.073460032133664
2021-07-01,405.6260986328125,345.36334228515625,219.06480407714844,69.86080169677734,49.713436126708984,124.74665069580078,113.19659423828125,166.1999969482422,0.005521341942708702,0.00039515210489415864,0.008768232116079133,0.002405916098696892,-0.005636979315270629,5.547285426299453e-05,-0.000872846957826745,0.0034354496150825753,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6692045421798511,LOW,0.002007124438971909,2.077621724437391
2021-07-02,408.7264709472656,349.3276062011719,216.98199462890625,70.09934997558594,49.6590461730957,125.49943542480469,113.51763153076172,167.2899932861328,0.007614361174336004,0.011413152731191367,-0.00955321903455264,0.0034088061059041053,-0.0010946684189785394,0.006016373813229059,0.002832089657990977,0.00653692915069648,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6614916467770515,LOW,0.0029118420507251485,2.0836714307401083
2021-07-06,407.98199462890625,350.83740234375,213.82936096191406,69.6399154663086,48.788787841796875,126.97038269042969,113.93157196044922,168.1199951171875,-0.0018231145039946384,0.004312693334430406,-0.014636057773852684,-0.006575620149029682,-0.017680043628265363,0.011652592145015461,0.0036398534735866406,0.004949187883217299,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6631081979874919,LOW,-0.004474900601859287,2.0743472082006122
2021-07-07,409.4237976074219,351.57763671875,211.84124755859375,70.01982879638672,48.734397888183594,128.0951690673828,114.3202133178711,168.75999450683594,0.003527756929269543,0.0021076845109080367,-0.009341156377433713,0.00544056942387261,-0.0011154262208599164,0.00881964389354728,0.003405377377656116,0.0037995736126816837,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6667512691942334,LOW,0.0011674148481133882,2.076768831931608
2021-07-08,406.0878601074219,349.45428466796875,209.8909912109375,69.11863708496094,47.719093322753906,128.5970458984375,114.37935638427734,168.64999389648438,-0.008181259152941323,-0.006057808437516243,-0.00924885541413456,-0.012954064254344644,-0.02105350579282872,0.003910344305761093,0.0005172118845848672,-0.0006520293887515294,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6695347843705843,LOW,-0.008947577101509516,2.058186782685888
2021-07-09,410.42266845703125,351.6361083984375,214.32167053222656,70.2937240600586,48.544029235839844,126.78868865966797,113.8978271484375,169.2100067138672,0.010617986967721649,0.006224106892938508,0.020889713303740898,0.016858114946237457,0.01713960831346295,-0.014162008428928452,-0.004218818040357064,0.0033150614410244472,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6826426397015128,LOW,0.010472340532638829,2.079740815553951
2021-07-12,411.892822265625,353.00946044921875,214.50160217285156,70.5941162109375,48.589359283447266,126.62423706054688,113.83863830566406,169.0,0.003575648012320798,0.00389799879665631,0.0008391879015778869,0.004264280089713246,0.0009333567291172074,-0.0012978945074637593,-0.0005198012008147401,-0.0012418718351820957,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6825036172780506,LOW,0.001957704275137632,2.0838123330397393
2021-07-13,410.4886779785156,353.00946044921875,210.4590301513672,70.2230453491211,48.634681701660156,125.65512084960938,113.41625213623047,169.22000122070312,-0.0034148279142351967,0.0,-0.019026204608031172,-0.005270262752071098,0.0009323295151419941,-0.007682919331831073,-0.0037172943121230873,0.0013009357869862015,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.68101027354872,LOW,-0.004957919711935806,2.0734809587977865
2021-07-14,411.10125732421875,353.64263916015625,207.21170043945312,70.38208770751953,48.84318923950195,127.0828628540039,113.94002532958984,171.0399932861328,0.0014912048770243658,0.0017920526401589143,-0.015550024976072052,0.0022622563311873733,0.0042780551900247765,0.011298319083543618,0.00460751843587115,0.010697757313475442,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6851185773307891,LOW,0.0008573400388310873,2.0752586370435173
2021-07-15,409.69708251953125,351.15875244140625,206.03778076171875,69.71060180664062,48.961029052734375,128.484619140625,114.18504333496094,171.07000732421875,-0.0034214888270742705,-0.007048501980604804,-0.00568142436392538,-0.009586382352874345,0.0024097093624737553,0.010969864653281647,0.0021481032402261846,0.0001754642548270624,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.680339237270265,LOW,-0.0028462652960318147,2.06935190040461
2021-07-16,406.4836120605469,348.31463623046875,203.5005645751953,69.19813537597656,48.58028793334961,128.24232482910156,114.0245361328125,169.41000366210938,-0.007874450069947692,-0.008132208976356026,-0.012390774525365522,-0.0073784956373401656,-0.007806805667071703,-0.0018875648945622103,-0.0014066651276349873,-0.009751038308664306,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6852792267152292,LOW,-0.007842922135563745,2.053122134578656
2021-07-19,400.4807434082031,345.4606018066406,200.45205688476562,67.94354248046875,47.76443099975586,131.0544891357422,114.84396362304688,169.61000061035156,-0.014877929466305062,-0.00822759408883833,-0.015093678832394097,-0.0182968141455504,-0.016936609392390167,0.021691547447064252,0.007160714493323894,0.0011798535126086307,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6934643371297128,LOW,-0.009747079117876704,2.033110190694254
2021-07-20,406.2198181152344,349.4737854003906,206.6720733642578,68.43830108642578,47.91853713989258,129.79124450683594,114.68351745605469,169.38999938964844,0.014228753039131625,0.011549948545337863,0.0305582500970889,0.0072555226335699885,0.003221185052759701,-0.009685836047502505,-0.0013980564973863352,-0.0012979424872483492,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.689137483065415,LOW,0.009864729830052947,2.0531662734401803
2021-07-21,409.5086975097656,352.17181396484375,210.23179626464844,69.48088073730469,48.22675323486328,128.14712524414062,114.27794647216797,168.75999450683594,0.008063705393831277,0.007690611513570644,0.01707736325491016,0.015118992104828699,0.006411487231311241,-0.012748328455830737,-0.0035427045330118645,-0.003726190289075504,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6887685782502514,LOW,0.007363463967891117,2.0682846893147464
2021-07-22,410.3662109375,354.499755859375,206.88980102539062,69.50737762451172,48.317405700683594,129.35858154296875,114.75109100341797,169.08999633789062,0.0020918160357972226,0.006588492915010846,-0.01602442440956864,0.000381282388028481,0.0018779487741515943,0.009409230201644192,0.004131748616385877,0.0019535411866025143,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6842366532387867,LOW,0.0002193865128559598,2.0687384430803286
2021-07-23,414.58807373046875,358.639404296875,207.85548400878906,69.99333190917969,47.60124969482422,128.49327087402344,114.70037078857422,168.55999755859375,0.010235475419610118,0.011609781558101773,0.004656760490582279,0.006967079264094345,-0.014932847230217483,-0.0067117137933534465,-0.00044209973886211174,-0.0031393408805522327,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6604394246746349,LOW,0.0022795896261628462,2.073454317774419
2021-07-26,415.6057434082031,358.9218444824219,208.46139526367188,70.09051513671875,46.694732666015625,128.112548828125,114.4468994140625,168.16000366210938,0.002451644824271071,0.0007872225558829271,0.002910819680233878,0.0013875010599662119,-0.019227647549814986,-0.0029673709326178965,-0.0022123019634276986,-0.0023758261058626218,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6524627437618558,LOW,-0.0023741734421742914,2.0685315775995976
2021-07-27,413.711669921875,354.96722412109375,206.02828979492188,69.80777740478516,45.75196075439453,129.4796905517578,114.93692016601562,168.44000244140625,-0.0045677969596829016,-0.011079202602258142,-0.011740381022572244,-0.004042052433220533,-0.020396718613168385,0.010614873832016869,0.004272502727215688,0.0016636888817753714,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6573504900222772,LOW,-0.0071887798982104905,2.053661359375736
2021-07-28,413.5419006347656,356.33087158203125,209.05784606933594,70.10819244384766,46.99388885498047,129.48837280273438,115.1396713256836,169.2899932861328,-0.0004104407536820176,0.003834254976400331,0.014597500658553919,0.004294227471459244,0.026782920071336314,6.705267720974462e-05,0.0017624671057330232,0.0050335632022413535,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6521778036106406,LOW,0.008313292853529788,2.0707340476782043
2021-07-29,415.2571105957031,356.9640197753906,210.66726684570312,70.5941162109375,47.22957229614258,128.7701416015625,114.81017303466797,171.1699981689453,0.00413903102292057,0.0017752779875959135,0.007668965304891806,0.0069071460679221985,0.0050026592063625586,-0.005562124869349816,-0.0028658294372467807,0.01104402302009877,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.654684647229635,LOW,0.004253297315251033,2.079541495243793
2021-07-30,413.240478515625,355.1036682128906,209.2755889892578,70.23187255859375,46.77632522583008,129.37586975097656,114.90310668945312,169.82000732421875,-0.0048681760557522935,-0.0052252217777493115,-0.0066279634564256895,-0.005144568193051313,-0.00964302441577436,0.004692919777668614,0.0008091274476340615,-0.007918108309763028,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6499790164469695,LOW,-0.005202503362764499,2.068722673621779
2021-08-02,412.37347412109375,355.13287353515625,208.2342071533203,70.58529663085938,47.11174011230469,130.52980041503906,115.23572540283203,169.61000061035156,-0.0021002666209000154,8.224111423604796e-05,-0.004988548796590386,0.005019626745681904,0.007145025562409479,0.008879669654459299,0.0028905938381225127,-0.0012374082182162738,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6525552115958552,LOW,0.0015274828323982939,2.0718826119907297
2021-08-03,415.7283020019531,357.28546142578125,209.09573364257812,71.0888900756836,47.31116485595703,130.59906005859375,115.35419464111328,169.49000549316406,0.008102497377507234,0.00604306300323465,0.004128760622640115,0.007109207083262348,0.004224081863295037,0.000530463350953525,0.0010275318945618395,-0.0007077270423847537,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6465883166206892,LOW,0.004793902138865676,2.0818150144758305
2021-08-04,413.6833801269531,357.8017272949219,206.4921875,70.87686920166016,47.55592727661133,130.86764526367188,115.37958526611328,169.52999877929688,-0.004931027769655039,0.001443924508735428,-0.012529624039813392,-0.0029869319579036713,0.005160123668952021,0.002054451248136857,0.00022008589390498656,0.00023593466942628538,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6515666246253745,LOW,-0.0020476009069183357,2.0775522881641537
2021-08-05,416.3031921386719,360.0712890625,210.20338439941406,71.221435546875,47.483402252197266,130.20054626464844,114.9056625366211,168.86000061035156,0.00631292312398557,0.006323038413301951,0.017812980411150647,0.00484969924394818,-0.0015262110718050614,-0.005110545616764384,-0.004115968374718726,-0.003959922253452319,0.16,0.16,0.16,0.16,0.16,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.6491172834998162,LOW,0.004524493069630645,2.0869521590937476
