t0,proba,signal,ret_next,pnl_net
2023-03-01,0.9999999996154867,1.0,0.004129108374581136,0.004129108374581136
2023-03-02,0.9461272773326036,1.0,0.03509032939175771,0.03509032939175771
2023-03-03,1.0,1.0,0.01853924566925036,0.01853924566925036
2023-03-06,1.0,1.0,-0.01449633446055032,-0.01449633446055032
2023-03-07,0.9999999014603181,1.0,0.008377048298173762,0.008377048298173762
2023-03-08,0.9999999999342197,1.0,-0.014914631173437831,-0.014914631173437831
2023-03-09,0.9964861390337825,1.0,-0.013878681704273532,-0.013878681704273532
2023-03-10,3.7927421642943975e-06,0.0,0.013266011916677423,-0.0005
2023-03-13,4.453001101713419e-05,0.0,0.0140890524801085,0.0
2023-03-14,0.9974298130772621,1.0,0.0026215758190892835,0.0021215758190892835
2023-03-16,0.9969673349943716,1.0,-0.005453688015378821,-0.005453688015378821
2023-03-17,1.0,1.0,0.015483686527665519,0.015483686527665519
2023-03-20,0.9999999999993296,1.0,0.011944216413130704,0.011944216413130704
2023-03-21,1.0,1.0,-0.009103491063545466,-0.009103491063545466
2023-03-22,0.9999438157262733,1.0,0.006969466210056341,0.006969466210056341
2023-03-23,1.0,1.0,0.008305571941700451,0.008305571941700451
2023-03-24,0.9999999997446156,1.0,-0.012293211766442491,-0.012293211766442491
2023-03-27,0.9999999999934013,1.0,-0.003980614187323206,-0.003980614187323206
2023-03-28,0.9999999999998002,1.0,0.01979101534553429,0.01979101534553429
2023-03-29,0.9998864442015108,1.0,0.009889905012320233,0.009889905012320233
2023-03-30,0.9999996194523046,1.0,0.015644142296642682,0.015644142296642682
2023-03-31,0.9690262007477567,1.0,0.007701586434234242,0.007701586434234242
2023-04-03,0.9999999998740483,1.0,-0.003249539007857183,-0.003249539007857183
2023-04-04,0.9955620456533314,1.0,-0.011290363955983707,-0.011290363955983707
2023-04-05,0.9999999919757204,1.0,0.005495853838648923,0.005495853838648923
2023-04-06,0.9842638814679185,1.0,0.0,0.0
2023-04-10,0.9999927510580533,1.0,-0.007591223892950527,-0.007591223892950527
2023-04-11,0.9999953380699662,1.0,-0.004353110737448929,-0.004353110737448929
2023-04-12,0.9999999999977385,1.0,0.034103681700643484,0.034103681700643484
2023-04-13,0.7993480557914113,1.0,-0.0021140238366849085,-0.0021140238366849085
2023-04-18,0.05249859621651814,0.0,0.0069683177285586595,-0.0005
2023-04-19,0.9985642860658601,1.0,-0.005846320035098218,-0.0063463200350982185
2023-04-20,0.9999818654454615,1.0,-0.009780894537707252,-0.009780894537707252
2023-04-21,0.9999997811723368,1.0,0.001878727775659783,0.001878727775659783
2023-04-25,0.9999998981709234,1.0,-6.10393021406308e-05,-6.10393021406308e-05
2023-04-27,0.9999998700998156,1.0,0.00754088629909333,0.00754088629909333
2023-04-28,0.002215939879769778,0.0,-0.0005303107079875913,-0.0005
2023-05-02,0.4318873125126702,0.0,-0.006467184723484287,-0.0
2023-05-03,0.9999997982904361,1.0,-0.009913443635668151,-0.010413443635668151
2023-05-04,0.9999992510766151,1.0,0.04692693738986975,0.04692693738986975
2023-05-05,0.9693588915532996,1.0,-0.00040332860483727195,-0.00040332860483727195
2023-05-09,0.07489661344932887,0.0,0.010420763992672777,-0.0005
2023-05-10,3.2273089405234303e-07,0.0,0.00109477406953995,0.0
2023-05-12,0.0007599994543258157,0.0,-0.0028972505579476504,-0.0
2023-05-17,0.9431563929652885,1.0,0.013666271194178847,0.013166271194178847
2023-05-18,0.8018411663232345,1.0,0.0006283560174056291,0.0006283560174056291
2023-05-22,0.999999990598693,1.0,-0.01515492781602612,-0.01515492781602612
2023-05-23,0.9999999982063965,1.0,0.0016321197717621416,0.0016321197717621416
2023-05-25,0.9999999999851563,1.0,0.014104755786297218,0.014104755786297218
2023-05-26,0.9999999983409751,1.0,0.0,0.0
2023-05-30,0.9999997309066737,1.0,-0.0002819522618271453,-0.0002819522618271453
2023-06-01,0.6859374709337844,1.0,0.004775304603656494,0.004775304603656494
2023-06-02,0.04274535187530706,0.0,-0.007571193855868019,-0.0005
2023-06-05,0.9998886594838853,1.0,-0.0020603863931157873,-0.0025603863931157873
2023-06-07,0.9999846396033786,1.0,0.015465062503199567,0.015465062503199567
2023-06-08,0.9999945730219335,1.0,0.0021598283211194946,0.0021598283211194946
2023-06-12,0.9940167117371168,1.0,-0.002611581320926759,-0.002611581320926759
2023-06-14,0.9962016656898343,1.0,0.011198582959412562,0.011198582959412562
2023-06-15,0.960883734955339,1.0,-0.0058598229486576114,-0.0058598229486576114
2023-06-16,0.9992893326363762,1.0,0.0,0.0
2023-06-21,0.9996814905438804,1.0,0.016525344086145033,0.016525344086145033
2023-06-22,0.9999328168765705,1.0,-0.0017113050423308573,-0.0017113050423308573
2023-06-26,0.9992534952290788,1.0,0.015059131249321345,0.015059131249321345
2023-06-27,0.9996856959132354,1.0,0.006327750344335525,0.006327750344335525
2023-06-28,0.9847075161192566,1.0,0.0017966187174291992,0.0017966187174291992
2023-06-30,0.9993221645589019,1.0,-0.0077847641725852235,-0.0077847641725852235
2023-07-03,0.9973869688256338,1.0,0.0,0.0
2023-07-05,0.9980887961601438,1.0,0.0025088243507647157,0.0025088243507647157
2023-07-07,0.9999857633716581,1.0,-0.010855846444819961,-0.010855846444819961
2023-07-10,0.9998930032423968,1.0,-0.002810131262710347,-0.002810131262710347
2023-07-12,0.9999373818197771,1.0,0.004057393120042052,0.004057393120042052
2023-07-13,0.9998225412047004,1.0,0.0007874049540921302,0.0007874049540921302
2023-07-17,0.9986334227323278,1.0,-0.0013402495118122193,-0.0013402495118122193
2023-07-19,0.9899322082639632,1.0,-0.010097371493211438,-0.010097371493211438
2023-07-20,0.9719211999330247,1.0,-0.006161715636120335,-0.006161715636120335
2023-07-21,0.66912000708943,1.0,0.00422012087460244,0.00422012087460244
2023-07-24,0.9776254662934042,1.0,0.004513688993796672,0.004513688993796672
2023-07-25,0.9613385014526507,1.0,0.0045449648308095725,0.0045449648308095725
2023-07-26,0.9708580909841096,1.0,-0.006581027086359104,-0.006581027086359104
2023-07-27,0.9905870371929798,1.0,0.013507969176386192,0.013507969176386192
2023-07-28,0.964651782207776,1.0,0.0031658594573333865,0.0031658594573333865
2023-07-31,0.9997068069917332,1.0,-0.0042756040265556905,-0.0042756040265556905
2023-08-01,0.9960266529167352,1.0,-0.015490181401197067,-0.015490181401197067
2023-08-02,0.9887423449221213,1.0,-0.007321790731767308,-0.007321790731767308
2023-08-03,0.1818205703764548,0.0,-0.04801990402459744,-0.0005
2023-08-04,0.9999950094353431,1.0,-0.017253767375913664,-0.017753767375913665
2023-08-07,0.0009345856379506258,0.0,0.005311787694817216,-0.0005
2023-08-08,7.048889789971173e-05,0.0,-0.008954515096488702,-0.0
2023-08-09,1.3403870205750838e-07,0.0,-0.0012345669391493619,-0.0
2023-08-14,5.499540286400908e-10,0.0,-0.011200300437648858,-0.0
2023-08-15,3.989319864140511e-11,0.0,-0.004959120167751463,-0.0
2023-08-16,0.0003728781162016615,0.0,-0.014555152617748535,-0.0
2023-08-17,0.002884910024166255,0.0,0.002816255843511639,0.0
2023-08-21,4.01403001599892e-05,0.0,0.007904964472261744,0.0
2023-08-22,0.16954623117814693,0.0,0.02194886388186834,0.0
2023-08-23,0.9893636175272449,1.0,-0.026170372248887075,-0.026670372248887075
2023-08-24,0.9999726198115833,1.0,0.012643008715644388,0.012643008715644388
2023-08-25,0.9999960127165893,1.0,0.008846220570792651,0.008846220570792651
2023-08-28,0.9999947270338135,1.0,0.021810121385584358,0.021810121385584358
2023-08-29,0.9999999351273909,1.0,0.019172358075602247,0.019172358075602247
2023-08-30,0.999987864060963,1.0,0.0011722257064925579,0.0011722257064925579
2023-09-01,0.9710861526806863,1.0,0.0,0.0
2023-09-06,0.9992471136430919,1.0,-0.02924946741688106,-0.02924946741688106
2023-09-07,0.9909090558278459,1.0,0.003491673984195476,0.003491673984195476
2023-09-08,0.251331623352755,0.0,0.006622485631189834,-0.0005
2023-09-11,0.01012804909985157,0.0,-0.017060409167358404,-0.0
2023-09-12,1.5690453163607976e-08,0.0,-0.0118549097415942,-0.0
2023-09-13,0.0016508219495235431,0.0,0.00878246192846932,0.0
2023-09-14,0.9999999566846159,1.0,-0.004153931672041256,-0.004653931672041256
2023-09-15,0.9999846780298786,1.0,0.01691324031743746,0.01691324031743746
2023-09-18,0.9803429642080204,1.0,0.00618096178577443,0.00618096178577443
2023-09-19,0.9788876496521522,1.0,-0.01999217326074043,-0.01999217326074043
2023-09-20,0.9923253191619985,1.0,-0.008889528862696783,-0.008889528862696783
2023-09-21,0.7632987006031934,1.0,0.0049444951320012365,0.0049444951320012365
2023-09-22,0.8453643547287008,1.0,0.007380339235377287,0.007380339235377287
2023-09-25,0.5215209844094659,0.0,-0.023398346728481623,-0.0005
2023-09-26,0.0009164160223322488,0.0,-0.008897465354068435,-0.0
2023-09-27,0.0726298808042681,0.0,0.0015255458410070588,0.0
2023-09-29,0.852445273635172,1.0,0.01483560126721839,0.01433560126721839
2023-10-02,0.7655422364256189,1.0,-0.007769835645664025,-0.007769835645664025
2023-10-03,0.08404304827735713,0.0,0.0073086394419139555,-0.0005
2023-10-04,0.9990600890680295,1.0,0.007197938563631379,0.006697938563631378
2023-10-05,0.9755072730739986,1.0,0.014750461009717108,0.014750461009717108
2023-10-06,0.8808695107880795,1.0,0.008451226808630752,0.008451226808630752
2023-10-09,0.004748312390418919,0.0,-0.0033523846712268934,-0.0005
2023-10-10,0.012280991522043413,0.0,0.007904167059668232,0.0
2023-10-11,0.014720999436004589,0.0,0.005061155232955583,0.0
2023-10-12,0.00340016023071436,0.0,-0.010292685946460045,-0.0
2023-10-13,0.004432115643162168,0.0,-0.0007268626447565207,-0.0
2023-10-17,2.9775193910024907e-06,0.0,-0.0073949153564002446,-0.0
2023-10-18,3.3827446708049855e-07,0.0,-0.0021609578420880293,-0.0
2023-10-20,0.9942236051148237,1.0,0.0006939414967923607,0.0001939414967923607
2023-10-24,0.27600217424395496,0.0,-0.013491545052645604,-0.0005
2023-10-25,0.9999920277480158,1.0,-0.024605644370848334,-0.025105644370848335
2023-10-26,0.9999999938477346,1.0,0.007969468236795674,0.007969468236795674
2023-10-27,0.9999999983925767,1.0,0.012305254732045245,0.012305254732045245
2023-10-30,0.9999890283418256,1.0,0.00281861700558661,0.00281861700558661
2023-11-01,0.9994334574790851,1.0,0.020693302969716942,0.020693302969716942
2023-11-02,0.5418656116311278,0.0,-0.005181117404646218,-0.0005
2023-11-03,0.8525457410747375,1.0,0.014605169861868328,0.014105169861868327
2023-11-06,0.06504229800786751,0.0,0.01445063746971531,-0.0005
2023-11-07,0.07876935270636518,0.0,0.005884913721180274,0.0
2023-11-08,0.0006731857155128114,0.0,-0.0026243477463803178,-0.0
2023-11-10,0.8845227587026523,1.0,-0.00858374909345927,-0.00908374909345927
2023-11-13,0.0018048349223462785,0.0,0.01428583680902018,-0.0005
2023-11-14,0.22051219049798637,0.0,0.0030408980718319434,0.0
2023-11-15,0.0004075922055823449,0.0,0.009042082399532081,0.0
2023-11-16,0.0003675874424210837,0.0,-0.00010544708835447114,-0.0
2023-11-20,0.33784400363576683,0.0,-0.004230909486797163,-0.0
2023-11-21,0.0616233204218034,0.0,0.003514438011980703,0.0
2023-11-22,0.8770483868753225,1.0,0.0,-0.0005
2023-11-24,0.00013458160593236707,0.0,-0.0009475627920328966,-0.0005
2023-11-28,0.050670453923442486,0.0,-0.005409713286650519,-0.0
2023-11-29,0.03470793626978841,0.0,0.003062643284616362,0.0
2023-11-30,0.1044013261378735,0.0,0.00679128645996574,0.0
2023-12-01,0.07163698879976425,0.0,-0.009464603188716336,-0.0
2023-12-04,0.01636142886386306,0.0,0.021063243180891478,0.0
2023-12-05,0.012418406708727093,0.0,-0.005686916178569312,-0.0
2023-12-06,0.00027281402476960647,0.0,0.010139243876975623,0.0
2023-12-07,2.0337486716775975e-05,0.0,0.00741231955248689,0.0
2023-12-08,0.0003359065629762846,0.0,-0.012927204834077832,-0.0
2023-12-11,0.05974223156296461,0.0,0.007920051355911006,0.0
2023-12-12,0.011167964411170994,0.0,0.016691499279995137,0.0
2023-12-13,0.0018333961536695933,0.0,0.0007576610869324263,0.0
2023-12-18,0.9711427244559669,1.0,0.00536022189980101,0.004860221899801009
2023-12-19,0.9105567717148149,1.0,-0.010714074190756206,-0.010714074190756206
2023-12-20,0.8560682530644894,1.0,-0.0007699121977849943,-0.0007699121977849943
2023-12-22,0.9575878882870784,1.0,0.0,0.0
2023-12-29,0.9998074699264523,1.0,0.0,0.0
2024-01-02,0.9999996955018114,1.0,-0.007487505765103375,-0.007487505765103375
2024-01-03,0.7053263616329272,1.0,-0.012699986261481944,-0.012699986261481944
2024-01-04,0.010456417467627327,0.0,-0.0040131725312289035,-0.0005
2024-01-05,1.6373423225246882e-06,0.0,0.024174868831050578,0.0
2024-01-08,0.0023803796828055033,0.0,-0.002263332748972835,-0.0
2024-01-10,0.9990853121280987,1.0,-0.003222474459714242,-0.003722474459714242
2024-01-11,0.9993722179388448,1.0,0.0017780037455483733,0.0017780037455483733
2024-01-16,0.5678704734341923,1.0,-0.005173570361034607,-0.005173570361034607
2024-01-17,0.006226117411022477,0.0,0.032570653661294635,-0.0005
2024-01-18,0.9995290694316514,1.0,0.015533101604116695,0.015033101604116694
2024-01-19,0.9339846804388496,1.0,0.012163135021040716,0.012163135021040716
2024-01-22,0.55738307420777,1.0,0.006653282113621817,0.006653282113621817
2024-01-23,0.861699545118748,1.0,-0.003483778567350826,-0.003483778567350826
2024-01-24,0.9998965881082996,1.0,-0.0016968702127677648,-0.0016968702127677648
2024-01-26,0.6776208770666176,1.0,-0.0035858895725146,-0.0035858895725146
2024-01-29,0.6080241967242254,1.0,-0.019245604719461018,-0.019245604719461018
2024-01-30,0.05455237623136119,0.0,-0.019357634775902577,-0.0005
2024-01-31,0.040839846985630625,0.0,0.013340472107044254,0.0
2024-02-01,0.16308776303266614,0.0,-0.005405061314732285,-0.0
2024-02-02,0.3806055025227818,0.0,0.009846482082179753,0.0
2024-02-05,0.3358708547335292,0.0,0.008631959814816348,0.0
2024-02-06,0.5153534986541011,0.0,0.0005809711818947072,0.0
2024-02-08,0.7608196939495013,1.0,0.004093844737214303,0.0035938447372143027
2024-02-09,0.8854948056312808,1.0,-0.009001784634564913,-0.009001784634564913
2024-02-12,0.9909004600200443,1.0,-0.01127454031635422,-0.01127454031635422
2024-02-13,0.9477964684377881,1.0,-0.004809674031007627,-0.004809674031007627
2024-02-14,0.9906003374233068,1.0,-0.001574892256622551,-0.001574892256622551
2024-02-16,0.9884185559018461,1.0,0.0,0.0
2024-02-20,0.9940748536059469,1.0,0.004186008676743791,0.004186008676743791
2024-02-21,0.23675209356093935,0.0,0.011243889996503498,-0.0005
2024-02-22,0.7776117129926169,1.0,-0.010034074307965102,-0.010534074307965102
2024-02-23,0.8432586267097721,1.0,-0.007451365933596077,-0.007451365933596077
2024-02-26,0.8038190671177002,1.0,0.00811445614641726,0.00811445614641726
2024-02-27,0.8359411225252746,1.0,-0.0066254874509645845,-0.0066254874509645845
2024-02-28,0.40877772432069615,0.0,-0.00369308370201904,-0.0005
2024-02-29,0.30820557060980663,0.0,-0.006030435909751497,-0.0
2024-03-01,0.14691896861815892,0.0,-0.025381155301410163,-0.0
2024-03-04,0.20798690653557003,0.0,-0.028441038848694533,-0.0
2024-03-05,0.0014148890970506925,0.0,-0.005878137858539523,-0.0
2024-03-06,0.5193909102582527,0.0,-0.0007095328206183638,-0.0
2024-03-08,0.8234724622197916,1.0,0.011831562066124679,0.011331562066124679
2024-03-11,0.9554924433103529,1.0,0.002778671609215966,0.002778671609215966
2024-03-13,0.9703579916708902,1.0,0.010927317773563816,0.010927317773563816
2024-03-14,0.1508368571867082,0.0,-0.002196610253809017,-0.0005
2024-03-18,0.012150400383455957,0.0,0.013585149693818188,0.0
2024-03-19,0.00013793420494117073,0.0,0.014709133554380083,0.0
2024-03-20,2.829992180980253e-06,0.0,-0.040857469961284476,-0.0
2024-03-21,0.001320179558576055,0.0,0.005310367983435871,0.0
2024-03-22,0.00837809080341375,0.0,-0.008300503396820202,-0.0
2024-03-25,0.005498246868346508,0.0,-0.006672487184935072,-0.0
2024-03-26,0.3911798302264265,0.0,0.021212433495224392,0.0
2024-03-27,0.12144417061482654,0.0,-0.010559134157383743,-0.0
2024-03-28,0.0015219512445619977,0.0,0.0,0.0
2024-04-01,0.02713172305982059,0.0,-0.006998784124857327,-0.0
2024-04-02,0.07431113622765388,0.0,0.004797471446916557,0.0
2024-04-03,0.8930626139709981,1.0,-0.004892421443783879,-0.005392421443783879
2024-04-04,6.135154190054029e-05,0.0,0.0045018148999587115,-0.0005
2024-04-05,2.710496219558337e-05,0.0,-0.006663461525390435,-0.0
2024-04-08,0.00012751701230280692,0.0,0.007242609773641107,0.0
2024-04-09,0.0015735364476280784,0.0,-0.011139368416170914,-0.0
2024-04-10,0.00016985585906450948,0.0,0.04327085840073752,0.0
2024-04-11,0.0031859792799145536,0.0,0.008626706925510375,0.0
2024-04-12,0.004713887218898591,0.0,-0.021863554518521067,-0.0
2024-04-15,0.021797203074185874,0.0,-0.019167160805569683,-0.0
2024-04-16,0.6910967790403573,1.0,-0.00814737369120988,-0.00864737369120988
2024-04-17,0.9668210694151687,1.0,-0.005714469716457393,-0.005714469716457393
2024-04-18,0.8760427550648954,1.0,-0.01221253316748061,-0.01221253316748061
2024-04-19,0.9648626531178267,1.0,0.005090840538690022,0.005090840538690022
2024-04-22,0.9784473936935096,1.0,0.0063917165029592216,0.0063917165029592216
2024-04-23,0.7040675545948064,1.0,0.012702335945464327,0.012702335945464327
2024-04-24,0.13869911918097966,0.0,0.00514733788704369,-0.0005
2024-04-25,0.319641015044223,0.0,-0.003472966009946288,-0.0
2024-04-26,0.7261224964079506,1.0,0.024807972595835892,0.02430797259583589
2024-04-29,0.0055563241630649796,0.0,-0.018270817005367146,-0.0005
2024-04-30,0.023910638401070102,0.0,-0.006047103726853242,-0.0
2024-05-01,0.1291307042916773,0.0,0.022031863077943026,0.0
2024-05-02,0.03242174879322261,0.0,0.059816364773570774,0.0
2024-05-03,4.348990292208958e-05,0.0,-0.009106790347715665,-0.0
2024-05-06,0.006738273275121754,0.0,0.0037971386138277996,0.0
2024-05-07,0.8346080889426543,1.0,0.0018640883761906757,0.0013640883761906757
2024-05-09,0.022180578435634188,0.0,-0.006890325741521264,-0.0005
2024-05-10,0.018179145506980902,0.0,0.017645447055945285,0.0
2024-05-13,0.0015147881361438804,0.0,0.006173540835577862,0.0
2024-05-14,0.00024119813908142696,0.0,0.01221801756153229,0.0
2024-05-15,0.020178424019539277,0.0,0.0006323622739317081,0.0
2024-05-20,0.2651128596291238,0.0,0.00685723099812896,0.0
2024-05-21,0.964408495218237,1.0,-0.007538291475922776,-0.008038291475922776
2024-05-22,0.9651061731931563,1.0,-0.021058138264443915,-0.021058138264443915
2024-05-23,0.8437959015339026,1.0,0.016588130386485878,0.016588130386485878
2024-05-24,0.9891073094846622,1.0,0.0,0.0
2024-05-30,0.9361569420971599,1.0,0.005018661925499934,0.005018661925499934
2024-05-31,0.0051465932376623955,0.0,0.009258662003673424,-0.0005
2024-06-03,0.006419451798900235,0.0,0.00164928996923841,0.0
2024-06-05,0.07643219561172192,0.0,-0.007096605400014555,-0.0
2024-06-06,0.50937694161564,0.0,0.01239223057940797,0.0
2024-06-07,0.34574877689793343,0.0,-0.019147913036964392,-0.0
2024-06-10,0.5204451733689093,0.0,0.07264909004660769,0.0
2024-06-11,0.9968604628175649,1.0,0.028578447980847077,0.028078447980847077
2024-06-12,0.8996851685723424,1.0,0.005491176258733743,0.005491176258733743
2024-06-13,0.9890517082091039,1.0,-0.008168428153006113,-0.008168428153006113
2024-06-14,0.999607900585102,1.0,0.019671497916716074,0.019671497916716074
2024-06-17,0.9037565647956276,1.0,-0.010984543014322945,-0.010984543014322945
2024-06-18,0.16365574834177396,0.0,0.0,-0.0005
2024-06-20,0.9431363384395514,1.0,-0.010444428195132582,-0.010944428195132583
2024-06-21,0.9983663353288615,1.0,0.0031326038742478524,0.0031326038742478524
2024-06-24,0.999993861195821,1.0,0.0044682941576601465,0.0044682941576601465
2024-06-25,0.9998892674519816,1.0,0.019993139227651557,0.019993139227651557
2024-06-26,0.9995101524625661,1.0,0.0039859725203668095,0.0039859725203668095
2024-06-27,0.9648485055669983,1.0,-0.016254064214972885,-0.016254064214972885
2024-06-28,0.9767886706911496,1.0,0.029104523562551998,0.029104523562551998
2024-07-01,0.9919990745363422,1.0,0.016239936380784137,0.016239936380784137
2024-07-02,0.9410917986806846,1.0,0.00581112350570967,0.00581112350570967
2024-07-03,0.9964154556628132,1.0,0.0,0.0
2024-07-05,0.8444421855564729,1.0,0.006538812024953433,0.006538812024953433
2024-07-08,0.9703039888251834,1.0,0.003774841999142353,0.003774841999142353
2024-07-09,0.9999537512887523,1.0,0.018803700566016435,0.018803700566016435
2024-07-10,0.7866287446684028,1.0,-0.02322092167494183,-0.02322092167494183
2024-07-11,0.15564438179073173,0.0,0.013050979459090728,-0.0005
2024-07-12,0.9999897517873201,1.0,0.01674323242346709,0.01624323242346709
2024-07-15,0.9974350662574785,1.0,0.0017918786066573045,0.0017918786066573045
2024-07-17,0.9639937341167247,1.0,-0.020534854784360568,-0.020534854784360568
2024-07-18,0.994791694102825,1.0,0.0005798632193718678,0.0005798632193718678
2024-07-23,0.9999989487507204,1.0,-0.028754296951894243,-0.028754296951894243
2024-07-24,0.9999736596113538,1.0,-0.0048045536724560245,-0.0048045536724560245
2024-07-25,0.9999992090522615,1.0,0.002160963444060471,0.002160963444060471
2024-07-29,0.9998553834541738,1.0,0.00256598851423373,0.00256598851423373
2024-07-31,0.9988501476741797,1.0,-0.016750789768448793,-0.016750789768448793
2024-08-01,0.5249665606996273,0.0,0.0068694268404565495,-0.0005
2024-08-02,0.09237908100590198,0.0,-0.04816705135592936,-0.0
2024-08-05,0.04915262625904333,0.0,-0.009748154106494211,-0.0
2024-08-06,3.085784389843374e-05,0.0,0.012498220697498397,0.0
2024-08-07,0.03873148304702597,0.0,0.016633386337551403,0.0
2024-08-08,0.7847343789197372,1.0,0.013735950242030892,0.013235950242030892
2024-08-09,0.9376089028399088,1.0,0.007129823672851421,0.007129823672851421
2024-08-12,0.06880879777972088,0.0,0.017193158141945775,-0.0005
