t0,equity
2024-01-22,1.0033831862729017
2024-01-23,1.0023238421349834
2024-01-24,1.002191027929607
2024-01-26,1.002191027929607
2024-01-29,1.002191027929607
2024-01-30,1.002191027929607
2024-01-31,1.002191027929607
2024-02-01,1.000502124852188
2024-02-02,1.0003593611423838
2024-02-05,1.0028380738614548
2024-02-06,1.0030156942415163
2024-02-08,1.0014620056933614
2024-02-09,0.9984629590815177
2024-02-12,0.9974142364502492
2024-02-13,0.99737254430853
2024-02-14,0.99737254430853
2024-02-16,0.99737254430853
2024-02-20,0.99737254430853
2024-02-21,1.0017715491774024
2024-02-22,1.0054695316550195
2024-02-23,1.005264058955077
2024-02-26,1.0015231192025402
2024-02-27,1.004719730574675
2024-02-28,1.0065678139993388
2024-02-29,1.0096028350868553
2024-03-01,1.0211816484898144
2024-03-04,1.009277945159702
2024-03-05,1.0090786344154847
2024-03-06,1.0091624622041868
2024-03-08,1.0130514468331773
2024-03-11,1.0140616293318487
2024-03-13,1.0138795307819506
2024-03-14,1.012949621755925
2024-03-18,1.0127773580409702
2024-03-19,1.0080470304311473
2024-03-20,1.007892247336654
2024-03-21,1.007892247336654
2024-03-22,1.0056429269410219
2024-03-25,1.005515414593628
2024-03-26,1.005515414593628
2024-03-27,1.0072476853005328
2024-03-28,1.0072132721852205
2024-04-01,1.0070926112344163
2024-04-02,1.0070926112344163
2024-04-03,1.0070926112344163
2024-04-04,1.0070926112344163
2024-04-05,1.0070926112344163
2024-04-08,1.009025042070072
2024-04-09,1.0058158558247818
2024-04-10,1.0056722860314407
2024-04-11,1.0035627222900936
2024-04-12,1.0034473904565115
2024-04-15,1.0034473904565115
2024-04-16,1.0034473904565115
2024-04-17,1.0048146520429198
2024-04-18,1.0046833684812755
2024-04-19,1.0046833684812755
2024-04-22,1.0062126556736473
2024-04-23,1.006082675301298
2024-04-24,1.0073489405123446
2024-04-25,1.0080226179925298
2024-04-26,1.014089774167727
2024-04-29,1.013961405172964
2024-04-30,1.0123414250355234
2024-05-01,1.0175416561927553
2024-05-02,1.0075888532864725
2024-05-03,1.0092382246768272
2024-05-06,1.0091469478737247
2024-05-07,1.0091469478737247
2024-05-09,1.0085413207918756
2024-05-10,1.0085003706080873
2024-05-13,1.009401825157972
2024-05-14,1.012120671116666
2024-05-15,1.012219541863119
2024-05-20,1.012126021747707
2024-05-21,1.0102642995339424
2024-05-22,1.0056926277250624
2024-05-23,1.0046324596630076
2024-05-24,1.0046046252238747
2024-05-30,1.0046046252238747
2024-05-31,1.000343154350267
2024-06-03,1.0001257393366956
2024-06-05,0.9969087782787355
2024-06-06,1.0021690416103186
2024-06-07,1.0019556285030142
2024-06-10,0.9870111100894501
2024-06-11,0.9923625852426794
2024-06-12,0.9934366470200761
2024-06-13,0.9918545002380992
2024-06-14,0.9917578787046807
2024-06-17,0.9896086281942594
2024-06-18,0.9895583653416323
2024-06-20,0.9895152605756535
2024-06-21,0.9895152605756535
2024-06-24,0.9885849979682104
2024-06-25,0.9884914632791106
2024-06-26,0.9884914632791106
2024-06-27,0.9884914632791106
2024-06-28,0.9884914632791106
2024-07-01,0.9859079205823038
2024-07-02,0.9865065826803977
2024-07-03,0.9864832739350222
2024-07-05,0.9876546164114619
2024-07-08,0.9875647257198292
2024-07-09,0.9822498744894067
2024-07-10,0.9821129508395259
2024-07-11,0.9821129508395259
2024-07-12,0.9862237201829035
2024-07-15,0.9866886909201501
2024-07-17,0.9907958589322885
2024-07-18,0.9906677979962841
2024-07-23,0.997188406192962
2024-07-24,0.9970741869235595
2024-07-25,0.9970741869235595
2024-07-29,0.9976209215255738
2024-07-31,0.9974885265332893
2024-08-01,0.9981617240408401
2024-08-02,0.9877492563026038
2024-08-05,0.9896174397316108
2024-08-06,0.9895104832015276
2024-08-07,0.9857822764775889
2024-08-08,0.9856738860007244
2024-08-09,0.9856738860007244
2024-08-12,0.9818788571438642
2024-08-13,0.9817720235410238
2024-08-15,0.9817720235410238
2024-08-16,0.9818194034122955
2024-08-22,0.9792580606660208
2024-08-23,0.9791343910130772
2024-08-27,0.9791343910130772
2024-08-28,0.9802787012196617
2024-08-29,0.9802379891324581
2024-08-30,0.9800165106223736
2024-09-03,0.9797950821539432
2024-09-04,0.9807558340867082
2024-09-05,0.9780608196958529
2024-09-06,0.977877041106926
2024-09-10,0.982153196627123
2024-09-11,0.9815521987726974
2024-09-16,0.9813474541220123
2024-09-18,0.9904017211395949
2024-09-19,0.9908895564515874
2024-09-23,0.9898926990100902
2024-09-24,0.9888177521659498
2024-09-25,0.9887209043327804
2024-09-26,0.9889057315824834
2024-09-30,0.9959039985346084
2024-10-01,0.9957785979367425
2024-10-03,0.9957785979367425
2024-10-04,0.9937088389868856
2024-10-07,0.9936639977155634
2024-10-08,0.9962072680451406
2024-10-09,0.9965136899419658
2024-10-11,1.0003263982008745
2024-10-14,1.0030300719902046
2024-10-15,1.002907088406966
2024-10-16,1.002293801287969
2024-10-18,1.002147615196971
2024-10-21,1.002147615196971
2024-10-23,1.002147615196971
2024-10-25,1.002147615196971
2024-10-28,1.0023690249801849
2024-10-30,1.0022004432150615
2024-10-31,1.0022004432150615
2024-11-01,1.000745053814546
2024-11-04,1.0005849129634707
2024-11-05,0.9992111124056274
2024-11-06,0.9990290147269943
2024-11-07,0.9984729125199142
2024-11-11,0.9983083029389431
2024-11-13,0.9983083029389431
2024-11-14,0.993337167224917
2024-11-15,0.9931678776172587
2024-11-18,0.9933769977502517
2024-11-20,0.9926131313059253
2024-11-22,0.9971378712886756
2024-11-25,0.9935736584784375
2024-11-26,0.9934031396122494
2024-11-29,0.9890794284038826
2024-12-02,0.9888646700433745
2024-12-03,0.9892841372688056
2024-12-09,0.9867787621809754
2024-12-10,0.9865320674904302
2024-12-11,0.9865320674904302
2024-12-12,0.9865320674904302
2024-12-16,0.9865320674904302
2024-12-17,0.9865320674904302
2024-12-18,0.9865320674904302
2024-12-19,0.9929796353608128
2024-12-20,0.9942542297783451
2024-12-23,0.9940400252542134
2024-12-24,0.9938271933966977
2024-12-26,0.9895831712870305
2024-12-27,0.9894256616486132
2024-12-30,0.9866253439385442
2024-12-31,0.9864406097437615
2025-01-02,0.9864406097437615
2025-01-06,0.9826175666953274
2025-01-07,0.9824573918152886
2025-01-10,0.9791659203715265
2025-01-13,0.9776676230915673
2025-01-14,0.983606110772883
2025-01-15,0.9834541585860236
2025-01-16,0.9813194241407676
2025-01-17,0.9811868769610513
2025-01-21,0.9811868769610513
2025-01-22,0.980955710372591
2025-01-24,0.9808639596275425
2025-01-27,0.9878455617764431
2025-01-28,0.9877480240422052
2025-01-29,0.9877480240422052
2025-01-30,0.9877480240422052
2025-01-31,0.9812333265019387
2025-02-03,0.9811391402926755
2025-02-04,0.9813067368755977
2025-02-06,0.9780315337017624
2025-02-07,0.9779666915797429
2025-02-11,0.9746279206081445
2025-02-12,0.9782801350305955
2025-02-13,0.9807557514531983
2025-02-14,0.9805604503948556
2025-02-20,0.9804628193111493
2025-02-24,0.980263894157659
2025-02-26,0.9801300270232629
2025-02-27,0.9801300270232629
2025-02-28,0.9801300270232629
2025-03-03,0.9801300270232629
2025-03-04,0.9801300270232629
2025-03-07,0.9740660588849123
2025-03-10,0.9800157655778803
2025-03-11,0.9816439289457445
2025-03-12,0.9887609101091758
2025-03-13,0.9886534996925872
2025-03-14,0.9890496966917157
2025-03-18,0.9915151041818511
2025-03-19,0.9904120300154616
2025-03-20,0.9942621439066559
2025-03-21,0.9918481240934033
2025-03-24,0.9892233519858092
2025-03-25,0.9870654667900233
2025-03-26,0.9869667417375478
2025-03-27,0.9920829927396954
2025-03-28,0.9883640888583899
2025-03-31,0.9874554189569429
2025-04-01,0.987360313591427
2025-04-02,0.987360313591427
2025-04-03,0.9960221922197859
2025-04-04,1.000546769489197
2025-04-07,1.006517698702144
2025-04-08,1.0184449623393856
2025-04-09,1.018405268176909
2025-04-10,1.0215171177917106
2025-04-11,1.0197328341621998
2025-04-14,1.0196942089970578
2025-04-16,1.0207183370935153
2025-04-17,1.020680226232902
2025-04-21,1.0232223397135232
2025-04-22,1.0250557281263857
2025-04-23,1.0235929729150464
2025-04-24,1.0235553800050836
2025-04-25,1.0235553800050836
2025-04-28,1.0235553800050836
2025-04-29,1.0235553800050836
2025-04-30,1.0235553800050836
2025-05-01,1.0225663003595378
2025-05-02,1.0225532512519884
2025-05-05,1.0225532512519884
2025-05-07,1.0225532512519884
2025-05-08,1.0234887016631757
2025-05-09,1.0233904758050072
2025-05-12,1.0249566808453676
2025-05-13,1.0252877231966897
2025-05-15,1.0249496926143349
2025-05-19,1.0239381466209956
2025-05-20,1.0238851568754248
2025-05-21,1.023086377155005
2025-05-22,1.0229893309113407
2025-05-23,1.0228964547189165
2025-05-27,1.0228035869586303
2025-05-30,1.0228035869586303
2025-06-02,1.0224047329043615
2025-06-03,1.0226839966805017
2025-06-05,1.0226095198983591
2025-06-06,1.0226095198983591
2025-06-09,1.0226095198983591
2025-06-10,1.0281935503703046
2025-06-11,1.0280433793420571
2025-06-13,1.0280433793420571
2025-06-16,1.0280433793420571
2025-06-17,1.0280433793420571
2025-06-18,1.0278910839984519
2025-06-20,1.0267579649542569
2025-06-24,1.0265939915733475
2025-06-25,1.0253977434164951
2025-06-30,1.0252155100340978
2025-07-01,1.0252155100340978
2025-07-02,1.0267162259759728
2025-07-03,1.0265571889769438
2025-07-07,1.0265571889769438
2025-07-09,1.0265571889769438
2025-07-10,1.0265571889769438
2025-07-11,1.0265571889769438
2025-07-14,1.0265571889769438
2025-07-16,1.026442465528968
2025-07-18,1.023637090773562
2025-07-21,1.0260206146148643
2025-07-22,1.025475569624917
2025-07-29,1.0303978950825068
2025-07-30,1.0340453089326949
2025-07-31,1.0337867976054618
2025-08-01,1.0337867976054618
2025-08-04,1.0325777213259393
2025-08-06,1.0402115358038753
2025-08-07,1.0308651133228444
2025-08-08,1.0288574034063305
2025-08-11,1.028750054968459
2025-08-12,1.028750054968459
2025-08-13,1.028750054968459
2025-08-15,1.0280133170246677
2025-08-18,1.0279088179864262
2025-08-20,1.0279088179864262
2025-08-21,1.0279088179864262
2025-08-22,1.0279088179864262
2025-08-26,1.0279088179864262
2025-08-27,1.0279088179864262
2025-08-28,1.0276702954786863
2025-09-02,1.027618589176473
2025-09-03,1.027618589176473
2025-09-04,1.027618589176473
2025-09-08,1.027618589176473
2025-09-09,1.0297838491684768
2025-09-10,1.0297496889536049
2025-09-11,1.0297496889536049
2025-09-12,1.032529092463864
2025-09-15,1.0341168515296761
2025-09-16,1.0350809081969998
2025-09-17,1.0349429894217284
2025-09-18,1.0349429894217284
2025-09-19,1.038882475293218
2025-09-22,1.037404616337211
2025-09-23,1.0372950060079922
2025-09-24,1.0372950060079922
2025-09-25,1.038354384013384
2025-09-26,1.038248106609145
2025-09-29,1.038248106609145
2025-10-01,1.038248106609145
2025-10-02,1.0389525646907776
2025-10-03,1.0388335368084682
2025-10-06,1.0388335368084682
2025-10-08,1.0430566405418231
2025-10-09,1.0514191779862263
2025-10-10,1.0512968077099687
2025-10-13,1.0512968077099687
2025-10-15,1.053024501401145
2025-10-16,1.0578652696775155
2025-10-17,1.0577344740695453
2025-10-20,1.0581492278446705
2025-10-22,1.059349136323181
2025-10-23,1.0592116505689682
2025-10-24,1.0531534758336816
2025-10-27,1.0529706795402536
2025-10-29,1.0528413979208133
2025-10-30,1.0535993992136135
2025-10-31,1.0540413780435647
2025-11-03,1.053659862938729
2025-11-04,1.0536080490805344
