t0,proba_side,proba_meta,side,meta_gate,kelly_unsigned,pos_voltgt,ret_next,pnl_net
2023-01-27,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.020078009336774283,-0.0
2023-01-30,0.0,0.0,-1.0,0.0,-0.5,0.0,0.009020900375996233,0.0
2023-01-31,0.0,0.0,-1.0,0.0,-0.5,0.0,0.007900537519671014,0.0
2023-02-01,0.0,0.0,-1.0,0.0,-0.5,0.0,0.03706256160654542,0.0
2023-02-02,0.0,0.0,-1.0,0.0,-0.5,0.0,0.024400105923258586,0.0
2023-02-03,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.01792889157483013,-0.0
2023-02-06,0.0,0.0,-1.0,0.0,-0.5,0.0,0.019244937120926675,0.0
2023-02-07,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.01765304936045864,-0.0
2023-02-08,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.006911450120118956,-0.0
2023-02-09,0.0,0.0,-1.0,0.0,-0.5,0.0,0.0024561249841152932,0.0
2023-02-13,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.0042247822357693865,-0.0
2023-02-14,0.0,0.0,-1.0,0.0,-0.5,0.0,0.013903136914301895,0.0
2023-02-15,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.010429243180110515,-0.0
2023-02-16,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.007546781400259661,-0.0
2023-02-17,0.0,0.0,-1.0,0.0,-0.5,0.0,0.0,0.0
2023-02-21,0.0,0.0,-1.0,0.0,-0.5,0.0,0.0028960126366919248,0.0
2023-02-23,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.01800519253272226,-0.0
2023-02-24,0.0,0.0,-1.0,0.0,-0.5,0.0,0.008247336041899977,0.0
2023-02-27,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.0034478242013882276,-0.0
2023-02-28,0.0,0.0,-1.0,0.0,-0.5,0.0,-0.014245893056754388,-0.0
2023-03-01,0.0,0.0,-1.0,0.0,-0.5,0.0,0.004129214262679204,0.0
