Date,ret_hrp,ret_eqw,w_hrp_SPY,w_hrp_QQQ,w_hrp_IWM,w_hrp_EFA,w_hrp_EEM,w_hrp_TLT,w_hrp_LQD,w_hrp_GLD,eq_hrp,eq_eqw,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD
2011-01-31,-0.0018293591738204249,0.0031081987370954467,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,0.9981706408261796,1.0031081987370953,98.730712890625,49.18242263793945,63.71430206298828,38.48793029785156,33.51741027832031,60.25950241088867,63.921241760253906,129.8699951171875
2011-02-01,0.0024049554304237442,0.01319031455215608,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.000571196729324,1.0163395114082843,100.31128692626953,50.104591369628906,65.18560028076172,39.400901794433594,34.329551696777344,59.96122741699219,63.83663558959961,130.8000030517578
2011-02-02,-0.0019737394095808714,-0.0024973113185797757,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,0.9985963299262478,1.0138013952429246,100.11944580078125,50.02554702758789,64.94036102294922,39.3685302734375,34.07346725463867,59.97447204589844,63.71240234375,130.4499969482422
2011-02-03,-0.000606622195088751,0.0011188866155310562,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,0.9979905592285804,1.0149357240548686,100.3419418334961,50.11338424682617,65.1692123413086,39.37500762939453,34.02955627441406,59.47727584838867,63.558589935302734,132.1999969482422
2011-02-04,-0.0030882395267884527,-0.0009668011603935489,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,0.9949085253362089,1.0139544830191274,100.62581634521484,50.39442443847656,65.2836685180664,39.362060546875,34.022254943847656,58.8740234375,63.36339569091797,131.66000366210938
2011-02-07,0.0021238282033514697,0.0039521737596807105,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,0.9970215401220728,1.0179618073204264,101.25497436523438,50.631561279296875,65.92941284179688,39.48508834838867,34.06614685058594,59.178916931152344,63.43439865112305,131.67999267578125
2011-02-08,-0.001225577838788331,0.0029087696734260704,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,0.9957996126177046,1.020922823754266,101.71534729003906,50.96528625488281,66.39530181884766,39.74409866333008,34.080772399902344,58.63536071777344,63.20365905761719,133.13999938964844
2011-02-09,0.004199240037783488,-0.0025037649843377974,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,0.9999812142206181,1.018366672936439,101.48516845703125,50.87744903564453,66.10102081298828,39.62753677368164,33.29790496826172,59.145774841308594,63.611820220947266,133.07000732421875
2011-02-10,-0.004506294812447111,-0.003547206548737525,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,0.9954750040624312,1.0147543160051826,101.52352905273438,50.956512451171875,66.3625717163086,39.3685302734375,32.98329162597656,58.4630126953125,63.29828643798828,132.85000610351562
2011-02-11,0.005611180848901856,0.006545723711409657,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0010607943407868,1.0213966173927131,102.12966918945312,51.32536315917969,67.0818862915039,39.38795852661133,33.385704040527344,59.304927825927734,63.6473274230957,132.32000732421875
2011-02-14,0.001364354954807045,0.0016108346404130613,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0024265965956087,1.02304191844561,102.37517547607422,51.44833755493164,67.4251708984375,39.465667724609375,33.217430114746094,59.34465026855469,63.68877029418945,132.9499969482422
2011-02-15,0.0022713218700327123,0.00038972022281880125,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0047034300475588,1.0234406185700198,102.05294799804688,51.3780632019043,67.04100036621094,39.349117279052734,33.28327560424805,59.60984420776367,63.830753326416016,133.97000122070312
2011-02-16,0.00013678116109087498,0.004697268233719409,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0048408545492726,1.0282479936767268,102.69742584228516,51.711814880371094,67.58049011230469,39.82179641723633,33.56129837036133,59.417606353759766,63.75380325317383,134.10000610351562
2011-02-17,0.002677142904691914,0.0033656851397137477,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0075309571133737,1.031708752668985,103.00435638427734,51.69424819946289,68.0545654296875,39.95777130126953,33.67836380004883,59.510379791259766,63.87213897705078,135.0399932861328
2011-02-18,0.001193455895442811,0.0014385078456603528,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0087334008739817,1.0331928738041358,103.21917724609375,51.58005905151367,68.12812042236328,40.093746185302734,33.883243560791016,59.32480239868164,63.96678161621094,135.41000366210938
2011-02-22,0.00013559023739825513,-0.014128754257069998,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0088701752752778,1.0185951455900013,101.1475601196289,50.0870246887207,66.37892150878906,38.947654724121094,32.80036926269531,60.21308135986328,64.14425659179688,136.2899932861328
2011-02-23,-0.0007171023554049063,-0.002283364517747688,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0081467120962901,1.016269321576611,100.5261001586914,49.67424392700195,65.23461151123047,38.999454498291016,32.829647064208984,60.43187713623047,64.0673828125,137.50999450683594
2011-02-24,0.000978375472500865,0.0017727186822008578,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0091330581120874,1.0180708811891173,100.45702362060547,49.93773651123047,65.65148162841797,39.03183364868164,32.910118103027344,60.816383361816406,64.1383285522461,136.47999572753906
2011-02-25,0.006597533696083252,0.011033659459444567,0.03200372087305675,0.027713693699560206,0.04975300297848167,0.01745616823548506,0.01573710664732045,0.093067625390123,0.6538591427866236,0.11040953938934928,1.0157908474668136,1.0293039285977348,101.53118896484375,50.631561279296875,67.1717758178711,39.49803924560547,33.30522537231445,61.174320220947266,64.4400634765625,137.3800048828125
2011-02-28,0.0026488263120594446,0.0037793743457514295,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0184815009911328,1.0331940534594584,102.16035461425781,50.7369499206543,67.245361328125,39.85417175292969,33.50277328491211,61.25383758544922,64.61157989501953,137.66000366210938
2011-03-01,-0.00023558464735158081,-0.007213383659978201,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0182415623858876,1.0257412283566474,100.45702362060547,49.92015838623047,65.89669799804688,39.29730224609375,33.15889358520508,61.43145751953125,64.61280822753906,140.02999877929688
2011-03-02,-0.0038259243294547093,0.0011038515245630487,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0143458472190934,1.026873494375376,100.67183685302734,50.18362808227539,66.17459869384766,39.50450897216797,33.61252212524414,60.48708724975586,64.26829528808594,139.9199981689453
2011-03-03,-0.0019997571716876034,0.00802420619262273,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0123174018365455,1.035113339027983,102.40583038330078,51.17607116699219,67.67857360839844,40.00957107543945,34.2783317565918,59.895179748535156,63.9951171875,138.08999633789062
2011-03-04,0.0033201439949065758,-0.0004876552265617451,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0156784413791926,1.0346085605981221,101.63862609863281,50.9125862121582,67.38433837890625,39.646968841552734,34.31492614746094,60.39397048950195,64.23866271972656,139.35000610351562
2011-03-07,-0.0038614051052197704,-0.008506542660257466,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0117564954603893,1.0258076187407266,100.84068298339844,50.227542877197266,66.28084564208984,39.26492691040039,33.83202362060547,60.00819396972656,64.0782470703125,139.72000122070312
2011-03-08,-0.000518846584684841,0.004416072263729476,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.011231549058187,1.0303376593137699,101.72301483154297,50.4295539855957,67.35979461669922,39.38795852661133,34.2856559753418,59.64242172241211,63.9951171875,139.36000061035156
2011-03-09,0.0033775444222505294,0.000647944114723964,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0146470285363123,1.0310052605363007,101.57722473144531,50.0870246887207,67.09007263183594,39.400901794433594,34.35150146484375,60.2210807800293,64.3277359008789,139.41000366210938
2011-03-10,-0.0008943535092786243,-0.013345655833153391,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0137395754056617,1.0172458191670126,99.69744873046875,49.30539321899414,65.36542510986328,38.42317581176758,33.33449172973633,61.231929779052734,64.5890121459961,137.77000427246094
2011-03-11,0.00034246443043763443,0.002834976231834263,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0140867451519653,1.020129686886284,100.38800048828125,49.612762451171875,65.53704833984375,38.42317581176758,33.67836380004883,60.8861083984375,64.52963256835938,138.22000122070312
2011-03-14,0.00042717072263347784,-0.002733780288065424,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.014519933319705,1.017340876457004,99.78187561035156,49.437129974365234,65.18560028076172,37.736820220947266,33.87592315673828,60.85947799682617,64.600830078125,138.86000061035156
2011-03-15,-0.003611279943446283,-0.009595770234335499,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.010856217832281,1.0075787071565252,98.63861846923828,48.73451232910156,64.60523986816406,36.946861267089844,33.31254959106445,61.7706184387207,64.59492492675781,136.27000427246094
2011-03-16,0.0008015955893039062,-0.01104314100651449,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0116665157179159,0.9964518734182342,96.81255340576172,47.557647705078125,63.959510803222656,35.80076217651367,32.63208770751953,62.46894454956055,64.98101043701172,136.24000549316406
2011-03-17,0.0016473311116515972,0.0083141309574718,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0133330654438741,1.0047365047866517,98.09387969970703,47.99676513671875,64.09848022460938,36.99217987060547,33.03451156616211,61.99011993408203,64.9394302368164,136.97000122070312
2011-03-18,0.0023146392612399987,0.00544260965168436,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0156785659418632,1.0102048933850032,98.45067596435547,47.888607025146484,64.94853210449219,37.50371170043945,33.093040466308594,62.15639877319336,64.98101043701172,138.3699951171875
2011-03-21,0.0015109827774869894,0.012157038392271502,0.0313914140561975,0.09075800400370423,0.015532891939772817,0.01682506443044991,0.015242705033444985,0.08707287420555677,0.6137028506730821,0.1294741956577919,1.0172132387624642,1.0224859930579453,99.9764175415039,48.812076568603516,66.45250701904297,38.429649353027344,33.729583740234375,61.790626525878906,64.77315521240234,139.13999938964844
