Date,port_ret,port_ret_tc,equity,equity_tc,turnover,tc_cost,avg_corr,alpha_minvar,port_vol_ann_pre_scale,leverage,ret_SPY,w_SPY,ret_QQQ,w_QQQ,ret_IWM,w_IWM,ret_EFA,w_EFA,ret_EEM,w_EEM,ret_TLT,w_TLT,ret_LQD,w_LQD,ret_GLD,w_GLD
2010-02-19,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.002073583841787796,0.0,-0.0004462994968721379,0.0,0.0012705769784031595,0.0,-0.006194632265269617,0.0,-0.008559962272238208,0.0,0.005394390843582064,0.0,0.003564070843869116,0.0,-0.004637226047132237,0.0
2010-02-22,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0001803549900722956,0.0,-0.002007093130685922,0.0,0.003012816558069842,0.0,0.0018887408756100843,0.0,0.001269704236052105,0.0,-0.00413603602933843,0.0,0.0005753272746311655,0.0,-0.0036539830220012615,0.0
2010-02-23,0.0,0.0,1.0,1.0,0.0,0.0,,,,,-0.012145178832094206,0.0,-0.0129641189973414,0.0,-0.011699899852020135,0.0,-0.014140163865229871,0.0,-0.023079098445202284,0.0,0.0156038412083368,0.0,0.002398534417956233,0.0,-0.010818743086801086,0.0
2010-02-24,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.009198067390201237,0.0,0.010190006372228444,0.0,0.00847874637968804,0.0,0.006311076025791396,0.0,0.009605488638678938,0.0,0.0024323586946013442,0.0,0.004305554754992391,0.0,-0.004912399502225995,0.0
2010-02-25,0.0,0.0,1.0,1.0,0.0,0.0,,,,,-0.0013533201172974962,0.0,-0.00022376075896657355,0.0,0.0003176418794770264,0.0,-0.006081300962589964,0.0,-0.00822819472264702,0.0,0.005622448466614305,0.0,-0.0010475269908768459,0.0,0.008848704758209536,0.0
2010-02-26,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0006322281144266473,0.0,0.003587264111533983,0.0,-0.0041233855239527495,0.0,0.006118509460059096,0.0,0.010111348737594117,0.0,0.005153906417614262,0.0,0.006581990354892264,0.0,0.010340714355349556,0.0
2010-03-01,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.010384750782003627,0.0,0.014521952709165564,0.0,0.023248395201717287,0.0,0.007791447656655182,0.0,0.016940627016124754,0.0,-0.00043787189293131856,0.0,0.001284445973648518,0.0,0.0,0.0
2010-03-02,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.002770284413570856,0.0,0.003082577571991596,0.0,0.0076252819471853694,0.0,0.0075429420086770005,0.0,0.011357781849428594,0.0,-0.0013137988302914794,0.0,0.0020902797157424935,0.0,0.01452980291927708,0.0
2010-03-03,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0008915386243339984,0.0,0.0010982178861975722,0.0,0.0057144671862012775,0.0,0.011978219278081514,0.0,0.0012477741314200763,0.0,-0.002521001526401667,0.0,0.0020867504767223544,0.0,0.005494511158316229,0.0
2010-03-04,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.003027592313848304,0.0,0.0032892127875718824,0.0,0.0026103042083469585,0.0,-0.002588864503035193,0.0,-0.005234054397019849,0.0,0.0052759986920432045,0.0,0.00047384791937443715,0.0,-0.007166491463286184,0.0
2010-03-05,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.014293144111855005,0.0,0.015081982293185359,0.0,0.020370701811240677,0.0,0.0194693492414868,0.0,0.026058607517505994,0.0,-0.013119759566941558,0.0,-0.0012304392827622301,0.0,-0.0001804951017815304,0.0
2010-03-08,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.00017544554026671655,0.0,0.001938076698410729,0.0,0.0018012356824468334,0.0,0.0,0.0,0.0007325112139933143,0.0,-0.005207332699278644,0.0,0.0016104781294452586,0.0,-0.008392747276111279,0.0
2010-03-09,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0016627580613377546,0.0,0.005587984876233909,0.0,0.003596064961063794,0.0,-0.0023644239379985166,0.0,0.005612561921013448,0.0,0.00022345320999517249,0.0,-0.0009461879878672752,0.0,-0.0014560978951050352,0.0
2010-03-10,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.004455508734875213,0.0,0.008121267450264424,0.0,0.008509760461009375,0.0,0.004193329570088888,0.0,0.0070370162994384255,0.0,-0.0025607602094804838,0.0,0.0009470841074732395,0.0,-0.011392635673468599,0.0
2010-03-11,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0041748864805850605,0.0,0.0038161656837838454,0.0,0.0029607057771692258,0.0,0.003812747277374129,0.0,0.00024121074403526954,0.0,0.003683085835591182,0.0,-0.0003779143778576133,0.0,0.0011984627266063974,0.0
2010-03-12,0.0,0.0,1.0,1.0,0.0,0.0,,,,,8.667922915384096e-05,0.0,0.00021109006074127024,0.0,-0.00044243206040905925,0.0,0.006691916207245852,0.0,-0.0033732037224829536,0.0,0.006228413827291224,0.0,0.0020802074278367666,0.0,-0.0059852811695370045,0.0
2010-03-15,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.00025992733625934683,0.0,-0.0025337494632455826,0.0,-0.003396179606825478,0.0,-0.0070072640383357365,0.0,-0.007251004333563071,0.0,-0.001326945636349386,0.0,-0.00018819087619070807,0.0,0.003798088686431056,0.0
2010-03-16,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.007965843888527946,0.0,0.006350510542703081,0.0,0.008593801984289495,0.0,0.012665363298396182,0.0,0.012904355190078043,0.0,0.00796881579228259,0.0,0.0046268798608424255,0.0,0.01882614344810607,0.0
2010-03-17,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.005927363988748935,0.0,0.0027345868385548755,0.0,0.005876174361598929,0.0,0.005360233021271199,0.0,0.01081738758518691,0.0,0.004282458959713686,0.0,0.0036650996798928137,0.0,-0.0073370034129791595,0.0
2010-03-18,0.0,0.0,1.0,1.0,0.0,0.0,,,,,-0.0005123143325930224,0.0,0.0033563323840415382,0.0,-0.003066734758027878,0.0,-0.005864798017711226,0.0,-0.007609982183257924,0.0,-0.0032805438210102844,0.0,-0.001966526948443126,0.0,0.006843690346403308,0.0
2010-03-19,0.0,0.0,1.0,1.0,0.0,0.0,,,,,-0.005061924612468238,0.0,-0.006048813769474304,0.0,-0.0124527347256147,0.0,-0.010189169014689359,0.0,-0.012940526626600168,0.0,0.0009876119775578118,0.0,-0.0007508279879889779,0.0,-0.018669545286964517,0.0
2010-03-22,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.005346097586458987,0.0,0.009054759463558382,0.0,0.014092907242754915,0.0,0.002889579003572784,0.0,0.00364166649267883,0.0,0.0010951369375979958,0.0,0.0015956800203409394,0.0,-0.004894706180937014,0.0
2010-03-23,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.007033325218391173,0.0,0.006886557404853999,0.0,0.01272689089024559,0.0,0.007023014286623441,0.0,0.007015209456470162,0.0,-0.0047059311100214885,0.0,-0.0006557415164112346,0.0,0.005290020369598247,0.0
2010-03-24,0.0,0.0,1.0,1.0,0.0,0.0,,,,,-0.004854653652811014,0.0,-0.0047669630933608875,0.0,-0.011410740570466649,0.0,-0.01645182903420017,0.0,-0.014893173435135298,0.0,-0.018256280828150007,0.0,-0.00741090376838216,0.0,-0.018648418101527398,0.0
2010-03-25,0.0,0.0,1.0,1.0,0.0,0.0,,,,,-0.0016262561290316668,0.0,-0.0014577401716987515,0.0,-0.00629881329929205,0.0,-0.0005454546454681797,0.0,-0.0026823109750208074,0.0,-0.006385349073175117,0.0,-0.0035906998358373743,0.0,0.004515481785126063,0.0
2010-03-26,0.0,0.0,1.0,1.0,0.0,0.0,,,,,-0.0006000409433591924,0.0,0.001042593449378737,0.0,-0.0004421374429525171,0.0,0.009823431839904195,0.0,0.004890392680630518,0.0,0.002817838129971273,0.0,0.0030349196016059565,0.0,0.016950717168810137,0.0
2010-03-29,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.006347519183260264,0.0,0.004791609988619605,0.0,0.005456112720999551,0.0,0.008467018023861073,0.0,0.018004572559197962,0.0,-0.0038210403351655042,0.0,-0.0008513588825970198,0.0,0.0014734659499526792,0.0
2010-03-30,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0006822505299339809,0.0,0.003317820631031587,0.0,0.003080704583917404,0.0,0.0,0.0,0.003824088634160505,0.0,0.003159705019612158,0.0,0.0005682475587169833,0.0,-0.007172402568247138,0.0
2010-03-31,0.0008072398045100326,0.00011518337996542006,1.00080723980451,1.0001151833799655,1.384112849089225,0.0006920564245446125,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,-0.0034072067475681145,0.19641659254340127,-0.004753985847724795,0.12593774473077507,-0.008627390738310425,0.07585697715436608,0.0,0.06530610114105033,0.0028568570049352093,0.05632765304733385,0.006862042886273123,0.18456090684236248,0.00047326007279302473,0.5657316256804087,0.009076555677125953,0.11397524794952729
2010-04-01,0.006822644968356893,0.006822644968356893,1.0076353922834573,1.00693861420363,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.006837365781981575,0.19641659254340127,0.0,0.12593774473077507,0.009292102915711364,0.07585697715436608,0.01768489128289441,0.06530610114105033,0.026116426618120192,0.05632765304733385,-0.0024448703097725843,0.18456090684236248,0.002173456080621028,0.5657316256804087,0.012023912112733903,0.11397524794952729
2010-04-05,-0.0028457177132937225,-0.0028457177132937225,1.0047679463990946,1.0040731511529914,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.008149617573900203,0.19641659254340127,0.00934434207429935,0.12593774473077507,0.018705349181494135,0.07585697715436608,0.0010528674786836056,0.06530610114105033,0.009023291910635223,0.05632765304733385,-0.01663837204946672,0.18456090684236248,-0.009190976617560409,0.5657316256804087,0.0057137424379838375,0.11397524794952729
2010-04-06,0.003048263791698329,0.003048263791698329,1.007830744149162,1.0071338309838676,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.0023575196186478298,0.19641659254340127,0.002880184902627647,0.12593774473077507,0.005881758081050403,0.07585697715436608,-0.002805471698974049,0.06530610114105033,0.002981048769727268,0.05632765304733385,0.0015996763235184286,0.18456090684236248,0.0023906708906815677,0.5657316256804087,0.0012625069025071767,0.11397524794952729
2010-04-07,0.004100245290454397,0.004100245290454397,1.0119630974114349,1.0112633267312163,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,-0.0057124113662269105,0.19641659254340127,-0.0024617554323904667,0.12593774473077507,-0.0031374958323409086,0.07585697715436608,-0.0070334112837388,0.06530610114105033,-0.008687707680388068,0.05632765304733385,0.01278532492799811,0.18456090684236248,0.005056408721346495,0.5657316256804087,0.013149591106227154,0.11397524794952729
2010-04-08,0.00018644386684004644,0.00018644386684004644,1.0121517717244155,1.0114518705762456,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.00346394444516962,0.19641659254340127,0.002262335663687054,0.12593774473077507,-0.0010015649156673856,0.07585697715436608,-0.0010627256738364732,0.06530610114105033,0.003459109133849614,0.05632765304733385,0.0004507514479936692,0.18456090684236248,-0.001897752206618586,0.5657316256804087,0.0014223812352023302,0.11397524794952729
2010-04-09,0.005516373795443648,0.005516373795443648,1.0177351792349678,1.0170314171704449,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.0065677358922222595,0.19641659254340127,0.005950125148045604,0.12593774473077507,0.006014401421302162,0.07585697715436608,0.013118963114500781,0.06530610114105033,0.006205626205757486,0.05632765304733385,0.00236514431321444,0.18456090684236248,0.0006652049685145212,0.5657316256804087,0.008788263207809122,0.11397524794952729
2010-04-12,0.002439526890200344,0.002439526890200344,1.0202179715718145,1.0195124926608108,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.0015892222085018837,0.19641659254340127,0.0008154521119272395,0.12593774473077507,0.00412819903205941,0.07585697715436608,0.003149393879846585,0.06530610114105033,-0.00799430837833326,0.05632765304733385,0.005281819638320195,0.18456090684236248,0.0028515159511814936,0.5657316256804087,-0.0055437984583037725,0.11397524794952729
2010-04-13,0.003101078189367731,0.003101078189367731,1.0233817472718567,1.0226740806155892,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.0007514396761161279,0.19641659254340127,0.005094966495091224,0.12593774473077507,0.0022682539898997156,0.07585697715436608,-0.000872319635645824,0.06530610114105033,-0.0020723516557701327,0.05632765304733385,0.0032423448036311697,0.18456090684236248,0.003602048545877423,0.5657316256804087,-0.002831605068359111,0.11397524794952729
2010-04-14,0.005621616328673344,0.005621616328673344,1.0291348068127864,1.0284231619260886,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.011349586319118643,0.19641659254340127,0.011962746340409947,0.12593774473077507,0.02135818453063787,0.07585697715436608,0.013268299608523604,0.06530610114105033,0.014767129245945698,0.05632765304733385,-0.0070200014347642226,0.18456090684236248,-0.0008500748314234086,0.5657316256804087,0.0030170940680156466,0.11397524794952729
2010-04-15,0.0023907633801385072,0.0023907633801385072,1.0315952246221403,1.0308818783609077,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.0008250173385284665,0.19641659254340127,0.004408190296664172,0.12593774473077507,0.0030464899737745466,0.07585697715436608,-0.0006894231562152298,0.06530610114105033,-0.0054572007560012015,0.05632765304733385,0.0011218063639759634,0.18456090684236248,0.0017015961469044605,0.5657316256804087,0.005485293756329668,0.11397524794952729
2010-04-16,-0.008476198364171812,-0.008476198364171812,1.0228512188667107,1.0221439190698907,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,-0.015912322884457764,0.19641659254340127,-0.011969231535274072,0.12593774473077507,-0.013392345040234122,0.07585697715436608,-0.02206904120656028,0.06530610114105033,-0.02926386700179262,0.05632765304733385,0.007286605250434786,0.18456090684236248,0.002358384852043205,0.5657316256804087,-0.021205487283346813,0.11397524794952729
2010-04-19,-0.0020873805423465524,-0.0020873805423465524,1.0207161391347328,1.0200103157417464,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.0037701758592003642,0.19641659254340127,-0.0006056363257308517,0.12593774473077507,-0.00489771080536372,0.07585697715436608,-0.00264457075704283,0.06530610114105033,-0.004003632516104472,0.05632765304733385,-0.002448752684189315,0.18456090684236248,-0.002541368530459054,0.5657316256804087,-0.0008090285834133626,0.11397524794952729
2010-04-20,0.006699600865898964,0.006699600865898964,1.027554529864317,1.0268439777363159,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.008930680634555488,0.19641659254340127,0.005050529178043606,0.12593774473077507,0.01364087762081767,0.07585697715436608,0.006186991476855752,0.06530610114105033,0.011822973876442378,0.05632765304733385,0.003569406964432309,0.18456090684236248,0.002170640866518747,0.5657316256804087,0.002789001838399141,0.11397524794952729
2010-04-21,0.004627311587070542,0.004627311587070542,1.032309344846705,1.0315955047726086,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,-0.0018202446015810336,0.19641659254340127,0.005628107599762844,0.12593774473077507,0.0069368167902406075,0.07585697715436608,-0.006500389338761958,0.06530610114105033,-0.0032720526373040126,0.05632765304733385,0.008226284532696138,0.18456090684236248,0.0034843949690308573,0.5657316256804087,0.00762604056256011,0.11397524794952729
2010-04-22,-0.0005565347062917467,-0.0005565347062917467,1.0317348288686683,1.031021386071348,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.0029835116045395793,0.19641659254340127,0.00559678434143307,0.12593774473077507,0.010608845869860328,0.07585697715436608,-0.009018464499553014,0.06530610114105033,0.004220753013855383,0.05632765304733385,-0.002976457170386526,0.18456090684236248,-0.0022530540552895273,0.5657316256804087,-0.004184856476894816,0.11397524794952729
2010-04-23,0.004023088015359311,0.004023088015359311,1.0358855888937186,1.0351692758532307,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.00652823130679181,0.19641659254340127,0.004173899600967479,0.12593774473077507,0.010633959240518243,0.07585697715436608,0.007494757082001868,0.06530610114105033,0.005370132361860458,0.05632765304733385,-0.0035392101200972803,0.18456090684236248,-0.00018736335459290654,0.5657316256804087,0.012070870419532032,0.11397524794952729
2010-04-26,-0.001205443313133032,-0.001205443313133032,1.034636887537416,1.0339214379716928,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,-0.0037764933968148506,0.19641659254340127,-0.002177178862650453,0.12593774473077507,-0.003776955261492021,0.07585697715436608,0.0010626994838898174,0.06530610114105033,0.0,0.05632765304733385,0.0011094238430910952,0.18456090684236248,0.0004700425657722107,0.5657316256804087,-0.0038872906786446837,0.11397524794952729
2010-04-27,-0.008820255609859273,-0.008820255609859273,1.0255111257259466,1.0248019866082692,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,-0.023650579871183353,0.19641659254340127,-0.02122605367978725,0.12593774473077507,-0.022884289339830888,0.07585697715436608,-0.04016274715310242,0.06530610114105033,-0.03576424599187067,0.05632765304733385,0.014078857112705734,0.18456090684236248,0.0006588986361668603,0.5657316256804087,0.016674033289738155,0.11397524794952729
2010-04-28,0.0012465602082519312,0.0012465602082519312,1.0267894870883962,1.0260794639861124,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.00759627267630103,0.19641659254340127,0.0006082347692129009,0.12593774473077507,0.001662605938606454,0.07585697715436608,0.00018436901016816165,0.06530610114105033,0.00842951463899011,0.05632765304733385,-0.008526536940543616,0.18456090684236248,0.0016912406720905881,0.5657316256804087,-0.0027915877387381105,0.11397524794952729
2010-04-29,0.010349413614415194,0.010349413614415194,1.037416156185207,1.036698784760162,0.0,0.0,0.37743023926079017,0.39632891322970015,0.07224844424051267,1.384112849089225,0.012397197509852464,0.19641659254340127,0.017419285137225016,0.12593774473077507,0.021167590260460667,0.07585697715436608,0.015480796594942836,0.06530610114105033,0.01647978292136254,0.05632765304733385,0.004189462030933955,0.18456090684236248,0.0025319169318254175,0.5657316256804087,-0.0002624335573229164,0.11397524794952729
