Date,loss,VaR_normal,ES_normal,VaR_cf,ES_cf,mean_loss,std_loss,skew_loss,exk_loss,ret_port,equity
2010-01-05,-0.002200342635421959,,,,,,,,,0.002200342635421959,1.002200342635422
2010-01-06,5.3244026778642706e-06,,,,,,,,,-5.3244026778642706e-06,1.002195006517234
2010-01-07,9.466580412442749e-05,,,,,,,,,-9.466580412442749e-05,1.0021001329210526
2010-01-08,-0.004930347607362828,,,,,,,,,0.004930347607362828,1.0070408349137379
2010-01-11,-0.001012802561788706,,,,,,,,,0.001012802561788706,1.0080607684511644
2010-01-12,0.007895635780595711,,,,,,,,,-0.007895635780595711,1.0001014877787666
2010-01-13,-0.004828747423085644,,,,,,,,,0.004828747423085644,1.0049307252607025
2010-01-14,-0.004276695156837873,,,,,,,,,0.004276695156837873,1.0092285076263825
2010-01-15,0.008724851789524368,,,,,,,,,-0.008724851789524368,1.0004231384755793
2010-01-19,-0.010049203958135411,,,,,,,,,0.010049203958135411,1.0104765946385583
2010-01-20,0.012938056313830715,,,,,,,,,-0.012938056313830715,0.9974029915533168
2010-01-21,0.013115407438622717,,,,,,,,,-0.013115407438622717,0.9843216449385939
2010-01-22,0.014701298537775909,,,,,,,,,-0.014701298537775909,0.969850838579157
2010-01-25,-0.0034162712290498054,,,,,,,,,0.0034162712290498054,0.9731641120954647
2010-01-26,0.005190291072249886,,,,,,,,,-0.005190291072249886,0.9681131070926217
2010-01-27,-0.0007147583473448571,,,,,,,,,0.0007147583473448571,0.96880507401709
2010-01-28,0.010154168282536569,,,,,,,,,-0.010154168282536569,0.9589676642625452
2010-01-29,0.006864309405770319,,,,,,,,,-0.006864309405770319,0.9523850135049182
2010-02-01,-0.011436832250422468,,,,,,,,,0.011436832250422468,0.9632772811421905
2010-02-02,-0.008720051182153354,,,,,,,,,0.008720051182153354,0.971677108336356
2010-02-03,0.0049039743448247575,,,,,,,,,-0.0049039743448247575,0.9669120287256211
2010-02-04,0.025943311888967757,,,,,,,,,-0.025943311888967757,0.9418271283951977
2010-02-05,-0.0004343277723439787,,,,,,,,,0.0004343277723439787,0.9422361900738067
2010-02-08,0.007296052297272038,,,,,,,,,-0.007296052297272038,0.9353615855546458
2010-02-09,-0.012535130613757606,,,,,,,,,0.012535130613757606,0.9470864652006646
2010-02-10,0.0038542788576459985,,,,,,,,,-0.0038542788576459985,0.9434361298614791
2010-02-11,-0.011536471091406542,,,,,,,,,0.011536471091406542,0.9543200535002145
2010-02-12,0.0010544700545640495,,,,,,,,,-0.0010544700545640495,0.9533137515813286
2010-02-16,-0.015264487155826179,,,,,,,,,0.015264487155826179,0.9678655970978142
2010-02-17,-0.000469599991510361,,,,,,,,,0.000469599991510361,0.9683201067739944
2010-02-18,-0.003956343167738519,,,,,,,,,0.003956343167738519,0.9721511134126135
2010-02-19,0.0009531621864063422,,,,,,,,,-0.0009531621864063422,0.9712244957318359
2010-02-22,0.00036212818977920946,,,,,,,,,-0.00036212818977920946,0.9708727879633273
2010-02-23,0.008453107418084582,,,,,,,,,-0.008453107418084582,0.9626658959973781
2010-02-24,-0.0056736905941499605,,,,,,,,,0.0056736905941499605,0.9681277644368073
2010-02-25,0.00028186620343795266,,,,,,,,,-0.00028186620343795266,0.9678548819394026
2010-02-26,-0.004778699695112021,,,,,,,,,0.004778699695112021,0.9724799697686392
2010-03-01,-0.009142045930118248,,,,,,,,,0.009142045930118248,0.9813704263183839
2010-03-02,-0.005931220610647603,,,,,,,,,0.005931220610647603,0.9871911508176435
2010-03-03,-0.003235024703590883,,,,,,,,,0.003235024703590883,0.9903847385777048
2010-03-04,4.798136385913976e-05,,,,,,,,,-4.798136385913976e-05,0.9903372185672025
2010-03-05,-0.009964744535457926,,,,,,,,,0.009964744535457926,1.0002056759541804
2010-03-08,0.0009246430254435389,,,,,,,,,-0.0009246430254435389,0.9992808427519004
2010-03-09,-0.0014840024369115468,,,,,,,,,0.0014840024369115468,1.0007637779577034
2010-03-10,-0.002391218643978066,,,,,,,,,0.002391218643978066,1.0031568229617738
2010-03-11,-0.0024341877678120682,,,,,,,,,0.0024341877678120682,1.0055986950294244
2010-03-12,-0.0006788431917019166,,,,,,,,,0.0006788431917019166,1.0062813388571297
2010-03-15,0.0022142206505024187,,,,,,,,,-0.0022142206505024187,1.004053209936417
2010-03-16,-0.00992920683899301,,,,,,,,,0.00992920683899301,1.0140226619352306
2010-03-17,-0.0038963997022869457,,,,,,,,,0.0038963997022869457,1.0179736995333073
2010-03-18,0.001523580465416896,,,,,,,,,-0.001523580465416896,1.0164227346903902
2010-03-19,0.008193321570643508,,,,,,,,,-0.008193321570643508,1.008094856373359
2010-03-22,-0.004080460882427417,,,,,,,,,0.004080460882427417,1.0122083480005668
2010-03-23,-0.005050936290565133,,,,,,,,,0.005050936290565133,1.0173209478790959
2010-03-24,0.01217517794047912,,,,,,,,,-0.01217517794047912,1.004934884316091
2010-03-25,0.002266851716046292,,,,,,,,,-0.002266851716046292,1.0026568459490643
2010-03-26,-0.004663424022501528,,,,,,,,,0.004663424022501528,1.0073326599707888
2010-03-29,-0.004952136939577911,,,,,,,,,0.004952136939577911,1.0123211092466735
2010-03-30,-0.0009262237315587618,,,,,,,,,0.0009262237315587618,1.0132587450820156
2010-03-31,-0.0002946903859527006,,,,,,,,,0.0002946903859527006,1.0135573426926738
