ts,qty,px,notional,cum_qty,cum_cost,strategy
2025-10-17 11:35:00-04:00,5299.400000000001,257.1952065891245,1362980.2777984065,1491369.1999999988,382177453.9618765,POV
2025-10-17 11:36:00-04:00,12870.6,256.98217683576325,3307514.8051823745,1504239.7999999989,385484968.7670589,POV
2025-10-17 11:37:00-04:00,5083.6,257.0752544654537,1306867.7636005806,1509323.399999999,386791836.5306595,POV
2025-10-17 11:38:00-04:00,5708.1,256.9029875193138,1466427.943058995,1515031.499999999,388258264.47371846,POV
2025-10-17 11:39:00-04:00,8560.300000000001,257.21322022865013,2201822.329123314,1523591.799999999,390460086.8028418,POV
2025-10-17 11:40:00-04:00,8864.2,257.41149542100106,2281746.977710838,1532455.999999999,392741833.7805526,POV
2025-10-17 11:41:00-04:00,5780.5,257.5427166328001,1488725.6734959008,1538236.499999999,394230559.4540485,POV
2025-10-17 11:42:00-04:00,7092.5,257.6300930057118,1827241.4346430108,1545328.999999999,396057800.88869154,POV
2025-10-17 11:43:00-04:00,4617.6,257.5011587320448,1189037.3505610903,1549946.5999999992,397246838.2392526,POV
2025-10-17 11:44:00-04:00,46217.0,257.7944922349416,11914488.047622295,1596163.5999999992,409161326.28687495,POV
2025-10-17 11:45:00-04:00,4512.5,257.7738902936966,1163204.6799503057,1600676.0999999992,410324530.96682525,POV
2025-10-17 11:46:00-04:00,5461.1,257.9101979662411,1408473.3821134395,1606137.1999999993,411733004.3489387,POV
2025-10-17 11:47:00-04:00,3765.1000000000004,257.9472603108906,971197.2297965343,1609902.2999999993,412704201.57873523,POV
2025-10-17 11:48:00-04:00,7651.400000000001,258.18939394474177,1975510.3288287972,1617553.6999999993,414679711.90756404,POV
2025-10-17 11:49:00-04:00,6666.900000000001,258.2200583883132,1721527.3072690454,1624220.5999999992,416401239.2148331,POV
2025-10-17 11:50:00-04:00,13672.300000000001,258.27542775573096,3531219.1309046806,1637892.8999999992,419932458.34573776,POV
2025-10-17 11:51:00-04:00,6176.0,258.27198943616423,1595087.8067577502,1644068.8999999992,421527546.1524955,POV
2025-10-17 11:52:00-04:00,6468.0,258.20426208942337,1670065.1671943904,1650536.8999999992,423197611.31968987,POV
2025-10-17 11:53:00-04:00,5905.5,258.4111057592907,1526046.7850614912,1656442.3999999992,424723658.10475135,POV
2025-10-17 11:54:00-04:00,4054.9,258.35351578855756,1047597.6711710221,1660497.299999999,425771255.77592236,POV
2025-10-17 11:55:00-04:00,4573.2,258.460657629335,1181992.2794704747,1665070.499999999,426953248.05539286,POV
2025-10-17 11:56:00-04:00,6642.900000000001,258.5361094249858,1717429.5212992383,1671713.399999999,428670677.5766921,POV
2025-10-17 11:57:00-04:00,6756.6,258.55152550530767,1746929.237229162,1678469.999999999,430417606.8139213,POV
2025-10-17 11:58:00-04:00,4771.8,258.4842047430671,1233434.9281929675,1683241.799999999,431651041.74211425,POV
2025-10-17 11:59:00-04:00,5852.3,258.40240965040516,1512248.4219970661,1689094.0999999992,433163290.1641113,POV
2025-10-17 12:00:00-04:00,7518.6,258.62686014612166,1944511.9106946304,1696612.6999999993,435107802.074806,POV
2025-10-17 12:01:00-04:00,5807.0,258.5238442526982,1501247.9635754186,1702419.6999999993,436609050.0383814,POV
2025-10-17 12:02:00-04:00,5735.700000000001,258.71978333479296,1483939.0612733723,1708155.3999999992,438092989.0996548,POV
2025-10-17 12:03:00-04:00,17083.4,258.8525170612249,4422081.0899637295,1725238.799999999,442515070.1896185,POV
2025-10-17 12:04:00-04:00,7698.200000000001,258.7784006375141,1992127.8837877112,1732936.999999999,444507198.0734062,POV
2025-10-17 12:05:00-04:00,3206.4,258.7789921290042,829748.9603624392,1736143.399999999,445336947.03376865,POV
2025-10-17 12:06:00-04:00,8071.400000000001,258.8797688584177,2089522.166363833,1744214.7999999989,447426469.2001325,POV
2025-10-17 12:07:00-04:00,6404.700000000001,258.8909884972266,1658119.1140281875,1750619.4999999988,449084588.3141607,POV
2025-10-17 12:08:00-04:00,4638.5,258.9009360135704,1200911.9916989463,1755257.9999999988,450285500.3058596,POV
2025-10-17 12:09:00-04:00,9066.9,259.070088767554,2348962.5878465353,1764324.8999999987,452634462.89370614,POV
2025-10-17 12:10:00-04:00,4215.6,258.93185308517155,1091553.1198658494,1768540.4999999988,453726016.013572,POV
2025-10-17 12:11:00-04:00,6516.3,258.7899973664047,1686353.2598387029,1775056.7999999989,455412369.2734107,POV
2025-10-17 12:12:00-04:00,8362.6,258.69125549202386,2163331.493177599,1783419.399999999,457575700.7665883,POV
2025-10-17 12:13:00-04:00,4411.5,258.624947962956,1140923.9579385805,1787830.899999999,458716624.7245268,POV
2025-10-17 12:14:00-04:00,4752.3,258.69033939787374,1229374.0999205154,1792583.199999999,459945998.82444733,POV
2025-10-17 12:15:00-04:00,8549.800000000001,258.8077668750382,2212754.645228202,1801132.999999999,462158753.46967554,POV
2025-10-17 12:16:00-04:00,4325.7,258.7260146518629,1119171.1215795632,1805458.699999999,463277924.5912551,POV
2025-10-17 12:17:00-04:00,6057.700000000001,258.6194164633786,1566638.839110209,1811516.399999999,464844563.4303653,POV
2025-10-17 12:18:00-04:00,4571.2,258.4488084294842,1181421.1930928582,1816087.599999999,466025984.6234582,POV
2025-10-17 12:19:00-04:00,6978.200000000001,258.5878315762708,1804477.606305533,1823065.7999999989,467830462.22976375,POV
2025-10-17 12:20:00-04:00,6116.5,258.7887014494954,1582881.0924158387,1829182.2999999989,469413343.32217956,POV
2025-10-17 12:21:00-04:00,4727.400000000001,258.79833277373297,1223443.2383545453,1833909.6999999988,470636786.5605341,POV
2025-10-17 12:22:00-04:00,9624.800000000001,258.796608940034,2490865.6017260393,1843534.4999999988,473127652.1622602,POV
2025-10-17 12:23:00-04:00,7457.700000000001,259.09364067774004,1932242.644082382,1850992.1999999988,475059894.80634254,POV
2025-10-17 12:24:00-04:00,6682.400000000001,258.99546518800605,1730711.2965723318,1857674.5999999987,476790606.10291487,POV
2025-10-17 12:25:00-04:00,6450.400000000001,259.0832901662616,1671190.8548884538,1864124.9999999986,478461796.9578033,POV
2025-10-17 12:26:00-04:00,5419.200000000001,258.9738977830514,1403431.3468659124,1869544.1999999986,479865228.3046692,POV
2025-10-17 12:27:00-04:00,6583.900000000001,259.26797560156683,1706994.424563156,1876128.0999999985,481572222.7292324,POV
2025-10-17 12:28:00-04:00,4522.5,259.23118672835756,1172373.041978997,1880650.5999999985,482744595.7712114,POV
2025-10-17 12:29:00-04:00,7353.200000000001,259.2929639611585,1906633.0225991907,1888003.7999999984,484651228.7938106,POV
2025-10-17 12:30:00-04:00,14132.900000000001,259.64376127148086,3669519.3136737123,1902136.6999999983,488320748.10748434,POV
2025-10-17 12:31:00-04:00,7252.5,259.62800647395085,1882952.1169523285,1909389.1999999983,490203700.22443664,POV
2025-10-17 12:32:00-04:00,6859.3,259.5865831384377,1780582.2497214857,1916248.4999999984,491984282.4741581,POV
2025-10-17 12:33:00-04:00,9110.9,259.7469036739744,2366528.064683213,1925359.3999999983,494350810.5388413,POV
2025-10-17 12:34:00-04:00,11628.400000000001,259.546181251843,3018106.8140689316,1936987.7999999982,497368917.3529102,POV
2025-10-17 12:35:00-04:00,14191.800000000001,259.72023454824614,3685897.6246618,1951179.5999999982,501054814.977572,POV
2025-10-17 12:36:00-04:00,8042.400000000001,259.76138698752766,2089104.9787084926,1959221.9999999981,503143919.9562805,POV
2025-10-17 12:37:00-04:00,11579.0,259.7507136367123,3007653.513199492,1970800.9999999981,506151573.46948004,POV
2025-10-17 12:38:00-04:00,5227.400000000001,259.73681339937735,1357748.2183639053,1976028.399999998,507509321.6878439,POV
2025-10-17 12:39:00-04:00,7016.5,259.8307459055714,1823102.4286464418,1983044.899999998,509332424.11649036,POV
2025-10-17 12:40:00-04:00,8030.0,259.8874959062152,2086896.5921269078,1991074.899999998,511419320.70861727,POV
2025-10-17 12:41:00-04:00,7407.700000000001,259.7895023479699,1924442.696543057,1998482.599999998,513343763.4051603,POV
2025-10-17 12:42:00-04:00,6290.400000000001,259.7138590035327,1633704.0586758223,2004772.999999998,514977467.46383613,POV
2025-10-17 12:43:00-04:00,6650.900000000001,259.7576458943561,1727622.127078773,2011423.8999999978,516705089.5909149,POV
2025-10-17 12:44:00-04:00,10163.300000000001,259.717095600787,2639582.7577194786,2021587.1999999979,519344672.34863436,POV
2025-10-17 12:45:00-04:00,9555.5,259.7538244440749,2482077.6694753575,2031142.6999999979,521826750.01810974,POV
2025-10-17 12:46:00-04:00,7400.200000000001,259.71900094780335,1921972.5508139345,2038542.8999999978,523748722.56892365,POV
2025-10-17 12:47:00-04:00,10697.1,259.82258994503053,2779348.2269009864,2049239.999999998,526528070.79582465,POV
2025-10-17 12:48:00-04:00,25201.300000000003,260.1860086645934,6557025.660159018,2074441.299999998,533085096.45598364,POV
2025-10-17 12:49:00-04:00,7486.900000000001,260.127213850947,1947546.4373806552,2081928.1999999979,535032642.8933643,POV
2025-10-17 12:50:00-04:00,14989.1,260.46921971915305,3904199.181292357,2096917.299999998,538936842.0746567,POV
2025-10-17 12:51:00-04:00,8627.5,260.34993523186625,2246169.066212926,2105544.799999998,541183011.1408696,POV
2025-10-17 12:52:00-04:00,7267.1,260.1661436875836,1890653.3827920388,2112811.899999998,543073664.5236616,POV
2025-10-17 12:53:00-04:00,5606.8,260.0809108697042,1458221.6510642576,2118418.699999998,544531886.1747259,POV
2025-10-17 12:54:00-04:00,5899.0,260.15210981839175,1534637.295818693,2124317.699999998,546066523.4705446,POV
2025-10-17 12:55:00-04:00,6362.5,260.078377711616,1654748.6781901568,2130680.199999998,547721272.1487347,POV
2025-10-17 12:56:00-04:00,5850.8,260.12415549254627,1521934.4089557896,2136530.9999999977,549243206.5576905,POV
2025-10-17 12:57:00-04:00,9492.6,260.2343883148061,2470300.9545171284,2146023.5999999978,551713507.5122076,POV
2025-10-17 12:58:00-04:00,6689.0,260.4973913715527,1742467.050884316,2152712.5999999978,553455974.563092,POV
2025-10-17 12:59:00-04:00,5665.1,260.34641736559735,1474888.4890178456,2158377.699999998,554930863.0521098,POV
2025-10-17 13:00:00-04:00,130737.90000000001,260.2569252507294,34025443.86773734,2289115.5999999978,588956306.9198471,POV
2025-10-17 13:01:00-04:00,4636.7,260.1882420718962,1206414.822014761,2293752.299999998,590162721.7418619,POV
2025-10-17 13:02:00-04:00,3864.4,260.03572033339697,1004882.0376563793,2297616.699999998,591167603.7795184,POV
2025-10-17 13:03:00-04:00,5370.1,259.9086088166759,1395735.2202064313,2302986.799999998,592563338.9997247,POV
2025-10-17 13:04:00-04:00,6714.5,259.7980294986121,1744413.869068431,2309701.299999998,594307752.8687931,POV
2025-10-17 13:05:00-04:00,6611.700000000001,259.8075753781188,1717769.7461275083,2316312.999999998,596025522.6149206,POV
2025-10-17 13:06:00-04:00,5028.200000000001,260.13857244440743,1308028.7699649697,2321341.1999999983,597333551.3848855,POV
2025-10-17 13:07:00-04:00,5247.8,259.90330222312474,1363920.549406514,2326588.999999998,598697471.9342921,POV
2025-10-17 13:08:00-04:00,5277.1,260.005238043368,1372073.6416786574,2331866.099999998,600069545.5759708,POV
2025-10-17 13:09:00-04:00,5948.900000000001,259.86614595303234,1545917.7156599942,2337814.999999998,601615463.2916307,POV
2025-10-17 13:10:00-04:00,3144.3,259.9191677258527,817263.8390803986,2340959.299999998,602432727.1307112,POV
2025-10-17 13:11:00-04:00,11510.5,260.07688467468415,2993614.981047952,2352469.799999998,605426342.1117592,POV
2025-10-17 13:12:00-04:00,11044.6,260.53020886192076,2877451.94479637,2363514.399999998,608303794.0565555,POV
2025-10-17 13:13:00-04:00,6765.8,260.58920460618356,1763094.4405245169,2370280.199999998,610066888.49708,POV
2025-10-17 13:14:00-04:00,4442.7,260.4690975030088,1157186.0594766173,2374722.899999998,611224074.5565566,POV
2025-10-17 13:15:00-04:00,3800.9,260.34229564435566,989535.0315146315,2378523.799999998,612213609.5880712,POV
2025-10-17 13:16:00-04:00,7305.700000000001,260.20097371053254,1900950.2536370377,2385829.499999998,614114559.8417083,POV
2025-10-17 13:17:00-04:00,3722.7000000000003,260.1624964671547,968506.9255982769,2389552.1999999983,615083066.7673066,POV
2025-10-17 13:18:00-04:00,4166.8,260.0976743643635,1083774.98954143,2393718.999999998,616166841.756848,POV
2025-10-17 13:19:00-04:00,3588.3,260.0953546479631,933300.1610832862,2397307.299999998,617100141.9179313,POV
2025-10-17 13:20:00-04:00,7841.3,260.2592741558349,2040771.046438148,2405148.5999999978,619140912.9643694,POV
2025-10-17 13:21:00-04:00,3447.1000000000004,260.0142678036149,896295.1825458411,2408595.699999998,620037208.1469153,POV
2025-10-17 13:22:00-04:00,3944.5,260.3069277146327,1026780.6763703687,2412540.199999998,621063988.8232857,POV
2025-10-17 13:23:00-04:00,5542.5,260.2575874031088,1442477.6781817304,2418082.699999998,622506466.5014675,POV
2025-10-17 13:24:00-04:00,5439.200000000001,260.2092456517797,1415330.1289491605,2423521.899999998,623921796.6304166,POV
2025-10-17 13:25:00-04:00,7040.400000000001,260.3916595511206,1833261.4399037096,2430562.299999998,625755058.0703204,POV
2025-10-17 13:26:00-04:00,53097.200000000004,260.34166574969674,13823413.494644798,2483659.499999998,639578471.5649651,POV
2025-10-17 13:27:00-04:00,2093.7000000000003,260.37521417469094,545147.5859175505,2485753.1999999983,640123619.1508827,POV
