t0,proba,kelly_raw,kelly_pos_voltgt,ret_next,pnl_net
2022-10-18,0.0,-0.5,-0.11220490156378148,0.0007654405995343172,-0.0001419886379055607
2022-10-20,0.0,-0.5,-0.11220490156378148,0.02705894993628921,-0.003036146814020622
2022-10-21,0.0,-0.5,-0.11220490156378148,0.014802927411769362,-0.0016609610130933839
2022-10-24,0.0,-0.5,-0.11220490156378148,0.019337909007628884,-0.002169808176650362
2022-10-25,0.0,-0.5,-0.11220490156378148,-0.019627397898054344,0.002202290249104359
2022-10-26,0.0,-0.5,-0.11220490156378148,-0.03046535912603321,0.003418362621841808
2022-10-27,0.0,-0.5,-0.11220490156378148,0.07555257931718673,-0.00847736972517473
2022-10-28,0.0,-0.5,-0.11220490156378148,-0.015410482081647192,0.0017291316250216415
2022-10-31,0.0,-0.5,-0.11220490156378148,-0.017542692792022585,0.001968376117892553
2022-11-01,0.0,-0.5,-0.11220490156378148,-0.03730514827302034,0.00418582048979652
2022-11-02,0.0,-0.5,-0.11220490156378148,-0.042404921245957516,0.004758040014222569
2022-11-03,0.0,-0.5,-0.11220490156378148,-0.0019470551878429943,0.00021846913569117322
2022-11-07,0.0,-0.5,-0.11220490156378148,0.004175258840094731,-0.0004684845071561377
2022-11-08,0.0,-0.5,-0.11220490156378148,-0.03319019989837091,0.003724103112478938
2022-11-09,0.0,-0.5,-0.11220490156378148,0.0889746884923297,-0.009983396163949974
2022-11-10,0.0,-0.5,-0.11220490156378148,0.019268890733129096,-0.0021620639879540112
2022-11-11,0.0,-0.5,-0.11220490156378148,-0.009485748946022166,0.001064347526747161
2022-11-14,0.0,-0.5,-0.1121032750457144,0.011869407403094057,-0.0013306502559977255
2022-11-15,0.0,-0.5,-0.11180660129743135,-0.008331139191316117,0.0009313280210427442
2022-11-16,0.0,-0.5,-0.11162743467296439,0.012971359135861116,-0.0014480491278701301
2022-11-17,0.0,-0.5,-0.11319780289513058,0.0037816402055887988,-0.00042885854672362504
2022-11-18,0.0,-0.5,-0.11233570185874141,-0.021680256993621416,0.002435035835338154
2022-11-21,0.0,-0.5,-0.11275308651131288,0.0146614514479384,-0.0016533325958170977
2022-11-22,0.0,-0.5,-0.11376212327329484,0.005926233660895841,-0.000674685442658173
2022-11-23,0.0,-0.5,-0.1167085222107181,0.0,-1.4731994687116334e-06
2022-11-25,0.0,-0.5,-0.13423351942872425,-0.026264299149938997,0.0035167868116161593
2022-11-28,0.0,-0.5,-0.13370193361671,-0.021148139334118632,0.002827281328461256
2022-11-29,0.0,-0.5,-0.12918553122065973,0.04859370557271725,-0.006279861869589836
2022-11-30,0.0,-0.5,-0.13807092751928648,0.001891311621944336,-0.00026557784801917395
2022-12-02,0.0,-0.5,-0.13736743803173188,-0.007983011172342125,0.0010962540477795527
2022-12-05,0.0,-0.5,-0.13386299665976933,-0.025370347212218758,0.0033943984834404464
2022-12-06,0.0,-0.5,-0.1384720433364544,-0.013784530081648039,0.0019064675235002842
2022-12-07,0.0,-0.5,-0.20462393045396773,0.012132705605317318,-0.002515717851559672
2022-12-08,0.0,-0.5,-0.21201511607276805,-0.003434975307792909,0.0007245710957794056
2022-12-09,0.0,-0.5,-0.20741233430315442,0.01638984168118718,-0.0034017567128389764
2022-12-12,0.0,-0.5,-0.20920626215492996,0.006782680699956689,-0.0014198762405542107
2022-12-13,0.0,-0.5,-0.2067323878932011,-0.01553599959153018,0.0032105573567339668
2022-12-14,0.0,-0.5,-0.1843185825110487,-0.04685427277502141,0.008624906239786892
2022-12-15,0.0,-0.5,-0.18423542685294514,-0.014578649570990754,0.0026858621488219355
2022-12-16,0.0,-0.5,-0.18602653292303498,-0.01590964048494281,0.002958719706430819
2022-12-19,0.0,-0.5,-0.19082416348212042,-0.0005287364088265578,9.84968676373256e-05
2022-12-21,0.0,-0.5,-0.17894045184905907,-0.023772591221696726,0.004247936359016857
2022-12-22,0.0,-0.5,-0.18080909017892338,-0.002798026379151386,0.0005049742847460572
2022-12-27,0.0,-0.5,-0.22582080963327045,-0.030685214506252723,0.006906854123845391
2022-12-28,0.0,-0.5,-0.20430642783376135,0.028324307455001918,-0.005797595267896373
2022-12-29,0.0,-0.5,-0.2032224152065025,0.00246890144660461,-0.0005022781211994461
2023-01-03,0.0,-0.5,-0.1913737967141574,0.010314259142203852,-0.001979803241583432
2023-01-04,0.0,-0.5,-0.19536465967808714,-0.010604689244857024,0.002069786073831398
2023-01-05,0.0,-0.5,-0.1747618796871593,0.03679410221013013,-0.0064405078536392685
2023-01-06,0.0,-0.5,-0.1784893499093175,0.004088931377425498,-0.0007316944384915663
2023-01-09,0.0,-0.5,-0.17901197083881748,0.00445624660410493,-0.0007979827976093612
2023-01-10,0.0,-0.5,-0.17383410673778454,0.02111235408577583,-0.003672636145683174
2023-01-11,0.0,-0.5,-0.19714087626433655,-0.000599183746900378,0.00010647022414401296
2023-01-13,0.0,-0.5,-0.20253356240807405,0.0,-2.696343071868751e-06
2023-01-17,0.0,-0.5,-0.2096098783370402,-0.005370248699270164,0.0011221190185291842
2023-01-18,0.0,-0.5,-0.22054564084612577,0.00044381423890671456,-0.00010334917699085972
2023-01-20,0.0,-0.5,-0.20799049005362533,0.023500436373823375,-0.004894144853261816
2023-01-23,0.0,-0.5,-0.21297271910585455,0.010063189919790938,-0.002145676034622617
2023-01-24,0.0,-0.5,-0.23819145795557511,-0.004701038243202893,0.0011071377836285522
2023-01-25,0.0,-0.5,-0.249638338709428,0.014803586919778677,-0.003701266285971094
2023-01-26,0.0,-0.5,-0.2480951820853362,0.013684200230088983,-0.0033957557260881717
2023-01-27,0.0,-0.5,-0.23227282725775047,-0.020078009336774283,0.004655664816946281
2023-01-30,0.0,-0.5,-0.29364634893885316,0.009020792166311464,-0.002679609445014121
2023-01-31,0.0,-0.5,-0.2940787933853935,0.007901074578315237,-0.0023237547006622217
2023-02-01,0.0,-0.5,-0.2743444815496455,0.037062439430896266,-0.01017774288655225
2023-02-02,0.0,-0.5,-0.29705292352069373,0.024399790615924566,-0.007259383356738705
2023-02-03,0.0,-0.5,-0.2691032524259834,-0.017928791419579482,0.004810721247528547
2023-02-06,0.0,-0.5,-0.26527137667656414,0.01924493515825687,-0.00510704638135672
2023-02-07,0.0,-0.5,-0.250964860578743,-0.01765284747796092,0.004423091148075367
2023-02-08,0.0,-0.5,-0.2472998161412213,-0.00691195728887084,0.0017074932444949723
2023-02-09,0.0,-0.5,-0.24738547752502255,0.0024565357481798333,-0.0006077540998126572
2023-02-13,0.0,-0.5,-0.24135302968720104,-0.004224882660838536,0.0010166720063473932
2023-02-14,0.0,-0.5,-0.2437875973114986,0.013903440869909689,-0.0033907037278499237
2023-02-15,0.0,-0.5,-0.2371761089196569,-0.010429440041760718,0.00247030826311975
2023-02-16,0.0,-0.5,-0.23704361656918344,-0.007546680883725343,0.0017888262835965398
2023-02-17,0.0,-0.5,-0.24564184726989924,0.0,-4.299115350357902e-06
2023-02-21,0.0,-0.5,-0.2264884028232083,0.0028962213535996817,-0.0006655372708226078
2023-02-23,0.0,-0.5,-0.22515020266693064,-0.01800529781106952,0.004053227351162606
2023-02-24,0.0,-0.5,-0.234114680262948,0.008247548403994331,-0.0019353543963523284
2023-02-27,0.0,-0.5,-0.2348286118802085,-0.003447928652422938,0.0008093153335018462
2023-02-28,0.0,-0.5,-0.23082549099408822,-0.014245894549900884,0.0032863140436878166
2023-03-01,0.0,-0.5,-0.2710616585319799,0.004129427356018178,-0.0011394475116785617
2023-03-02,0.0,-0.5,-0.24961750949610179,0.03508989468510104,-0.00876977419429336
2023-03-03,0.0,-0.5,-0.24890183475303954,0.018539247565818373,-0.004614810571444546
2023-03-06,0.0,-0.5,-0.25352205410724293,-0.014496436354666353,0.003672856212192825
2023-03-07,0.0,-0.5,-0.2608174364249835,0.008377151921220127,-0.0021885549797941296
2023-03-08,0.0,-0.5,-0.25514882704552627,-0.014914430543094603,0.003802565154432831
2023-03-09,0.0,-0.5,-0.2499255985361839,-0.013878680280333566,0.003466025861700028
2023-03-10,0.0,-0.5,-0.2554931264687412,0.013265906493379553,-0.0033921316894017966
2023-03-13,0.0,-0.5,-0.24954039589332302,0.0140890524801085,-0.0035187640989357886
2023-03-14,0.0,-0.5,-0.25531201620603294,0.002621474564760806,-0.0006721797667182691
2023-03-16,0.0,-0.5,-0.24923174740962786,-0.005453886288047216,0.0013562414753452141
2023-03-17,0.0,-0.5,-0.24372450125856007,0.01548378929447014,-0.0037765324464629005
2023-03-20,0.0,-0.5,-0.2674073835386098,0.011944021265401394,-0.0032057609166505274
2023-03-21,0.0,-0.5,-0.26214419179247705,-0.009103396711202971,0.00238377097755153
2023-03-22,0.0,-0.5,-0.2616507276109718,0.006969467574575283,-0.0018238129940394503
2023-03-23,0.0,-0.5,-0.2782115837727959,0.008305767986789725,-0.0023190412941350683
2023-03-24,0.0,-0.5,-0.2688910490045721,-0.01229340459508732,0.003300926190026545
2023-03-27,0.0,-0.5,-0.2686174426095725,-0.003980419735783336,0.0010690733667412901
2023-03-28,0.0,-0.5,-0.27242920328201564,0.01979091734110061,-0.005393529723792488
2023-03-29,0.0,-0.5,-0.27169982803742004,0.009889809860287091,-0.0026874243259850817
2023-03-30,0.0,-0.5,-0.3068228701226966,0.015644335596777692,-0.004817601470008639
2023-03-31,0.0,-0.5,-0.3176541439283972,0.007701586434234242,-0.0024518564825600857
2023-04-03,0.0,-0.5,-0.3366057794655669,-0.003249631987313095,0.0010843690902971788
2023-04-04,0.0,-0.5,-0.322461133449902,-0.011290365009178127,0.0036336315749148597
2023-04-05,0.0,-0.5,-0.3470213442229919,0.0054959487049819344,-0.0019194916127699875
2023-04-06,0.0,-0.5,-0.37541530359985187,0.0,-1.4196979688429979e-05
2023-04-10,0.0,-0.5,-0.34604078390362264,-0.007591223892950527,0.002612185806856396
2023-04-11,0.0,-0.5,-0.3425056284891171,-0.004353110737448929,0.0014891973513054164
2023-04-12,0.0,-0.5,-0.2986292722193305,0.03410348869134383,-0.01020623818617107
2023-04-13,0.0,-0.5,-0.3009397403702181,-0.0021139309092124137,0.000635010584903519
2023-04-18,0.0,-0.5,-0.319415747110545,0.0069681308113003215,-0.0022349687124256635
2023-04-19,0.0,-0.5,-0.3160826810749565,-0.0058462278654618505,0.0018462248448725077
2023-04-20,0.0,-0.5,-0.31049578058604577,-0.009780800919254595,0.003034103965936214
2023-04-21,0.0,-0.5,-0.3222238432750783,0.0018784465416565865,-0.000611144295383881
2023-04-25,0.0,-0.5,-0.33789256650059435,-6.122798045116173e-05,1.2854117843533235e-05
2023-04-27,0.0,-0.5,-0.307413244655459,0.007540978733663772,-0.002333436401315962
2023-04-28,0.0,-0.5,-0.30945160801675753,-0.0005302196518907065,0.00016305814219901528
2023-05-02,0.0,-0.5,-0.3129008378733766,-0.006467366881735215,0.002021919901201166
2023-05-03,0.0,-0.5,-0.3077992529848009,-0.009913259098226379,0.0030487429526345725
2023-05-04,0.0,-0.5,-0.23492125234412978,0.046926835450823656,-0.011060549952974735
2023-05-05,0.0,-0.5,-0.24383416172702768,-0.0004033285689348798,9.388882881534916e-05
2023-05-09,0.0,-0.5,-0.24287638074228476,0.010420855815504781,-0.0025314586351993635
2023-05-10,0.0,-0.5,-0.2723445650283937,0.0010949522080068164,-0.0003129383749595502
2023-05-12,0.0,-0.5,-0.27003158795386006,-0.002897429113927763,0.0007812408960803927
2023-05-17,0.9450696838893617,0.5,0.26934199830021704,0.01366600071601387,0.003411141148496334
2023-05-18,0.9637480369583326,0.5,0.2751117192965779,0.0006284442136330615,0.00017000750759639703
2023-05-22,0.9022741479287554,0.5,0.2663152922316964,-0.01515492915831218,-0.004040387601079006
2023-05-23,0.9998934846929272,0.5,0.2665213051656313,0.0016321199185451718,0.0004348917244105156
