prob_decile,mean,std,count
0,0.0005812714196988,0.02423813055366821,63
1,0.002957596381065657,0.013962776331953038,62
2,-0.004240961387859608,0.020604448460198495,63
3,0.0010489620998032222,0.014798460071280627,62
4,0.001945193465369491,0.01622291660458153,63
5,-0.000255798408324332,0.01788355888809519,62
6,0.0020726208475740806,0.015360100814461165,62
7,0.003332712901294246,0.012054911095639454,63
8,0.0017385560184412687,0.016469610609094004,62
9,0.004474187485258407,0.021602607123326387,63
