Date,close,ret,signal_L10,strat_ret_L10,equity_strat,equity_buyhold
2010-01-04,85.27922821044922,0.0,0.0,,,1.0
2010-01-05,85.50494384765625,0.002646783301673672,0.0,,,1.0026467833016737
2010-01-06,85.56512451171875,0.0007038267187184921,0.0,,,1.0033524728971985
2010-01-07,85.92633056640625,0.004221416806774236,0.0,,,1.0075880418894052
2010-01-08,86.21229553222656,0.003328024878233471,0.0,,,1.0109413199598236
2010-01-11,86.33267211914062,0.0013962809616763217,0.0,,,1.0123528780782554
2010-01-12,85.52754974365234,-0.009325813226042645,0.0,,,1.002911864218451
2010-01-13,86.24988555908203,0.008445650759254963,0.0,,,1.0113821075659533
2010-01-14,86.48319244384766,0.002705010948748532,0.0,,,1.0141179072402875
2010-01-15,85.5124740600586,-0.011224358818846092,0.0,,,1.0027350839648053
2010-01-19,86.58102416992188,0.012495839017741428,1.0,,,1.015265100151471
2010-01-20,85.70059967041016,-0.010168792849849173,1.0,,,1.0049410796603493
2010-01-21,84.05264282226562,-0.019229233569920012,-1.0,,,0.9856168329155528
2010-01-22,82.17897033691406,-0.022291654639742364,-1.0,,,0.9636458028690826
2010-01-25,82.600341796875,0.005127485270664867,-1.0,,,0.9685868825294319
2010-01-26,82.25423431396484,-0.00419014589263178,-1.0,,,0.9645283621819442
2010-01-27,82.6455307006836,0.004757157974690562,-1.0,,,0.9691167759719133
2010-01-28,81.6973648071289,-0.011472682013364377,-1.0,,,0.9579984073673706
2010-01-29,80.80943298339844,-0.010868549136519912,-1.0,,,0.9475863546041905
2010-02-01,82.06610107421875,0.0155510074062577,-1.0,,,0.962322277022709
2010-02-02,83.05939483642578,0.012103581737223257,-1.0,,,0.9739698233602042
2010-02-03,82.6455307006836,-0.004982749230923678,-1.0,,,0.9691167759719133
2010-02-04,80.09455108642578,-0.03086651622453329,-1.0,,,0.9392035172829089
2010-02-05,80.26011657714844,0.002067125521984625,-1.0,,,0.941144968843822
2010-02-08,79.68070220947266,-0.00721920665438891,-1.0,,,0.934350648822
2010-02-09,80.68150329589844,0.012560143907803134,-1.0,,,0.9460862274315536
2010-02-10,80.52351379394531,-0.00195818738495368,-1.0,,,0.9442336133159187
2010-02-11,81.36626434326172,0.010465893868875975,-1.0,,,0.9541158621003084
2010-02-12,81.29855346679688,-0.0008321738377859988,1.0,,,0.9533218718416518
2010-02-16,82.57777404785156,0.015734850455575877,1.0,,,0.96832224893111
2010-02-17,82.96908569335938,0.004738704209695133,-1.0,,,0.9729108416484613
2010-02-18,83.45819091796875,0.0058950297031961085,1.0,,,0.9786461799585405
2010-02-19,83.63124084472656,0.00207349242602084,1.0,,,0.9806753954004388
2010-02-22,83.64629364013672,0.00017999010008828975,1.0,,,0.9808519072630111
2010-02-23,82.63046264648438,-0.012144363479183573,1.0,,,0.9689400851819586
2010-02-24,83.39046478271484,0.009197602335617505,1.0,,,0.9778520107725016
2010-02-25,83.27760314941406,-0.0013534117311236882,1.0,,,0.9765285743898192
2010-02-26,83.33025360107422,0.0006322282302684279,1.0,,,0.9771459633222123
2010-03-01,84.19563293457031,0.010384935795814565,1.0,,,0.9872935614144528
2010-03-02,84.42887878417969,0.002770284413570856,1.0,,,0.9900286453792582
2010-03-03,84.504150390625,0.0008915386243339984,1.0,,,0.9909112941558108
2010-03-04,84.75997924804688,0.0030274117453319427,1.0,,,0.9939111906463202
2010-03-05,85.97148895263672,0.01429341672022355,1.0,,,1.0081175774771216
2010-03-08,85.98651123046875,0.0001747355782137916,1.0,,,1.0082937314849296
2010-03-09,86.12950134277344,0.0016629365496807491,1.0,,,1.00997045998383
2010-03-10,86.51327514648438,0.00445577644973949,1.0,,,1.0144706625743585
2010-03-11,86.8744888305664,0.004175239967165956,1.0,,,1.0187063210302563
2010-03-12,86.88201904296875,8.667921392935263e-05,1.0,,,1.018794621693388
2010-03-15,86.90457916259766,0.0002596638507876836,1.0,,,1.0190591658280188
2010-03-16,87.59686279296875,0.007966020168808763,1.0,,,1.0271770116962142
2010-03-17,88.11608123779297,0.0059273634724952284,1.0,,,1.0332654631951292
2010-03-18,88.07090759277344,-0.0005126606220449137,1.0,,,1.0327357486800302
2010-03-19,87.6251449584961,-0.005061406160800419,1.0,,,1.0275086535991822
2010-03-22,88.09356689453125,0.005345747915818322,1.0,,,1.0330014558426452
2010-03-23,88.71316528320312,0.007033412433097297,1.0,,,1.0402669811255765
2010-03-24,88.28246307373047,-0.004854997655620807,1.0,,,1.0352164873709921
2010-03-25,88.138916015625,-0.001625997430379611,1.0,,,1.0335332280226404
2010-03-26,88.08605194091797,-0.0005997813122373685,1.0,,,1.0329133341068961
2010-03-29,88.64514923095703,0.0063471716318272975,1.0,,,1.0394694123192756
2010-03-30,88.70564270019531,0.0006824227807511463,1.0,,,1.0401787699261362
2010-03-31,88.40338897705078,-0.0034073787635593433,1.0,,,1.0366344868751847
2010-04-01,89.00785064697266,0.0068375395662578775,1.0,,,1.0437225161949413
2010-04-05,89.73321533203125,0.008149446141954009,1.0,,,1.0522282766278166
2010-04-06,89.94476318359375,0.002357520019534931,1.0,,,1.0547089258550875
2010-04-07,89.43095397949219,-0.005712497158425811,1.0,,,1.048683904113174
2010-04-08,89.7407455444336,0.0034640306421471756,1.0,,,1.0523165772909484
2010-04-09,90.3301010131836,0.0065673119292082305,1.0,,,1.0592274685022949
2010-04-12,90.4736557006836,0.001589223148096064,1.0,,,1.060910817314338
2010-04-13,90.54168701171875,0.0007519460831806324,1.0,,,1.0617085650480216
2010-04-14,91.56925964355469,0.011349165956041185,1.0,,,1.073758071749702
2010-04-15,91.64485168457031,0.0008255176607288028,1.0,,,1.0746444780012814
2010-04-16,90.18656158447266,-0.015912406134028112,1.0,,,1.0575442986176344
2010-04-19,90.52658081054688,0.003770176178141016,1.0,,,1.0615314269396114
2010-04-20,91.3350601196289,0.00893084994311244,1.0,,,1.071011804823507
2010-04-21,91.16883850097656,-0.0018199103217825252,1.0,,,1.0690626593851578
2010-04-22,91.44083404541016,0.0029834266719399594,1.0,,,1.0722521294371425
2010-04-23,92.03776550292969,0.006528062257427525,1.0,,,1.0792518580937673
2010-04-26,91.6901626586914,-0.0037767414532376975,1.0,,,1.0751758028628209
2010-04-27,89.52165985107422,-0.023650332213819403,-1.0,,,1.0497475379368553
2010-04-28,90.20167541503906,0.007596100933518146,-1.0,,,1.0577215261897357
2010-04-29,91.31997680664062,0.012397789580470553,-1.0,,,1.0708349351061701
2010-04-30,89.77098083496094,-0.0169622904631207,-1.0,,,1.0526711218988423
2010-05-03,90.93460845947266,0.012962180135371204,1.0,,,1.0663160346041984
2010-05-04,88.79625701904297,-0.023515265273096775,-1.0,,,1.0412413301855241
2010-05-05,88.26738739013672,-0.005955990113331366,-1.0,,,1.0350397071173472
2010-05-06,85.33573150634766,-0.03321335286419336,-1.0,,,1.0006625680964074
2010-05-07,84.06632232666016,-0.014875470770331134,-1.0,,,0.9857772413137248
2010-05-10,87.76866912841797,0.04404078469581951,-1.0,,,1.0291916445564615
2010-05-11,87.51933288574219,-0.0028408342652543883,-1.0,,,1.026267881667092
2010-05-12,88.74335479736328,0.013985731737913065,-1.0,,,1.0406209889513243
2010-05-13,87.64022064208984,-0.012430611371322842,-1.0,,,1.0276854338528287
2010-05-14,86.05350494384766,-0.01810488023212664,-1.0,,,1.0090793121566222
2010-05-17,86.09886169433594,0.0005270761547466751,-1.0,,,1.0096111738003082
2010-05-18,84.92769622802734,-0.013602566204259592,-1.0,,,0.9958778709681293
2010-05-19,84.4441146850586,-0.0056940381577095245,-1.0,,,0.9902073043704183
2010-05-20,81.25553131103516,-0.03775968740883273,-1.0,,,0.9528173860874484
2010-05-21,82.44181823730469,0.014599460579841406,-1.0,,,0.9667280059554196
2010-05-24,81.38398742675781,-0.01283124066359087,-1.0,,,0.9543236862547724
2010-05-25,81.46712493896484,0.0010215463119431778,-1.0,,,0.955298572096866
2010-05-26,80.97600555419922,-0.006028436441491869,-1.0,,,0.9495396153723321
2010-05-27,83.68855285644531,0.033498161383504144,-1.0,,,0.9813474466481049
2010-05-28,82.63827514648438,-0.01254983715350566,-1.0,,,0.9690316960016626
2010-06-01,81.24800872802734,-0.01682351689931394,-1.0,,,0.9527291748880078
2010-06-02,83.36363983154297,0.02603917482578022,-1.0,,,0.9775374564345379
2010-06-03,83.65076446533203,0.003444243010133352,-1.0,,,0.9809043329860061
2010-06-04,80.71150970458984,-0.03513721338386955,-1.0,,,0.9464380881287145
2010-06-07,79.70661163330078,-0.012450492810344715,-1.0,,,0.9346544675170316
2010-06-08,80.56040954589844,0.01071175772124966,-1.0,,,0.9446662597261577
2010-06-09,80.12974548339844,-0.005345852446971944,-1.0,,,0.9396162132900288
2010-06-10,82.4720458984375,0.029231347247001382,1.0,,,0.9670824610996221
2010-06-11,82.87250518798828,0.004855697287344363,-1.0,,,0.9717783207826219
2010-06-14,82.74405670166016,-0.0015499529794200662,1.0,,,0.9702721100789891
2010-06-15,84.62545776367188,0.022737597562991763,1.0,,,0.99233376684456
2010-06-16,84.59523010253906,-0.0003571934726454007,1.0,,,0.9919793117003575
2010-06-17,84.73123168945312,0.0016076744131934273,1.0,,,0.9935740914581953
2010-06-18,84.82306671142578,0.001083839100902484,1.0,,,0.9946509659081614
2010-06-21,84.58018493652344,-0.0028633929934253066,1.0,,,0.9918028893014762
2010-06-22,83.18325805664062,-0.016516006449160514,1.0,,,0.975422266385477
2010-06-23,82.92515563964844,-0.0031028168771225495,1.0,,,0.972395709715015
2010-06-24,81.5510482788086,-0.01657045259958312,-1.0,,,0.9562826726991444
2010-06-25,81.89266967773438,0.004189049756391006,-1.0,,,0.9602885883962556
2010-06-28,81.63455200195312,-0.0031519020786231478,-1.0,,,0.9572618527984114
2010-06-29,79.11407470703125,-0.030875128644811678,-1.0,,,0.9277062699464896
2010-06-30,78.36245727539062,-0.009500426244305471,-1.0,,,0.9188926649524832
2010-07-01,78.01326751708984,-0.004456084845241848,-1.0,,,0.9147980012737845
2010-07-02,77.588134765625,-0.005449492951589474,-1.0,,,0.9098128160137149
2010-07-06,78.09675598144531,0.006555399448082255,-1.0,,,0.9157770024456694
2010-07-07,80.5565185546875,0.03149634760535491,-1.0,,,0.9446206332436882
2010-07-08,81.35369110107422,0.00989581675932949,-1.0,,,0.9539684259373495
2010-07-09,81.96104431152344,0.007465588865471773,1.0,,,0.961090361996039
2010-07-12,82.01412200927734,0.0006475966503325381,1.0,,,0.9617127608951346
2010-07-13,83.2516098022461,0.015088715975387412,1.0,,,0.9762237715941869
2010-07-14,83.2439956665039,-9.145932145060431e-05,1.0,,,0.976134486830453
2010-07-15,83.26678466796875,0.00027376150414659683,1.0,,,0.9764017148758171
